	NAME	LABEL	FIPSCODE	municipality	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)
469	Alpena	Alpena Township	01760	Alpena Township-01760	22764564.84685628	546349.5563245508
470	Arvon	Arvon Township	03660	Arvon Township-03660	564644.2982497539	13551.463157994094
471	Unadilla	Unadilla Township	81240	Unadilla Township-81240	371985.6190449336	8927.654857078407
472	Watertown	Watertown Township	84440	Watertown Township-84440	261191.85271857673	6268.604465245841
473	Jamestown	Jamestown Township	41520	Jamestown Township-41520	1830384.6099913567	43929.230639792564
474	Cold Springs	Cold Springs Township	17000	Cold Springs Township-17000	304629.367277148	7311.104814651552
475	Harris	Harris Township	36760	Harris Township-36760	686024.5562658808	16464.58935038114
476	Redding	Redding Township	67600	Redding Township-67600	322156.358898454	7731.752613562896
477	Seney	Seney Township	72500	Seney Township-72500	1100339.9280096535	26408.15827223168
478	Sparta	Sparta Township	75440	Sparta Township-75440	617926.6437463925	14830.23944991342
479	Dickson	Dickson Township	22320	Dickson Township-22320	542206.2302951968	13012.949527084724
480	Wakeshma	Wakeshma Township	82840	Wakeshma Township-82840	316016.87417507014	7584.404980201684
481	Eveline	Eveline Township	26680	Eveline Township-26680	286575.7594250573	6877.818226201374
482	Ocqueoc	Ocqueoc Township	60160	Ocqueoc Township-60160	420245.0405672282	10085.880973613479
483	Flushing	Flushing Township	29220	Flushing Township-29220	728395.7177680943	17481.49722643426
484	Benzonia	Benzonia Township	07600	Benzonia Township-07600	344607.90782859933	8270.589787886383
485	Big Rapids	Big Rapids Township	08320	Big Rapids Township-08320	568899.2351583804	13653.581643801128
486	Allendale	Allendale Township	01360	Allendale Township-01360	989081.8598413925	23737.96463619342
487	Sodus	Sodus Township	74440	Sodus Township-74440	496603.36434860196	11918.480744366447
488	Enterprise	Enterprise Township	26200	Enterprise Township-26200	260426.79062582742	6250.242975019858
489	Washington	Washington Township	84080	Washington Township-84080	310112.3251793861	7442.695804305266
490	Burtchville	Burtchville Township	12020	Burtchville Township-12020	366300.1482071829	8791.203556972388
491	Pavilion	Pavilion Township	62960	Pavilion Township-62960	1085854.348733108	26060.504369594593
492	Lincoln	Lincoln Township	47720	Lincoln Township-47720	397956.54862489045	9550.957166997372
493	Litchfield	Litchfield Township	48000	Litchfield Township-48000	1669038.660399497	40056.92784958793
494	Eckford	Eckford Township	24700	Eckford Township-24700	747285.3644386593	17934.84874652782
495	Wayland	Wayland Township	84900	Wayland Township-84900	552882.4265999929	13269.178238399829
496	Liberty	Liberty Township	47380	Liberty Township-47380	424952.8796831473	10198.869112395536
497	Wheatland	Wheatland Township	86560	Wheatland Township-86560	341823.84926695353	8203.772382406885
498	Colfax	Colfax Township	17200	Colfax Township-17200	289252.4409019068	6942.058581645763
499	Amber	Amber Township	01980	Amber Township-01980	366310.0085432169	8791.440205037206
500	Carrollton	Carrollton Township	13540	Carrollton Township-13540	521790.93215310917	12522.98237167462
501	Rust	Rust Township	70380	Rust Township-70380	415108.39845040324	9962.601562809677
502	Bay Mills	Bay Mills Township	06070	Bay Mills Township-06070	314789.76252880873	7554.954300691409
503	Grand Blanc	Grand Blanc Township	33300	Grand Blanc Township-33300	2402130.796591628	57651.13911819906
504	Kawkawlin	Kawkawlin Township	42360	Kawkawlin Township-42360	1108326.854942115	26599.84451861076
505	Wheatland	Wheatland Township	86540	Wheatland Township-86540	260154.71899146697	6243.713255795207
506	Freedom	Freedom Township	30520	Freedom Township-30520	581125.0902010344	13947.002164824826
507	Hancock	Hancock Township	36320	Hancock Township-36320	235737.51290639117	5657.700309753388
508	Chester	Chester Township	15280	Chester Township-15280	501588.394183019	12038.121460392456
509	Elmwood	Elmwood Township	25700	Elmwood Township-25700	505729.88744744	12137.51729873856
510	Pipestone	Pipestone Township	64480	Pipestone Township-64480	485049.89132802247	11641.19739187254
511	Orion	Orion Township	61100	Orion Township-61100	2327676.1770749246	55864.228249798194
512	Wilson	Wilson Township	87680	Wilson Township-87680	542693.9370533891	13024.65448928134
513	Atlas	Atlas Township	04000	Atlas Township-04000	656261.4694685305	15750.275267244731
514	Clinton	Clinton Township	16500	Clinton Township-16500	460059.86175828817	11041.436682198915
515	Chester	Chester Township	15260	Chester Township-15260	329392.0263930805	7905.408633433932
516	Ira	Ira Township	40920	Ira Township-40920	482929.2853394082	11590.302848145799
517	Deerfield	Deerfield Township	21200	Deerfield Township-21200	289246.43840607663	6941.914521745839
518	Pulawski	Pulawski Township	66460	Pulawski Township-66460	383080.1074736302	9193.922579367125
519	Stephenson	Stephenson Township	76400	Stephenson Township-76400	259172.04739653488	6220.129137516838
520	Dwight	Dwight Township	23540	Dwight Township-23540	290254.89775211195	6966.1175460506865
521	Cambria	Cambria Township	12700	Cambria Township-12700	266991.7518458028	6407.802044299267
522	Porter	Porter Township	65720	Porter Township-65720	709443.3822590209	17026.6411742165
523	Reeder	Reeder Township	67840	Reeder Township-67840	249631.89869297828	5991.165568631479
524	Wheatland	Wheatland Township	86580	Wheatland Township-86580	210961.35385464889	5063.072492511573
525	Bruce	Bruce Township	11280	Bruce Township-11280	574419.1934234316	13786.060642162358
526	Millington	Millington Township	54240	Millington Township-54240	312391.0699671939	7497.3856792126535
527	Sciota	Sciota Township	71960	Sciota Township-71960	301216.2760841887	7229.19062602053
528	Central Lake	Central Lake Township	14420	Central Lake Township-14420	326492.5285492706	7835.820685182494
529	Cambridge	Cambridge Township	12720	Cambridge Township-12720	490670.96969454933	11776.103272669185
530	Waterford	Waterford Township	84240	Waterford Township-84240	4597036.153147677	110328.86767554424
531	West Bloomfield	West Bloomfield Township	85480	West Bloomfield Township-85480	3798038.8223820655	91152.93173716957
532	Paw Paw	Paw Paw Township	63000	Paw Paw Township-63000	617025.9613530985	14808.623072474364
533	Arenac	Arenac Township	03360	Arenac Township-03360	330196.6180784927	7924.718833883825
534	Comins	Comins Township	17600	Comins Township-17600	456147.50700310216	10947.54016807445
535	Maple Ridge	Maple Ridge Township	51260	Maple Ridge Township-51260	405521.1062848568	9732.506550836562
536	Bourret	Bourret Township	09720	Bourret Township-09720	275017.4901916786	6600.419764600286
537	Blaine	Blaine Township	08840	Blaine Township-08840	189932.9118204575	4558.389883690979
538	Gerrish	Gerrish Township	31960	Gerrish Township-31960	566442.3322928294	13594.615975027906
539	Gore	Gore Township	33080	Gore Township-33080	72170.81856650747	1732.0996455961792
540	Crystal Lake	Crystal Lake Township	19180	Crystal Lake Township-19180	244895.66199538118	5877.495887889148
541	Emerson	Emerson Township	25880	Emerson Township-25880	315034.1549683438	7560.819719240251
542	Forester	Forester Township	29500	Forester Township-29500	278366.28029307985	6680.7907270339165
543	Porter	Porter Township	65740	Porter Township-65740	301011.3638431681	7224.272732236033
544	Hayes	Hayes Township	37360	Hayes Township-37360	824316.3063915321	19783.59135339677
545	Fruitland	Fruitland Township	30980	Fruitland Township-30980	768558.027185046	18445.392652441104
546	Duncan	Duncan Township	23340	Duncan Township-23340	803714.1183673796	19289.13884081711
547	Chassell	Chassell Township	14920	Chassell Township-14920	381306.0630560659	9151.345513345581
548	Logan	Logan Township	49140	Logan Township-49140	168552.14562395564	4045.251494974935
549	Spencer	Spencer Township	75560	Spencer Township-75560	331945.30133872683	7966.687232129443
550	Ellington	Ellington Township	25380	Ellington Township-25380	272443.4089492967	6538.641814783121
551	Blendon	Blendon Township	08940	Blendon Township-08940	3920281.288917472	94086.75093401932
552	Erie	Erie Township	26320	Erie Township-26320	28252840.801829934	678068.1792439184
553	Keeler	Keeler Township	42500	Keeler Township-42500	539466.9088051418	12947.205811323405
554	Comstock	Comstock Township	17680	Comstock Township-17680	1312675.6854593384	31504.216451024124
555	Pinora	Pinora Township	64440	Pinora Township-64440	287155.0967498149	6891.722321995559
556	Lake	Lake Township	44300	Lake Township-44300	220016.11459698738	5280.386750327697
557	Trowbridge	Trowbridge Township	80620	Trowbridge Township-80620	384373.24800491537	9224.957952117968
558	Fairplain	Fairplain Township	27180	Fairplain Township-27180	308471.4651056466	7403.3151625355185
559	Goodland	Goodland Township	32960	Goodland Township-32960	445972.2833955329	10703.33480149279
560	Summerfield	Summerfield Township	77120	Summerfield Township-77120	255946.0583259082	6142.705399821797
561	Barry	Barry Township	05560	Barry Township-05560	297615.2314139817	7142.765553935561
562	Beaverton	Beaverton Township	06680	Beaverton Township-06680	255993.77777256037	6143.850666541449
563	Winterfield	Winterfield Township	87980	Winterfield Township-87980	276321.4744423582	6631.715386616597
564	Ovid	Ovid Township	61840	Ovid Township-61840	419367.3557661696	10064.81653838807
565	Convis	Convis Township	17880	Convis Township-17880	433905.7913083135	10413.738991399523
566	Thomas	Thomas Township	79520	Thomas Township-79520	1076759.719381187	25842.23326514849
567	Hume	Hume Township	39960	Hume Township-39960	355768.44307222235	8538.442633733335
568	Greenbush	Greenbush Township	34820	Greenbush Township-34820	222050.18042233068	5329.204330135936
569	Eaton Rapids	Eaton Rapids Township	24560	Eaton Rapids Township-24560	631751.8143398331	15162.043544155995
570	Mt Forest	Mt Forest Township	55920	Mt Forest Township-55920	334712.3794485945	8033.097106766269
571	Chestonia	Chestonia Township	15380	Chestonia Township-15380	343890.82009749976	8253.379682339993
572	Marlette	Marlette Township	51840	Marlette Township-51840	526875.8977802687	12645.021546726448
573	Holmes	Holmes Township	38760	Holmes Township-38760	408605.16972303996	9806.524073352959
574	Interior	Interior Township	40760	Interior Township-40760	380378.067635158	9129.073623243792
575	Clam Lake	Clam Lake Township	15860	Clam Lake Township-15860	653073.2663868911	15673.758393285387
576	Evergreen	Evergreen Township	26720	Evergreen Township-26720	419988.9416041409	10079.734598499383
577	Stambaugh	Stambaugh Township	76080	Stambaugh Township-76080	1264129.8479876986	30339.116351704768
578	Greenwood	Greenwood Township	35220	Greenwood Township-35220	415716.04429205664	9977.18506300936
579	Moran	Moran Township	55480	Moran Township-55480	1371065.2106591826	32905.565055820385
580	Austin	Austin Township	04400	Austin Township-04400	206184.82628029754	4948.435830727141
581	Buckeye	Buckeye Township	11440	Buckeye Township-11440	367996.65870708274	8831.919808969986
582	Koylton	Koylton Township	43880	Koylton Township-43880	252554.3933873816	6061.305441297159
583	Ferris	Ferris Township	27900	Ferris Township-27900	256418.47137416812	6154.043312980035
584	Clay Banks	Clay Banks Township	16200	Clay Banks Township-16200	192001.37305129113	4608.032953230987
585	Midland	Midland Township	53800	Midland Township-53800	4739070.604403809	113737.69450569141
586	Bloomfield	Bloomfield Township	09060	Bloomfield Township-09060	439316.459408572	10543.59502580573
587	Buena Vista	Buena Vista Township	11560	Buena Vista Township-11560	1182173.696028098	28372.168704674354
588	Williamstown	Williamstown Township	87440	Williamstown Township-87440	465565.00018834934	11173.560004520385
589	Belvidere	Belvidere Township	07200	Belvidere Township-07200	396245.18153414567	9509.884356819495
590	Pointe Aux Barques	Pointe Aux Barques Township	65180	Pointe Aux Barques Township-65180	14240.52473244883	341.77259357877193
591	Ely	Ely Township	25820	Ely Township-25820	645905.665793253	15501.73597903807
592	Pere Marquette	Pere Marquette Township	63600	Pere Marquette Township-63600	7760599.435715243	186254.38645716585
593	Portsmouth	Portsmouth Township	65980	Portsmouth Township-65980	874444.2397504456	20986.661754010693
594	Deep River	Deep River Township	21120	Deep River Township-21120	479790.8576689294	11514.980584054307
595	Richland	Richland Township	68260	Richland Township-68260	783428.9397551591	18802.29455412382
596	Henrietta	Henrietta Township	37700	Henrietta Township-37700	325958.6648575374	7823.007956580897
597	Benton	Benton Township	07420	Benton Township-07420	838843.2183722132	20132.23724093312
598	Chapin	Chapin Township	14660	Chapin Township-14660	216269.29432851484	5190.463063884356
599	Oakland	Oakland Township	59820	Oakland Township-59820	1380877.0829560969	33141.049990946325
600	Adrian	Adrian Township	00460	Adrian Township-00460	984273.6700479317	23622.56808115036
601	Attica	Attica Township	04040	Attica Township-04040	441453.6398587138	10594.88735660913
602	Shelby	Shelby Township	72820	Shelby Township-72820	5553133.528805848	133275.20469134036
603	Tawas	Tawas Township	78100	Tawas Township-78100	385958.81857050525	9263.011645692124
604	Inwood	Inwood Township	40840	Inwood Township-40840	788472.6748279757	18923.344195871417
605	Bedford	Bedford Township	06740	Bedford Township-06740	2924121.377851969	70178.91306844726
606	Rich	Rich Township	68160	Rich Township-68160	311354.7414867437	7472.513795681848
607	Alpine	Alpine Township	01840	Alpine Township-01840	1674623.4894627244	40190.96374710539
608	Adams	Adams Township	00320	Adams Township-00320	355641.6492718514	8535.399582524433
609	Richland	Richland Township	68340	Richland Township-68340	434534.688076452	10428.832513834848
610	Wright	Wright Township	88820	Wright Township-88820	558944.508447333	13414.668202735993
611	Bay De Noc	Bay De Noc Township	06040	Bay De Noc Township-06040	570807.3070202847	13699.375368486833
612	Garfield	Garfield Township	31540	Garfield Township-31540	355355.4528505542	8528.530868413302
613	Zilwaukee	Zilwaukee Township	89340	Zilwaukee Township-89340	345211.505940315	8285.076142567561
614	Bethel	Bethel Township	08060	Bethel Township-08060	361238.27734563826	8669.718656295317
615	Oceola	Oceola Township	60120	Oceola Township-60120	615805.9930083031	14779.343832199276
616	Madison	Madison Township	50540	Madison Township-50540	737011.3323913093	17688.27197739142
617	Canton	Canton Township	13120	Canton Township-13120	4986612.808743008	119678.7074098322
618	Campbell	Campbell Township	12840	Campbell Township-12840	417123.9522605685	10010.974854253644
619	Coe	Coe Township	16880	Coe Township-16880	837858.2582580675	20108.59819819362
620	Swan Creek	Swan Creek Township	77660	Swan Creek Township-77660	239777.90739842234	5754.669777562136
621	Lockport	Lockport Township	49060	Lockport Township-49060	522531.59560519806	12540.758294524754
622	Algoma	Algoma Township	01160	Algoma Township-01160	849470.5811625592	20387.29394790142
623	Riley	Riley Township	68620	Riley Township-68620	597182.2061770691	14332.372948249658
624	Sherwood	Sherwood Township	73440	Sherwood Township-73440	372706.4015970911	8944.953638330187
625	Valley	Valley Township	81580	Valley Township-81580	391844.8398472804	9404.27615633473
626	Surrey	Surrey Township	77580	Surrey Township-77580	503346.6460246347	12080.319504591234
627	Park	Park Township	62480	Park Township-62480	380510.0204561118	9132.240490946684
628	Antwerp	Antwerp Township	03140	Antwerp Township-03140	751651.2055570667	18039.6289333696
629	Mathias	Mathias Township	52360	Mathias Township-52360	326116.4241837058	7826.79418040894
630	Manchester	Manchester Township	50680	Manchester Township-50680	563527.3630601357	13524.656713443257
631	Hamilton	Hamilton Township	36160	Hamilton Township-36160	205433.263823368	4930.398331760832
632	Boardman	Boardman Township	09440	Boardman Township-09440	467947.9849216704	11230.75163812009
633	Wells	Wells Township	85280	Wells Township-85280	372560.9912772064	8941.463790652953
634	Yankee Springs	Yankee Springs Township	89020	Yankee Springs Township-89020	386077.7580429276	9265.866193030262
635	Pentland	Pentland Township	63500	Pentland Township-63500	509065.10900562396	12217.562616134976
636	Onekama	Onekama Township	60760	Onekama Township-60760	205296.04569264367	4927.105096623449
637	Troy	Troy Township	80680	Troy Township-80680	175009.79883779562	4200.2351721070945
638	Orient	Orient Township	61080	Orient Township-61080	283392.6771210134	6801.4242509043215
639	Lake	Lake Township	44320	Lake Township-44320	236043.14108709717	5665.035386090332
640	Ontonagon	Ontonagon Township	60880	Ontonagon Township-60880	1394470.8725335011	33467.30094080402
641	Kearney	Kearney Township	42400	Kearney Township-42400	330363.9900605217	7928.73576145252
642	Clearwater	Clearwater Township	16340	Clearwater Township-16340	252822.20738466963	6067.732977232071
643	Peaine	Peaine Township	63140	Peaine Township-63140	315768.8975210786	7578.453540505886
644	Millen	Millen Township	54060	Millen Township-54060	407764.16880909365	9786.340051418249
645	Cross Village	Cross Village Township	18900	Cross Village Township-18900	67764.96547019528	1626.3591712846867
646	Holly	Holly Township	38720	Holly Township-38720	816084.2074165667	19586.0209779976
647	Cumming	Cumming Township	19260	Cumming Township-19260	214789.01591751122	5154.93638202027
648	Evangeline	Evangeline Township	26580	Evangeline Township-26580	197962.0176929218	4751.088424630123
649	Milford	Milford Township	53980	Milford Township-53980	1875226.1328808854	45005.42718914125
650	Emmett	Emmett Township	25960	Emmett Township-25960	329319.6205080899	7903.670892194157
651	Monroe	Monroe Township	55060	Monroe Township-55060	172204.59505321772	4132.910281277225
652	Bessemer	Bessemer Township	07980	Bessemer Township-07980	742463.7454071959	17819.129889772703
653	Skandia	Skandia Township	74110	Skandia Township-74110	380569.46320929157	9133.667117022998
654	Mentor	Mentor Township	53100	Mentor Township-53100	445841.0021828695	10700.184052388868
655	Northfield	Northfield Township	58280	Northfield Township-58280	1586195.4628209122	38068.691107701896
656	Lincoln	Lincoln Township	47660	Lincoln Township-47660	905521.2121857852	21732.509092458844
657	Otsego Lake	Otsego Lake Township	61680	Otsego Lake Township-61680	550326.6849217052	13207.840438120924
658	Lincoln	Lincoln Township	47600	Lincoln Township-47600	1469307.5676534919	35263.3816236838
659	Covington	Covington Township	18600	Covington Township-18600	945395.2516856886	22689.486040456526
660	Ross	Ross Township	69820	Ross Township-69820	414408.1435685078	9945.795445644188
661	Bridgeton	Bridgeton Township	10500	Bridgeton Township-10500	223014.07866001496	5352.337887840358
662	Bloomingdale	Bloomingdale Township	09240	Bloomingdale Township-09240	327066.96889863274	7849.607253567186
663	Stockbridge	Stockbridge Township	76580	Stockbridge Township-76580	330449.9124055278	7930.797897732667
664	Dalton	Dalton Township	19660	Dalton Township-19660	1402975.9734341232	33671.42336241896
665	Saugatuck	Saugatuck Township	71720	Saugatuck Township-71720	519813.66494712443	12475.527958730987
666	Harrison	Harrison Township	36820	Harrison Township-36820	2559123.753945477	61418.97009469144
667	Otsego	Otsego Township	61640	Otsego Township-61640	574295.4670233623	13783.091208560694
668	Fairhaven	Fairhaven Township	27120	Fairhaven Township-27120	254294.06438491488	6103.057545237956
669	Cheshire	Cheshire Township	15200	Cheshire Township-15200	331029.806169467	7944.715348067207
670	Taymouth	Taymouth Township	79100	Taymouth Township-79100	446318.8856328218	10711.653255187724
671	Grant	Grant Township	34220	Grant Township-34220	853254.2464380334	20478.1019145128
672	Ronald	Ronald Township	69440	Ronald Township-69440	357839.40068215	8588.1456163716
673	Buel	Buel Township	11540	Buel Township-11540	273594.3578565055	6566.2645885561315
674	Turner	Turner Township	80840	Turner Township-80840	173089.12175199256	4154.138922047821
675	Northville	Northville Township	59000	Northville Township-59000	2142700.4650847125	51424.8111620331
676	Palmyra	Palmyra Township	62240	Palmyra Township-62240	375886.3729015141	9021.272949636339
677	Geneva	Geneva Township	31840	Geneva Township-31840	2636088.997905824	63266.13594973977
678	Clark	Clark Township	16060	Clark Township-16060	476960.3144443397	11447.047546664153
679	Elk	Elk Township	25260	Elk Township-25260	204417.9370620926	4906.030489490222
680	Garfield	Garfield Township	31620	Garfield Township-31620	715233.8500739941	17165.61240177586
681	Hopkins	Hopkins Township	39200	Hopkins Township-39200	443923.52514870535	10654.164603568928
682	Indianfields	Indianfields Township	40440	Indianfields Township-40440	510584.3474157509	12254.024337978022
683	Colfax	Colfax Township	17160	Colfax Township-17160	533561.1947674388	12805.468674418531
684	Arcadia	Arcadia Township	03320	Arcadia Township-03320	204236.41374911513	4901.673929978764
685	Holton	Holton Township	38820	Holton Township-38820	251374.06894160958	6032.97765459863
686	Marengo	Marengo Township	51520	Marengo Township-51520	725209.5720423827	17405.029729017184
687	Bloomer	Bloomer Township	09040	Bloomer Township-09040	530922.7406863301	12742.145776471923
688	Lake	Lake Township	44240	Lake Township-44240	307102.4146213338	7370.457950912012
689	Paradise	Paradise Township	62320	Paradise Township-62320	551546.7981326984	13237.123155184761
690	Arbela	Arbela Township	03220	Arbela Township-03220	276474.5427232116	6635.389025357078
691	Manistee	Manistee Township	50740	Manistee Township-50740	3633341.6127919448	87200.19870700668
692	Tuscarora	Tuscarora Township	80880	Tuscarora Township-80880	616832.5187595468	14803.980450229123
693	Spalding	Spalding Township	75350	Spalding Township-75350	791455.2793713473	18994.926704912334
694	Elmwood	Elmwood Township	25720	Elmwood Township-25720	215817.87558937335	5179.629014144961
695	Cedar	Cedar Township	14040	Cedar Township-14040	163134.26149875752	3915.2222759701804
696	Hulbert	Hulbert Township	39860	Hulbert Township-39860	262200.1407484375	6292.8033779625
697	Bear Lake	Bear Lake Township	06480	Bear Lake Township-06480	287270.56108340604	6894.493466001745
698	Beaver	Beaver Township	06540	Beaver Township-06540	682246.0511301674	16373.905227124018
699	Ossineke	Ossineke Township	61520	Ossineke Township-61520	550075.2738163846	13201.80657159323
700	Fredonia	Fredonia Township	30500	Fredonia Township-30500	729952.8549308078	17518.868518339386
701	Watertown	Watertown Township	84460	Watertown Township-84460	245900.05203253782	5901.6012487809085
702	Genoa	Genoa Township	31860	Genoa Township-31860	1585315.0889573477	38047.56213497634
703	Oshtemo	Oshtemo Township	61400	Oshtemo Township-61400	2292371.7311914763	55016.92154859543
