	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	state	city	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)
905	sanluispotosí, sanluispotosí	2855000000.0	166817.65	SanLuisPotosí	SanLuisPotosí	212915.298285903	27.633555733402915
906	sanmartínchalchicuautla, sanluispotosí			SanLuisPotosí	SanMartínChalchicuautla	8028.1735451175855	
907	sannicolástolentino, sanluispotosí			SanLuisPotosí	SanNicolásTolentino	2938.4627006198702	
908	sanvicentetancuayalab, sanluispotosí			SanLuisPotosí	SanVicenteTancuayalab	5698.216671845461	
909	santacatarina, sanluispotosí			SanLuisPotosí	SantaCatarina	4646.32955871225	
910	santamaríadelrío, sanluispotosí	106250000.0	6208.1875	SanLuisPotosí	SantaMaríadelRío	16186.348204285114	160.72582705153658
911	soledaddegracianosánchez, sanluispotosí	789300000.0	46118.799	SanLuisPotosí	SoledaddeGracianoSánchez	3662.3913862792783	92.05878846437592
912	tamasopo, sanluispotosí			SanLuisPotosí	Tamasopo	16602.88371212327	
913	tamazunchale, sanluispotosí	244050000.0	14259.8415	SanLuisPotosí	Tamazunchale	31201.18101561381	118.8045429229617
914	tampacán, sanluispotosí			SanLuisPotosí	Tampacán	4326.96353327417	
915	tampamolóncorona, sanluispotosí			SanLuisPotosí	TampamolónCorona	6172.756326045119	
916	tamuín, sanluispotosí	109270000.0	6384.6461	SanLuisPotosí	Tamuín	18803.712686800864	194.51456497801598
917	tancanhuitz, sanluispotosí			SanLuisPotosí	Tancanhuitz	5398.154046819767	
918	tanlajás, sanluispotosí			SanLuisPotosí	Tanlajás	3935.577290712598	
919	tanquiándeescobedo, sanluispotosí			SanLuisPotosí	TanquiándeEscobedo	3438.371456135317	
920	tierranueva, sanluispotosí			SanLuisPotosí	TierraNueva	1614.2587747864713	
921	villadearista, sanluispotosí			SanLuisPotosí	VilladeArista	4044.9603858340824	
922	villadearriaga, sanluispotosí			SanLuisPotosí	VilladeArriaga	8178.099562019051	
923	villadeguadalupe, sanluispotosí			SanLuisPotosí	VilladeGuadalupe	7642.217103741254	
924	villadelapaz, sanluispotosí			SanLuisPotosí	VilladelaPaz	3312.4507523824354	
925	villadereyes, sanluispotosí	113780000.0	6648.1654	SanLuisPotosí	VilladeReyes	23203.09891906751	249.0150669095494
926	villahidalgo, sanluispotosí			SanLuisPotosí	VillaHidalgo	8043.944794842957	
927	villajuárez, sanluispotosí			SanLuisPotosí	VillaJuárez	6763.7286557170355	
928	xilitla, sanluispotosí	124910000.0	7298.491300000001	SanLuisPotosí	Xilitla	28347.85863191778	288.40710314908205
929	zaragoza, sanluispotosí			SanLuisPotosí	Zaragoza	4624.693903008826	
930	ahome, sinaloa	1445900000.0	84483.937	Sinaloa	Ahome	133769.35009580612	58.337022215011245
931	culiacán, sinaloa	3004000000.0	175523.72	Sinaloa	Culiacán	172489.06901041858	1.7289121889516832
932	elfuerte, sinaloa	266020000.0	15543.5486	Sinaloa	ElFuerte	32696.004634337885	110.35096602289313
933	guasave, sinaloa	862300000.0	50384.189	Sinaloa	Guasave	109264.37328801125	116.86242342416438
934	mazatlán, sinaloa	1740500000.0	101697.41500000001	Sinaloa	Mazatlán	95774.5231699636	5.824033806598134
935	navolato, sinaloa	387000000.0	22612.41	Sinaloa	Navolato	95468.61607437787	322.19567075945406
936	aconchi, sonora			Sonora	Aconchi	1589.855441720926	
937	aguaprieta, sonora	257100000.0	15022.353000000001	Sonora	AguaPrieta	62884.48687612945	318.60610568883214
938	alamos, sonora			Sonora	Alamos	11928.617783610553	
939	altar, sonora			Sonora	Altar	1881.3573869484524	
940	arivechi, sonora			Sonora	Arivechi	623.8375770841885	
941	arizpe, sonora			Sonora	Arizpe	1742.8881812332884	
942	atil, sonora			Sonora	Atil	396.2448688994315	
943	bacadéhuachi, sonora			Sonora	Bacadéhuachi	592.8915414193067	
944	bacanora, sonora			Sonora	Bacanora	1294.1911724119877	
945	bacerac, sonora			Sonora	Bacerac	1097.2016109482204	
946	bacoachi, sonora			Sonora	Bacoachi	999.6987608153564	
947	banámichi, sonora			Sonora	Banámichi	833.8922537924838	
948	baviácora, sonora			Sonora	Baviácora	1796.8958517117483	
949	bavispe, sonora			Sonora	Bavispe	591.1876200443463	
950	benjamínhill, sonora			Sonora	BenjamínHill	3166.8911605527755	
951	caborca, sonora	283000000.0	16535.69	Sonora	Caborca	26506.348391902808	60.297806695111056
952	cananea, sonora			Sonora	Cananea	7310.779246791319	
953	carbó, sonora			Sonora	Carbó	1422.2981726348598	
954	cucurpe, sonora			Sonora	Cucurpe	399.33270059288037	
955	cumpas, sonora			Sonora	Cumpas	4478.704415060228	
956	divisaderos, sonora			Sonora	Divisaderos	260.0175942406891	
957	fronteras, sonora			Sonora	Fronteras	3115.9552713715934	
958	generalplutarcoelíascalles, sonora			Sonora	GeneralPlutarcoElíasCalles	5072.539735212279	
959	granados, sonora			Sonora	Granados	574.0543322167188	
960	guaymas, sonora	511200000.0	29869.416	Sonora	Guaymas	40183.871625809385	34.531828897523084
961	hermosillo, sonora	2945000000.0	172076.35	Sonora	Hermosillo	177093.92706007542	2.915901609997782
962	huachinera, sonora			Sonora	Huachinera	755.6738784628038	
963	huásabas, sonora			Sonora	Huásabas	839.0478736418328	
964	huatabampo, sonora			Sonora	Huatabampo	39040.89510013592	
965	huépac, sonora			Sonora	Huépac	415.52465749930843	
966	imuris, sonora			Sonora	Imuris	2736.7112953895016	
967	magdalena, sonora			Sonora	Magdalena	7987.440206666438	
968	moctezuma, sonora			Sonora	Moctezuma	3722.269872636212	
969	naco, sonora			Sonora	Naco	11189.169985280627	
970	nácorichico, sonora			Sonora	NácoriChico	1296.676497947853	
971	nacozaridegarcía, sonora			Sonora	NacozarideGarcía	1752.4396836403291	
972	navojoa, sonora	523600000.0	30593.948	Sonora	Navojoa	35408.18483951762	15.735912342917036
973	nogales, sonora	733600000.0	42864.248	Sonora	Nogales	95758.16673305824	123.39868585367051
974	opodepe, sonora			Sonora	Opodepe	2037.7597628820668	
975	oquitoa, sonora			Sonora	Oquitoa	294.3809327360426	
976	pitiquito, sonora			Sonora	Pitiquito	3659.7158154157764	
977	puertopeñasco, sonora	213500000.0	12474.805	Sonora	PuertoPeñasco	13625.057733891605	9.220606926453796
978	rayón, sonora			Sonora	Rayón	927.2788585247562	
979	sahuaripa, sonora			Sonora	Sahuaripa	2324.8007235877176	
980	sanfelipedejesús, sonora			Sonora	SanFelipedeJesús	512.2068390165646	
981	sanluisríocolorado, sonora	596100000.0	34830.123	Sonora	SanLuisRíoColorado	98361.13087100885	182.4024792304318
982	sanmigueldehorcasitas, sonora			Sonora	SanMigueldeHorcasitas	1754.148381534404	
983	sanpedrodelacueva, sonora			Sonora	SanPedrodelaCueva	952.414836855581	
984	santaana, sonora			Sonora	SantaAna	4475.641179290117	
985	santacruz, sonora			Sonora	SantaCruz	1152.2400123947466	
986	sáric, sonora			Sonora	Sáric	1372.4115011066283	
987	soyopa, sonora			Sonora	Soyopa	580.5885760263632	
988	tepache, sonora			Sonora	Tepache	1043.0990119105104	
989	trincheras, sonora			Sonora	Trincheras	1824.8699435500891	
990	tubutama, sonora			Sonora	Tubutama	715.9604961926424	
991	ures, sonora			Sonora	Ures	3831.6289340998364	
992	villahidalgo, sonora			Sonora	VillaHidalgo	959.8926658216798	
993	villapesqueira, sonora			Sonora	VillaPesqueira	437.97162868982514	
994	centro, tabasco	2408000000.0	140699.44	Tabasco	Centro	145456.22096873226	3.380810164370419
995	nacajuca, tabasco	327890000.0	19158.6127	Tabasco	Nacajuca	26280.586942306814	37.173747148752646
996	aldama, tamaulipas			Tamaulipas	Aldama	11035.604701751794	
997	altamira, tamaulipas	686500000.0	40112.195	Tamaulipas	Altamira	39684.13202318414	1.0671641799105271
998	antiguomorelos, tamaulipas			Tamaulipas	AntiguoMorelos	7610.331272092725	
999	bustamante, tamaulipas			Tamaulipas	Bustamante	4527.534178380112	
1000	camargo, tamaulipas			Tamaulipas	Camargo	50727.84492454214	
1001	casas, tamaulipas			Tamaulipas	Casas	2156.492809907326	
1002	ciudadmadero, tamaulipas	684600000.0	40001.178	Tamaulipas	CiudadMadero	2369.906565611704	94.07540806520322
1003	elmante, tamaulipas	401100000.0	23436.273	Tamaulipas	ElMante	29103.871286923426	24.183018720269324
1004	gómezfarías, tamaulipas			Tamaulipas	GómezFarías	6846.994896852737	
1005	gonzález, tamaulipas	130640000.0	7633.2952000000005	Tamaulipas	González	12865.029786665453	68.5383500780299
1006	güémez, tamaulipas			Tamaulipas	Güémez	10941.768544385972	
1007	guerrero, tamaulipas			Tamaulipas	Guerrero	18996.129670454397	
1008	gustavodíazordaz, tamaulipas			Tamaulipas	GustavoDíazOrdaz	23902.262103541238	
1009	hidalgo, tamaulipas			Tamaulipas	Hidalgo	10776.608729406995	
1010	jaumave, tamaulipas			Tamaulipas	Jaumave	5946.397390983753	
1011	llera, tamaulipas			Tamaulipas	Llera	8157.535117337379	
1012	mainero, tamaulipas			Tamaulipas	Mainero	1142.1845319416682	
1013	matamoros, tamaulipas			Tamaulipas	Matamoros	414768.63354616764	
1014	mier, tamaulipas			Tamaulipas	Mier	13852.992528277562	
1015	miguelalemán, tamaulipas			Tamaulipas	MiguelAlemán	26459.214052009134	
1016	miquihuana, tamaulipas			Tamaulipas	Miquihuana	995.7595804970707	
1017	nuevolaredo, tamaulipas	1194300000.0	69782.94900000001	Tamaulipas	NuevoLaredo	390171.04540962045	459.12088984605737
1018	nuevomorelos, tamaulipas			Tamaulipas	NuevoMorelos	2317.7112569111996	
1019	ocampo, tamaulipas			Tamaulipas	Ocampo	8416.368574757738	
1020	padilla, tamaulipas			Tamaulipas	Padilla	1981.8062065381318	
1021	palmillas, tamaulipas			Tamaulipas	Palmillas	1650.8974448070294	
1022	reynosa, tamaulipas	1935000000.0	113062.05	Tamaulipas	Reynosa	388068.97893445933	243.23539944168652
1023	ríobravo, tamaulipas	380800000.0	22250.144	Tamaulipas	RíoBravo	58254.23585729186	161.81509592608415
1024	sancarlos, tamaulipas			Tamaulipas	SanCarlos	4395.812263300446	
1025	tampico, tamaulipas	1192800000.0	69695.304	Tamaulipas	Tampico	61231.100589483955	12.144582094822413
1026	tula, tamaulipas			Tamaulipas	Tula	11606.266377808926	
1027	vallehermoso, tamaulipas	211480000.0	12356.7764	Tamaulipas	ValleHermoso	18081.943672894926	46.33220742664669
1028	victoria, tamaulipas	1082300000.0	63238.789000000004	Tamaulipas	Victoria	74002.07446618643	17.020068910849044
1029	villagrán, tamaulipas			Tamaulipas	Villagrán	2751.259244883797	
1030	xicoténcatl, tamaulipas			Tamaulipas	Xicoténcatl	6357.309118255803	
1031	acuamanalademiguelhidalgo, tlaxcala			Tlaxcala	AcuamanaladeMiguelHidalgo	1137.2236589457978	
1032	amaxacdeguerrero, tlaxcala			Tlaxcala	AmaxacdeGuerrero	2495.6818673308358	
1033	apetatitlándeantoniocarvajal, tlaxcala			Tlaxcala	ApetatitlándeAntonioCarvajal	2584.049563015611	
1034	apizaco, tlaxcala	291600000.0	17038.188000000002	Tlaxcala	Apizaco	3451.9841292839856	79.73972273762924
1035	atlangatepec, tlaxcala			Tlaxcala	Atlangatepec	3091.1693488259375	
1036	atltzayanca, tlaxcala			Tlaxcala	Atltzayanca	6782.915266268633	
1037	benitojuárez, tlaxcala			Tlaxcala	BenitoJuárez	538.7493035842248	
1038	calpulalpan, tlaxcala	134850000.0	7879.2855	Tlaxcala	Calpulalpan	10108.23004912978	28.288663345550546
1039	chiautempan, tlaxcala	220500000.0	12883.815	Tlaxcala	Chiautempan	10548.618580033586	18.125038429738506
1040	contladejuancuamatzi, tlaxcala	95060000.0	5554.3558	Tlaxcala	ContladeJuanCuamatzi	3566.9925853069462	35.78026482734602
1041	cuapiaxtla, tlaxcala			Tlaxcala	Cuapiaxtla	4217.0972878898665	
1042	cuaxomulco, tlaxcala			Tlaxcala	Cuaxomulco	1117.3613019091881	
1043	elcarmentequexquitla, tlaxcala			Tlaxcala	ElCarmenTequexquitla	3220.179879540678	
1044	emilianozapata, tlaxcala			Tlaxcala	EmilianoZapata	1105.9889453310095	
1045	españita, tlaxcala			Tlaxcala	Españita	4551.562161799746	
1046	huamantla, tlaxcala	248200000.0	14502.326000000001	Tlaxcala	Huamantla	24291.056912261425	67.49766149417289
1047	hueyotlipan, tlaxcala			Tlaxcala	Hueyotlipan	6474.511866898756	
1048	ixtacuixtlademarianomatamoros, tlaxcala	97470000.0	5695.1721	Tlaxcala	IxtacuixtladeMarianoMatamoros	12757.78815732646	124.01058182818498
1049	ixtenco, tlaxcala			Tlaxcala	Ixtenco	2042.0624060046885	
1050	lamagdalenatlaltelulco, tlaxcala			Tlaxcala	LaMagdalenaTlaltelulco	2964.02833472089	
1051	lázarocárdenas, tlaxcala			Tlaxcala	LázaroCárdenas	1007.299693177367	
1052	mazatecochcodejosémaríamorel, tlaxcala			Tlaxcala	MazatecochcodeJoséMaríaMorel	1079.491719318786	
1053	muñozdedomingoarenas, tlaxcala			Tlaxcala	MuñozdeDomingoArenas	1211.2540448130603	
1054	nanacamilpademarianoarista, tlaxcala			Tlaxcala	NanacamilpadeMarianoArista	5839.745043137967	
1055	natívitas, tlaxcala			Tlaxcala	Natívitas	11136.62682956191	
1056	panotla, tlaxcala			Tlaxcala	Panotla	9413.814720212591	
1057	papalotladexicohténcatl, tlaxcala			Tlaxcala	PapalotladeXicohténcatl	2362.51570833758	
1058	sandamiántexóloc, tlaxcala			Tlaxcala	SanDamiánTexóloc	2584.5077328938823	
1059	sanfranciscotetlanohcan, tlaxcala			Tlaxcala	SanFranciscoTetlanohcan	3632.8241382447422	
1060	sanjerónimozacualpan, tlaxcala			Tlaxcala	SanJerónimoZacualpan	1818.6036257214555	
1061	sanjoséteacalco, tlaxcala			Tlaxcala	SanJoséTeacalco	4067.4348973306733	
1062	sanjuanhuactzinco, tlaxcala			Tlaxcala	SanJuanHuactzinco	798.7685099058895	
1063	sanlorenzoaxocomanitla, tlaxcala			Tlaxcala	SanLorenzoAxocomanitla	891.1899233540375	
1064	sanlucastecopilco, tlaxcala			Tlaxcala	SanLucasTecopilco	1037.6216733781107	
1065	sanpablodelmonte, tlaxcala	170990000.0	9990.9457	Tlaxcala	SanPablodelMonte	4109.010938563682	58.87265268027948
1066	sanctórumdelázarocárdenas, tlaxcala			Tlaxcala	SanctórumdeLázaroCárdenas	2505.992466745349	
1067	santaananopalucan, tlaxcala			Tlaxcala	SantaAnaNopalucan	2321.3504663118747	
1068	santaapoloniateacalco, tlaxcala			Tlaxcala	SantaApoloniaTeacalco	1838.5702341376266	
1069	santacatarinaayometla, tlaxcala			Tlaxcala	SantaCatarinaAyometla	945.9104608856866	
1070	santacruzquilehtla, tlaxcala			Tlaxcala	SantaCruzQuilehtla	519.3759923804142	
1071	santacruztlaxcala, tlaxcala			Tlaxcala	SantaCruzTlaxcala	2076.8097471902324	
1072	santaisabelxiloxoxtla, tlaxcala			Tlaxcala	SantaIsabelXiloxoxtla	1456.108369780918	
1073	tenancingo, tlaxcala			Tlaxcala	Tenancingo	2043.3972875195586	
1074	teolocholco, tlaxcala			Tlaxcala	Teolocholco	2502.0879633120653	
1075	tepetitladelardizábal, tlaxcala			Tlaxcala	TepetitladeLardizábal	1695.7295831244141	
1076	tepeyanco, tlaxcala			Tlaxcala	Tepeyanco	2692.3435929525376	
1077	terrenate, tlaxcala			Tlaxcala	Terrenate	4403.139543863519	
1078	tetladelasolidaridad, tlaxcala			Tlaxcala	TetladelaSolidaridad	4905.485249786274	
1079	tetlatlahuca, tlaxcala			Tlaxcala	Tetlatlahuca	5997.368693670936	
1080	tlaxcala, tlaxcala	336000000.0	19632.48	Tlaxcala	Tlaxcala	12610.638421093816	35.76645222053548
1081	tlaxco, tlaxcala	106820000.0	6241.4926000000005	Tlaxcala	Tlaxco	17105.971856365337	174.06860750528384
1082	tocatlán, tlaxcala			Tlaxcala	Tocatlán	861.5487676301667	
1083	totolac, tlaxcala			Tlaxcala	Totolac	3370.1515856328765	
1084	tzompantepec, tlaxcala			Tlaxcala	Tzompantepec	2352.237452996866	
1085	xaloztoc, tlaxcala			Tlaxcala	Xaloztoc	2491.3136055148766	
1086	xaltocan, tlaxcala			Tlaxcala	Xaltocan	12793.200681152572	
1087	xicohtzinco, tlaxcala			Tlaxcala	Xicohtzinco	847.3370999775342	
1088	yauhquemehcan, tlaxcala	101770000.0	5946.4211000000005	Tlaxcala	Yauhquemehcan	7580.27186722962	27.476203581169507
1089	zacatelco, tlaxcala	118300000.0	6912.269	Tlaxcala	Zacatelco	5306.060080929202	23.237071923427724
1090	ziltlaltépecdetrinidadsánchez, tlaxcala			Tlaxcala	ZiltlaltépecdeTrinidadSánchez	4867.359573506575	
1091	acajete, veracruz			Veracruz	Acajete	18873.8131170131	
1092	acatlán, veracruz			Veracruz	Acatlán	910.9080365552921	
1093	actopan, veracruz	121970000.0	7126.7071000000005	Veracruz	Actopan	15637.241937138477	119.41749138446387
1094	acultzingo, veracruz			Veracruz	Acultzingo	17787.348101510488	
1095	álamotemapache, veracruz	287830000.0	16817.9069	Veracruz	ÁlamoTemapache	46866.883976498844	178.6725140956681
1096	alpatláhuac, veracruz			Veracruz	Alpatláhuac	5942.742314656474	
1097	altolucerodegutiérrezbarrios, veracruz			Veracruz	AltoLucerodeGutiérrezBarrios	7490.591220081079	
1098	altotonga, veracruz	154710000.0	9039.7053	Veracruz	Altotonga	14671.432144897584	62.299894277500236
1099	alvarado, veracruz			Veracruz	Alvarado	9866.271002540909	
1100	amatlándelosreyes, veracruz	129610000.0	7573.1123	Veracruz	AmatlándelosReyes	9682.195797115457	27.84962659427957
1101	apazapan, veracruz			Veracruz	Apazapan	2258.5676429550495	
1102	aquila, veracruz			Veracruz	Aquila	1374.427638259423	
1103	atlahuilco, veracruz			Veracruz	Atlahuilco	4021.2420813917197	
1104	atoyac, veracruz			Veracruz	Atoyac	6632.261238445701	
1105	atzacan, veracruz			Veracruz	Atzacan	8919.675049219006	
1106	atzalan, veracruz	121314000.0	7088.37702	Veracruz	Atzalan	35835.059301254805	405.5467450467922
1107	ayahualulco, veracruz			Veracruz	Ayahualulco	6579.314848468528	
1108	banderilla, veracruz			Veracruz	Banderilla	1736.7893165925234	
1109	benitojuárez, veracruz			Veracruz	BenitoJuárez	10451.38587753498	
1110	bocadelrío, veracruz	585300000.0	34199.079	Veracruz	BocadelRío	12.432726270855753	99.96364602020174
1111	calcahualco, veracruz			Veracruz	Calcahualco	10522.568866474576	
1112	camaróndetejeda, veracruz			Veracruz	CamaróndeTejeda	2908.260653431358	
1113	camerinoz.mendoza, veracruz	130280000.0	7612.2604	Veracruz	CamerinoZ.Mendoza	7089.478966191908	6.867624152848115
1114	carrillopuerto, veracruz			Veracruz	CarrilloPuerto	6064.7408398733405	
1115	castillodeteayo, veracruz			Veracruz	CastillodeTeayo	12066.36297300668	
1116	cazonesdeherrera, veracruz			Veracruz	CazonesdeHerrera	4416.496253063209	
1117	cerroazul, veracruz			Veracruz	CerroAzul	2942.3392347072795	
1118	chalma, veracruz			Veracruz	Chalma	4748.665672022813	
1119	chiconamel, veracruz			Veracruz	Chiconamel	2477.9180784570012	
1120	chiconquiaco, veracruz			Veracruz	Chiconquiaco	6625.2398680441365	
1121	chicontepec, veracruz	145180000.0	8482.867400000001	Veracruz	Chicontepec	24699.078922039524	191.16426978499652
1122	chinampadegorostiza, veracruz			Veracruz	ChinampadeGorostiza	2317.120575871118	
1123	chocamán, veracruz			Veracruz	Chocamán	4698.26352999226	
1124	chontla, veracruz			Veracruz	Chontla	7026.201992692888	
1125	chumatlán, veracruz			Veracruz	Chumatlán	1980.424881425771	
1126	citlaltépetl, veracruz			Veracruz	Citlaltépetl	2134.6396028315507	
1127	coacoatzintla, veracruz			Veracruz	Coacoatzintla	2197.3600241165623	
1128	coahuitlán, veracruz			Veracruz	Coahuitlán	1594.69336054852	
1129	coatepec, veracruz	281100000.0	16424.673	Veracruz	Coatepec	59384.401570352755	261.5560661107394
1130	coatzacoalcos, veracruz	1186200000.0	69309.666	Veracruz	Coatzacoalcos	21202.958549175448	69.4083671544811
1131	coatzintla, veracruz	140470000.0	8207.6621	Veracruz	Coatzintla	35281.735954884185	329.8634072043997
1132	coetzala, veracruz			Veracruz	Coetzala	824.1115093373044	
1133	colipa, veracruz			Veracruz	Colipa	2367.1127562466627	
1134	comapa, veracruz			Veracruz	Comapa	6528.29617168565	
1135	córdoba, veracruz	738600000.0	43156.398	Veracruz	Córdoba	13173.007415734515	69.4761193560813
1136	cosautlándecarvajal, veracruz			Veracruz	CosautlándeCarvajal	6810.347030555079	
1137	coscomatepec, veracruz	129730000.0	7580.1239000000005	Veracruz	Coscomatepec	17620.631201184005	132.4583533678652
1138	cosoleacaque, veracruz	357600000.0	20894.568	Veracruz	Cosoleacaque	53056.88751719252	153.9267024673232
1139	cotaxtla, veracruz			Veracruz	Cotaxtla	9543.027477278698	
1140	coxquihui, veracruz			Veracruz	Coxquihui	4911.489279800322	
1141	coyutla, veracruz			Veracruz	Coyutla	6641.619165858067	
1142	cuichapa, veracruz			Veracruz	Cuichapa	2503.6967210776224	
1143	cuitláhuac, veracruz			Veracruz	Cuitláhuac	5994.517203296568	
1144	elhigo, veracruz			Veracruz	ElHigo	4466.555474287949	
1145	emilianozapata, veracruz	196400000.0	11475.652	Veracruz	EmilianoZapata	20226.54805287132	76.25619923705703
1146	espinal, veracruz			Veracruz	Espinal	9827.399988747205	
1147	filomenomata, veracruz			Veracruz	FilomenoMata	3934.647599421704	
1148	fortín, veracruz	194470000.0	11362.8821	Veracruz	Fortín	11287.432924139346	0.66399682049552
1149	gutiérrezzamora, veracruz			Veracruz	GutiérrezZamora	3777.544533299528	
1150	huatusco, veracruz	155130000.0	9064.2459	Veracruz	Huatusco	18132.245964402053	100.04141728328501
1151	huayacocotla, veracruz			Veracruz	Huayacocotla	11252.224067156028	
1152	huiloapandecuauhtémoc, veracruz			Veracruz	HuiloapandeCuauhtémoc	4648.526799455472	
1153	ignaciodelallave, veracruz			Veracruz	IgnaciodelaLlave	5776.257747170746	
1154	ilamatlán, veracruz			Veracruz	Ilamatlán	9481.509586523147	
1155	ixcatepec, veracruz			Veracruz	Ixcatepec	6195.829341719556	
1156	ixhuacándelosreyes, veracruz			Veracruz	IxhuacándelosReyes	9251.698807579427	
1157	ixhuatlándemadero, veracruz	120566000.0	7044.67138	Veracruz	IxhuatlándeMadero	22598.97111619571	220.7952493050955
1158	ixhuatlándelcafé, veracruz			Veracruz	IxhuatlándelCafé	10841.089528814498	
1159	ixhuatlancillo, veracruz			Veracruz	Ixhuatlancillo	6668.499138462931	
1160	ixtaczoquitlán, veracruz	196630000.0	11489.090900000001	Veracruz	Ixtaczoquitlán	32599.535868236813	183.7433888545247
1161	jalacingo, veracruz	98680000.0	5765.8724	Veracruz	Jalacingo	19495.451527628553	238.11798415151455
1162	jalcomulco, veracruz			Veracruz	Jalcomulco	2779.802121301414	
1163	jamapa, veracruz			Veracruz	Jamapa	10219.842236228567	
1164	jilotepec, veracruz			Veracruz	Jilotepec	4693.8805788726395	
1165	juchiquedeferrer, veracruz			Veracruz	JuchiquedeFerrer	3326.937968776985	
1166	laantigua, veracruz			Veracruz	LaAntigua	3208.9865655400463	
1167	laperla, veracruz			Veracruz	LaPerla	11031.532385905633	
1168	landeroycoss, veracruz			Veracruz	LanderoyCoss	955.2933745866151	
1169	lasminas, veracruz			Veracruz	LasMinas	1002.5741447401571	
1170	lasvigasderamírez, veracruz			Veracruz	LasVigasdeRamírez	5025.073331925736	
1171	losreyes, veracruz			Veracruz	LosReyes	3349.993472031212	
1172	magdalena, veracruz			Veracruz	Magdalena	3743.683301715178	
1173	maltrata, veracruz			Veracruz	Maltrata	12893.304575269724	
1174	manliofabioaltamirano, veracruz			Veracruz	ManlioFabioAltamirano	22222.878589981017	
1175	marianoescobedo, veracruz	86200000.0	5036.666	Veracruz	MarianoEscobedo	7933.071917665575	57.50641233041013
1176	martínezdelatorre, veracruz	358800000.0	20964.684	Veracruz	MartínezdelaTorre	16823.77646233973	19.75182424719719
1177	mecatlán, veracruz			Veracruz	Mecatlán	3933.6365059415257	
1178	medellín, veracruz	200030000.0	11687.7529	Veracruz	Medellín	75562.34014308835	546.5087069310675
1179	miahuatlán, veracruz			Veracruz	Miahuatlán	2104.777772712226	
1180	minatitlán, veracruz	562900000.0	32890.247	Veracruz	Minatitlán	41378.08209140419	25.80654104362362
1181	misantla, veracruz	185420000.0	10834.0906	Veracruz	Misantla	22873.069151391795	111.12126523468243
1182	mixtladealtamirano, veracruz			Veracruz	MixtladeAltamirano	2726.690095218699	
1183	naolinco, veracruz			Veracruz	Naolinco	6817.644756350761	
1184	naranjal, veracruz			Veracruz	Naranjal	4445.890477836236	
1185	naranjosamatlán, veracruz			Veracruz	NaranjosAmatlán	6234.129952872755	
1186	nautla, veracruz			Veracruz	Nautla	4493.542471691645	
1187	nogales, veracruz	99750000.0	5828.3925	Veracruz	Nogales	20809.00905800548	257.0282725126264
1188	omealca, veracruz			Veracruz	Omealca	9229.562229485402	
1189	orizaba, veracruz	490000000.0	28630.7	Veracruz	Orizaba	4505.358372788011	84.26389025490816
1190	ozuluamademascareñas, veracruz			Veracruz	OzuluamadeMascareñas	9862.363091317646	
1191	pánuco, veracruz	293960000.0	17176.0828	Veracruz	Pánuco	61448.708375829854	257.7574065713624
1192	papantla, veracruz	442700000.0	25866.961	Veracruz	Papantla	59930.01020244044	131.68554745352745
1193	pasodeovejas, veracruz			Veracruz	PasodeOvejas	17816.346857257347	
1194	pasodelmacho, veracruz			Veracruz	PasodelMacho	6976.98773035962	
1195	perote, veracruz	207000000.0	12095.01	Veracruz	Perote	37301.797292531344	208.4065022892196
1196	platónsánchez, veracruz			Veracruz	PlatónSánchez	9682.879244496406	
1197	pozaricadehidalgo, veracruz	700900000.0	40953.587	Veracruz	PozaRicadeHidalgo	9752.495854662855	76.18646724482801
1198	puebloviejo, veracruz	163370000.0	9545.7091	Veracruz	PuebloViejo	34473.35533501715	261.13980610426466
1199	puentenacional, veracruz			Veracruz	PuenteNacional	13769.03533127502	
1200	rafaeldelgado, veracruz			Veracruz	RafaelDelgado	5799.58914427401	
1201	rafaellucio, veracruz			Veracruz	RafaelLucio	1169.696784471248	
1202	ríoblanco, veracruz	134310000.0	7847.7333	Veracruz	RíoBlanco	3768.947255805838	51.974065481992895
1203	sanandréstenejapan, veracruz			Veracruz	SanAndrésTenejapan	4796.813284678194	
1204	sanrafael, veracruz			Veracruz	SanRafael	4683.09169003832	
1205	sochiapa, veracruz			Veracruz	Sochiapa	1056.9002433442242	
1206	soledadatzompa, veracruz			Veracruz	SoledadAtzompa	11713.995903994246	
1207	soledaddedoblado, veracruz			Veracruz	SoledaddeDoblado	17357.46754820488	
1208	tamalín, veracruz			Veracruz	Tamalín	2609.6313566179833	
1209	tamiahua, veracruz			Veracruz	Tamiahua	5337.208671743317	
1210	tampicoalto, veracruz			Veracruz	TampicoAlto	5441.176927726317	
1211	tancoco, veracruz			Veracruz	Tancoco	6521.377636156946	
1212	tantima, veracruz			Veracruz	Tantima	4259.546249271299	
1213	tantoyuca, veracruz	267030000.0	15602.5629	Veracruz	Tantoyuca	30218.041495862904	93.67357587042898
1214	tatatila, veracruz			Veracruz	Tatatila	1616.5570770358834	
1215	tecolutla, veracruz			Veracruz	Tecolutla	5853.889207161529	
1216	tempoal, veracruz	93760000.0	5478.3968	Veracruz	Tempoal	14912.631384796201	172.20794566753906
1217	tenampa, veracruz			Veracruz	Tenampa	2520.559988757922	
1218	tenochtitlán, veracruz			Veracruz	Tenochtitlán	3818.8570261431787	
