	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	NAME	LABEL	FIPSCODE	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)
902	bruce township-11300	384423905.106632	20040.018173208726	Bruce	Bruce Township	11300	6470.203464160893	67.71358484688983
903	pine township-64200			Pine	Pine Township	64200	1815.6964506664317	
904	hillsdale township-38480			Hillsdale	Hillsdale Township	38480	5811.104507780888	
905	nelson township-56920			Nelson	Nelson Township	56920	3749.582959421598	
906	cascade township-13660			Cascade	Cascade Township	13660	16020.513701733953	
907	fort gratiot township-29760			Fort Gratiot	Fort Gratiot Township	29760	10096.409966211426	
908	washington township-84140	9664717.672324	503.8217322582501	Washington	Washington Township	84140	1084.4015314767362	115.23516395693927
909	nottawa township-59360			Nottawa	Nottawa Township	59360	1406.380734541657	
910	lake township-44400			Lake	Lake Township	44400	2015.7175206589945	
911	tallmadge township-77980			Tallmadge	Tallmadge Township	77980	23310.833484387396	
912	lincoln township-47680			Lincoln	Lincoln Township	47680	1568.1446468489592	
913	bengal township-07240			Bengal	Bengal Township	07240	4597.108737998906	
914	beaver township-06580			Beaver	Beaver Township	06580	339.5222811737476	
915	oronoko township-61180	72095915.168688	3758.360057743705	Oronoko	Oronoko Township	61180	9902.037853626052	163.46698297902424
916	torch lake township-80100			Torch Lake	Torch Lake Township	80100	1345.5707259460078	
917	gaines township-31220	13041398.3003876	679.8480933992056	Gaines	Gaines Township	31220	34228.52154762329	4934.73082883596
918	gustin township-35740			Gustin	Gustin Township	35740	804.4654538402423	
919	antioch township-03060			Antioch	Antioch Township	03060	637.407404729684	
920	mckinley township-50340	37449537.440576	1952.244386777227	McKinley	McKinley Township	50340	565.3088110700032	71.04313297562005
921	breitung township-10220			Breitung	Breitung Township	10220	3110.575198881753	
922	millbrook township-54020			Millbrook	Millbrook Township	54020	887.6000621618878	
923	chandler township-14560			Chandler	Chandler Township	14560	593.5682349950287	
924	alamo township-00840			Alamo	Alamo Township	00840	19463.982297115563	
925	port austin township-65700	55349056.0444016	2885.346291594655	Port Austin	Port Austin Township	65700	153.28148728809145	94.68758783877631
926	schoolcraft township-71840	40999779.9199676	2137.3185272279106	Schoolcraft	Schoolcraft Township	71840	525.4291513192928	75.41643210285687
927	marion township-51720	39365224.452460006	2052.10915070674	Marion	Marion Township	51720	485.2999869358355	76.351161108136
928	salem township-71100			Salem	Salem Township	71100	23783.155797900865	
929	carp lake township-13500			Carp Lake	Carp Lake Township	13500	750.4811782246927	
930	readmond township-67540			Readmond	Readmond Township	67540	504.33217302622427	
931	solon township-74460			Solon	Solon Township	74460	7134.781554330511	
932	orange township-60920			Orange	Orange Township	60920	6374.822313887158	
933	delhi township-21420			Delhi	Delhi Township	21420	66908.2880834488	
934	dayton township-19980			Dayton	Dayton Township	19980	1178.2394630387216	
935	marenisco township-51560			Marenisco	Marenisco Township	51560	1011.52161850185	
936	gibson township-32040			Gibson	Gibson Township	32040	1019.1302135446069	
937	laketon township-45160			Laketon	Laketon Township	45160	26625.860926649053	
938	redford township-67625			Redford	Redford Township	67625	89816.89008599504	
939	fork township-29680	14811479.633089999	772.1224332729815	Fork	Fork Township	29680	1054.224417954434	36.53591354490749
940	pine grove township-64280			Pine Grove	Pine Grove Township	64280	5725.476798384372	
941	mendon township-53000	108330899.692512	5647.2898009706505	Mendon	Mendon Township	53000	2365.53436761745	58.11204221871411
942	grand rapids township-34020			Grand Rapids	Grand Rapids Township	34020	17244.326465546088	
943	harrisville township-36880			Harrisville	Harrisville Township	36880	454.0657060069018	
944	gilead township-32120			Gilead	Gilead Township	32120	1003.2858101280248	
945	benton township-07400			Benton	Benton Township	07400	9678.415180898268	
946	iosco township-40900			Iosco	Iosco Township	40900	11132.721037164643	
947	bowne township-09780			Bowne	Bowne Township	09780	2801.062524428648	
948	courtland township-18500			Courtland	Courtland Township	18500	3522.084444207361	
949	spurr township-76000			Spurr	Spurr Township	76000	430.14876982882504	
950	davison township-19900			Davison	Davison Township	19900	16536.747601485575	
951	benton township-07440			Benton	Benton Township	07440	21464.72577065942	
952	bainbridge township-04840			Bainbridge	Bainbridge Township	04840	7191.939662176918	
953	freesoil township-30620	7005492.6947508	365.1963341773592	Freesoil	Freesoil Township	30620	654.5686789986502	79.23747248808802
954	napoleon township-56640			Napoleon	Napoleon Township	56640	8456.240455539806	
955	mackinaw township-50300	78205432.68184	4076.849205704319	Mackinaw	Mackinaw Township	50300	222.4174896827561	94.54437781580074
956	cleon township-16380	8587582.750428401	447.6706887798325	Cleon	Cleon Township	16380	694.5614606244646	55.15008644357654
957	alabaster township-00760			Alabaster	Alabaster Township	00760	7464.56320600106	
958	mason township-52120	6424589.321353161	334.91384132214023	Mason	Mason Township	52120	585.4776606022117	74.81441145905467
959	eureka township-26520			Eureka	Eureka Township	26520	5978.762895378825	
960	kalkaska township-42280	260128792.637632	13560.513960199756	Kalkaska	Kalkaska Township	42280	5862.050318469912	56.77117891198602
961	olive township-60460			Olive	Olive Township	60460	11252.67504001396	
962	park township-62460			Park	Park Township	62460	43044.48054464749	
963	sheridan township-72980			Sheridan	Sheridan Township	72980	2482.320820571078	
964	butman township-12180			Butman	Butman Township	12180	833.8172333116413	
965	grout township-35620			Grout	Grout Township	35620	3110.229772288868	
966	portage township-65600			Portage	Portage Township	65600	761.104822388447	
967	elba township-25120	38146720.909156	1988.5885609943023	Elba	Elba Township	25120	840.9210459668233	57.71266804701123
968	brooks township-11060			Brooks	Brooks Township	11060	2774.706558650001	
969	greenwood township-35200			Greenwood	Greenwood Township	35200	1256.930119577632	
970	lynn township-49800			Lynn	Lynn Township	49800	2796.27255077731	
971	marquette township-51920			Marquette	Marquette Township	51920	7985.848850301483	
972	lee township-46600			Lee	Lee Township	46600	2306.9948513155136	
973	lyndon township-49780			Lyndon	Lyndon Township	49780	8362.22133172354	
974	littlefield township-48020	32237261.5678	1680.5284455294138	Littlefield	Littlefield Township	48020	1278.96847372219	23.89486312329102
975	hendricks township-37660			Hendricks	Hendricks Township	37660	160.2380402176956	
976	mikado township-53880			Mikado	Mikado Township	53880	1304.779958696146	
977	secord township-72240			Secord	Secord Township	72240	269.27098886472504	
978	james township-41480			James	James Township	41480	37401.05129688493	
979	vienna township-82380			Vienna	Vienna Township	82380	8917.398848973038	
980	richland township-68320	11414983.5440688	595.0630921523066	Richland	Richland Township	68320	611.1220054811743	2.6986908683554165
981	maple grove township-51000	22070183.9105488	1150.5186872569088	Maple Grove	Maple Grove Township	51000	497.9208616056383	56.72205352937015
982	mueller township-56060			Mueller	Mueller Township	56060	253.44834126492472	
983	eaton township-24520			Eaton	Eaton Township	24520	9931.390923151943	
984	rogers township-69240			Rogers	Rogers Township	69240	1789.9373473798403	
985	richmond township-68440			Richmond	Richmond Township	68440	1183.3873266845244	
986	vernon township-82000			Vernon	Vernon Township	82000	6612.8266087206375	
987	billings township-08360			Billings	Billings Township	08360	333.16243810242077	
988	royal oak township-70060			Royal Oak	Royal Oak Township	70060	4943.402981006596	
989	berrien township-07820	28745780.389852	1498.5175317229846	Berrien	Berrien Township	07820	4170.365785348086	178.29943240991182
990	wilson township-87700			Wilson	Wilson Township	87700	4087.133225061805	
991	ovid township-61880			Ovid	Ovid Township	61880	5458.069793677583	
992	maple ridge township-51220			Maple Ridge	Maple Ridge Township	51220	1327.1645390056638	
993	ann arbor township-03020	16169775.1347344	842.9303777737042	Ann Arbor	Ann Arbor Township	03020	5033.234821110285	497.11157099400725
994	tuscola township-80940			Tuscola	Tuscola Township	80940	3144.6341321064015	
995	tecumseh township-79140			Tecumseh	Tecumseh Township	79140	4344.660447079185	
996	pentwater township-63560	81837418.93008	4266.18464882507	Pentwater	Pentwater Township	63560	1709.775352930446	59.92261250573561
997	rush township-70260			Rush	Rush Township	70260	5530.962539085124	
998	plymouth township-65080			Plymouth	Plymouth Township	65080	71810.40400987607	
999	humboldt township-39940			Humboldt	Humboldt Township	39940	617.45777436974	
1000	mentor township-53120			Mentor	Mentor Township	53120	629.8402879173466	
1001	baltimore township-05020			Baltimore	Baltimore Township	05020	4871.0555060447405	
1002	georgetown township-31880			Georgetown	Georgetown Township	31880	92213.04492378264	
1003	rose lake township-69760			Rose Lake	Rose Lake Township	69760	710.6981848184026	
1004	lakefield township-44560			Lakefield	Lakefield Township	44560	1685.8105315434304	
1005	novesta township-59420			Novesta	Novesta Township	59420	2451.8296345165077	
1006	ashland township-03700			Ashland	Ashland Township	03700	4231.927224099587	
1007	elk rapids township-25340	155079962.929548	8084.318467517337	Elk Rapids	Elk Rapids Township	25340	802.236606572108	90.07663280713788
1008	nunda township-59500			Nunda	Nunda Township	59500	640.4811154927461	
1009	foster township-29860			Foster	Foster Township	29860	789.8200547399144	
1010	roscommon township-69560			Roscommon	Roscommon Township	69560	11177.999388474518	
1011	echo township-24640			Echo	Echo Township	24640	3172.595911448711	
1012	rollin township-69340	29373408.626199998	1531.2357916838057	Rollin	Rollin Township	69340	3070.3321394790073	100.51334720322545
1013	escanaba township-26380			Escanaba	Escanaba Township	26380	6183.926271461726	
1014	texas township-79300			Texas	Texas Township	79300	144111.68461736612	
1015	martin township-52000	18924246.184636	986.5209536050746	Martin	Martin Township	52000	4585.292112304114	364.79419373181446
1016	clayton township-16240			Clayton	Clayton Township	16240	778.9779861085685	
1017	salem township-71130			Salem	Salem Township	71130	51561.92762825612	
1018	north plains township-58720	10168851.8516468	530.1022470263476	North Plains	North Plains Township	58720	7675.951112372746	1348.0133135506646
1019	hope township-39160			Hope	Hope Township	39160	833.3222458559169	
1020	addison township-00400	16493172.547911601	859.7890849226317	Addison	Addison Township	00400	8160.888979224406	849.1733638324528
1021	dafter township-19540			Dafter	Dafter Township	19540	13031.980456988897	
1022	springvale township-75900			Springvale	Springvale Township	75900	1993.3148705047117	
1023	hope township-39120			Hope	Hope Township	39120	5766.07687576278	
1024	clyde township-16760			Clyde	Clyde Township	16760	12695.755086627949	
1025	slagle township-74220			Slagle	Slagle Township	74220	598.7990201599729	
1026	clay township-16180			Clay	Clay Township	16180	27997.470031573706	
1027	wells township-85240			Wells	Wells Township	85240	11641.778449005331	
1028	dayton township-19960			Dayton	Dayton Township	19960	1160.375711737322	
1029	kimball township-43160			Kimball	Kimball Township	43160	39493.47804756377	
1030	mottville township-55780			Mottville	Mottville Township	55780	4248.205999561784	
1031	powell township-66120			Powell	Powell Township	66120	303.2185179525399	
1032	pleasant plains township-64880			Pleasant Plains	Pleasant Plains Township	64880	1391.845417481325	
1033	boon township-09580	9693522.791531159	505.32334312251925	Boon	Boon Township	09580	637.5303655688691	26.16285676205054
1034	albee township-00920			Albee	Albee Township	00920	19126.764135332007	
1035	homer township-38940	134240718.06706	6997.9686328358375	Homer	Homer Township	38940	2578.1675597973317	63.158343584164335
1036	ingallston township-40600			Ingallston	Ingallston Township	40600	411.55406096211937	
1037	hadley township-35840			Hadley	Hadley Township	35840	8292.64496418045	
1038	columbia township-17420	17114925.4051208	892.2010613689473	Columbia	Columbia Township	17420	1005.317995790343	12.67841289583706
1039	scipio township-71980			Scipio	Scipio Township	71980	1650.5799788557715	
1040	huron township-40040			Huron	Huron Township	40040	108049.1440082604	
1041	assyria township-03860			Assyria	Assyria Township	03860	1975.7286828721144	
1042	coldwater township-17040			Coldwater	Coldwater Township	17040	5224.792177720492	
1043	white pigeon township-86940	83784277.098544	4367.674365147099	White Pigeon	White Pigeon Township	86940	3633.336043820803	16.813028168631895
1044	dundee township-23400	461614352.02488804	24063.956171057413	Dundee	Dundee Township	23400	12831.916096862655	46.67578345951252
1045	sturgis township-76980			Sturgis	Sturgis Township	76980	7461.049876777156	
1046	rockland township-69140			Rockland	Rockland Township	69140	375.0520156833764	
1047	denver township-21700	30670072.0089832	1598.830853828294	Denver	Denver Township	21700	405.6534605057076	74.62811906998182
1048	lincoln township-47620			Lincoln	Lincoln Township	47620	3608.2108387270437	
1049	seneca township-72440			Seneca	Seneca Township	72440	6170.728437654164	
1050	south haven township-75000			South Haven	South Haven Township	75000	6190.046546074458	
1051	helena township-37500			Helena	Helena Township	37500	1107.5103832881466	
1052	rome township-69360			Rome	Rome Township	69360	6305.517789926931	
1053	orleans township-61160			Orleans	Orleans Township	61160	1571.3914825469856	
1054	moffatt township-54800			Moffatt	Moffatt Township	54800	4372.453152015496	
1055	warren township-84020			Warren	Warren Township	84020	2957.613411163656	
1056	hartland township-37040			Hartland	Hartland Township	37040	23414.327927040456	
1057	loud township-49480			Loud	Loud Township	49480	296.6611540395893	
1058	colon township-17370	81270501.86063199	4236.631261994746	Colon	Colon Township	17370	2466.0412262539658	41.79240359254508
1059	ewing township-26840			Ewing	Ewing Township	26840	174.86735880105192	
1060	logan township-49160			Logan	Logan Township	49160	897.892966203713	
1061	yates township-89040			Yates	Yates Township	89040	511.17988486556	
1062	mecosta township-52780	9777216.6796804	509.6863055117392	Mecosta	Mecosta Township	52780	14020.157168416476	2650.74237169073
1063	meade township-52600			Meade	Meade Township	52600	655.1425317763624	
1064	merrill township-53160			Merrill	Merrill Township	53160	543.8498659141468	
1065	ishpeming township-41240			Ishpeming	Ishpeming Township	41240	6284.841246843345	
1066	almer township-01620			Almer	Almer Township	01620	1112.0968737411786	
1067	climax township-16460	27083188.8191864	1411.846633144187	Climax	Climax Township	16460	14155.825819420108	902.6461435046268
1068	bedford township-06720			Bedford	Bedford Township	06720	3740.859303232197	
1069	cato township-14000			Cato	Cato Township	14000	2459.8185996113157	
1070	burns township-11880	17361804.887737203	905.0708887977404	Burns	Burns Township	11880	6081.022788089797	571.8835909270689
1071	day township-19920	8679936.480022399	452.4850887035676	Day	Day Township	19920	1525.1554442004349	237.0620341479575
1072	rudyard township-70220			Rudyard	Rudyard Township	70220	7785.570471316642	
1073	burlington township-11840	23044008.057435997	1201.2841400341385	Burlington	Burlington Township	11840	2259.7979569736726	88.11519120775645
1074	cooper township-17980			Cooper	Cooper Township	17980	11365.953712762896	
1075	forest township-29420	34060268.620838	1775.5618032042848	Forest	Forest Township	29420	3036.8081447537133	71.0336491398558
1076	pennfield township-63440			Pennfield	Pennfield Township	63440	4504.956903160435	
1077	mancelona township-50640	75035865.865324	3911.61968755934	Mancelona	Mancelona Township	50640	2975.497816410488	23.931822260894343
1078	franklin township-30280			Franklin	Franklin Township	30280	629.2400433983605	
1079	ida township-40260			Ida	Ida Township	40260	9906.438235601017	
1080	little traverse township-48080			Little Traverse	Little Traverse Township	48080	1553.47305687394	
1081	london township-49180			London	London Township	49180	11421.911433628302	
1082	leroy township-47060			Leroy	Leroy Township	47060	19296.566675660764	
1083	argyle township-03460			Argyle	Argyle Township	03460	398.40118437402674	
1084	haynes township-37380			Haynes	Haynes Township	37380	169.01582305557048	
1085	summit township-77200			Summit	Summit Township	77200	53368.27061149308	
1086	crystal township-19100			Crystal	Crystal Township	19100	321.1900935590993	
1087	republic township-68000			Republic	Republic Township	68000	848.3453004351068	
1088	dover township-22840			Dover	Dover Township	22840	182.32589985617457	
1089	jordan township-41960			Jordan	Jordan Township	41960	1009.0267200348908	
1090	olive township-60440			Olive	Olive Township	60440	6481.359215854618	
1091	jerome township-41760	37695934.754420005	1965.0890787479148	Jerome	Jerome Township	41760	2912.3455779526084	48.20425238983324
1092	homer township-38980			Homer	Homer Township	38980	31416.334685414015	
1093	norman township-57900			Norman	Norman Township	57900	889.3208163370072	
1094	douglass township-22760			Douglass	Douglass Township	22760	1520.3802700508088	
1095	au train township-04460			Au Train	Au Train Township	04460	5647.097659025256	
1096	minden township-54540	10592669.490874398	552.1958605592823	Minden	Minden Township	54540	472.6129673019435	14.41207711639392
1097	ypsilanti township-89160			Ypsilanti	Ypsilanti Township	89160	81961.37277053192	
1098	case township-13740	9871081.826491999	514.5794956150279	Case	Case Township	13740	590.635715482632	14.780266317588374
1099	lasalle township-46260			Lasalle	Lasalle Township	46260	27072.62698020858	
1100	summit township-77220			Summit	Summit Township	77220	619.2296300768305	
1101	montcalm township-55140			Montcalm	Montcalm Township	55140	1719.5466622893396	
1102	berlin township-07700			Berlin	Berlin Township	07700	18358.59022480913	
1103	orange township-60940			Orange	Orange Township	60940	1961.817505088372	
1104	oakfield township-59580			Oakfield	Oakfield Township	59580	5935.280550356766	
1105	matchwood township-52320			Matchwood	Matchwood Township	52320	74.53308265333327	
1106	sylvan township-77800			Sylvan	Sylvan Township	77800	12893.338819428547	
1107	manistique township-50780			Manistique	Manistique Township	50780	231.00239381995647	
1108	otisco township-61580			Otisco	Otisco Township	61580	11974.647753008	
1109	china township-15540			China	China Township	15540	19308.853093869162	
1110	fulton township-31080	17032908.8853624	887.925540193942	Fulton	Fulton Township	31080	3348.0396148150253	277.0631053234195
1111	akron township-00720	20129955.036056	1049.3745560295993	Akron	Akron Township	00720	4342.745189214394	313.8412890098604
1112	byron township-12240			Byron	Byron Township	12240	154928.08975903402	
1113	sugar island township-77020			Sugar Island	Sugar Island Township	77020	9934.473683067312	
1114	suttons bay township-77620	42049281.311416	2192.0290347641157	Suttons Bay	Suttons Bay Township	77620	699.5188240657418	68.08806758615691
1115	waterloo township-84300			Waterloo	Waterloo Township	84300	5393.4021107232265	
1116	otto township-61780			Otto	Otto Township	61780	733.4589528272676	
1117	lapeer township-46060			Lapeer	Lapeer Township	46060	3710.190853818338	
1118	cannon township-13080			Cannon	Cannon Township	13080	5945.859418230766	
1119	mt haley township-55940			Mt Haley	Mt Haley Township	55940	9993.625133612988	
1120	grant township-34280	14980210.0388856	780.9183493271063	Grant	Grant Township	34280	969.9168124498564	24.20207737282705
1121	wawatam township-84840			Wawatam	Wawatam Township	84840	5206.3169895408655	
1122	meade township-52640			Meade	Meade Township	52640	270.4446627235479	
1123	forsyth township-29720			Forsyth	Forsyth Township	29720	10383.20116216815	
1124	constantine township-17860	135659043.241728	7071.905924191281	Constantine	Constantine Township	17860	13404.98832192981	89.55269577433977
1125	ash township-03680	112427699.953324	5860.85599856678	Ash	Ash Township	03680	54158.09989261818	824.0646742704829
1126	ferry township-27940			Ferry	Ferry Township	27940	644.4842183010592	
1127	leavitt township-46560	11817871.161552798	616.0656236517473	Leavitt	Leavitt Township	46560	486.2399572061618	21.073350218121238
1128	clam union township-15900			Clam Union	Clam Union Township	15900	506.3304460910499	
1129	croton township-18980			Croton	Croton Township	18980	1711.342452403444	
1130	silver creek township-73940			Silver Creek	Silver Creek Township	73940	2175.3046733593364	
1131	algansee township-01120			Algansee	Algansee Township	01120	2774.227013554345	
1132	south branch township-74760			South Branch	South Branch Township	74760	827.1244947249852	
1133	dover township-22820	12006880.924364401	625.9187025871162	Dover	Dover Township	22820	8818.612858599547	1308.9070708623153
1134	grant township-34200			Grant	Grant Township	34200	333.8394757792547	
1135	riga township-68580			Riga	Riga Township	68580	11802.124626546945	
1136	wells township-85260			Wells	Wells Township	85260	565.6751937171714	
1137	negaunee township-56880			Negaunee	Negaunee Township	56880	19048.466732670575	
1138	blackman township-08760			Blackman	Blackman Township	08760	5443.09141937675	
1139	sebewa township-72120			Sebewa	Sebewa Township	72120	9972.977170047046	
1140	crockery township-18800			Crockery	Crockery Township	18800	2397.8466713101216	
1141	mcmillan township-50440	105059229.81912	5476.737650470725	McMillan	McMillan Township	50440	1251.7913850561165	77.1434845897991
1142	allouez township-01520	9536981.759726958	497.1628591345663	Allouez	Allouez Township	01520	345.38637037503474	30.528525204745925
1143	watervliet township-84520			Watervliet	Watervliet Township	84520	2347.582966880415	
1144	colfax township-17140	258244456.15996802	13462.283499619132	Colfax	Colfax Township	17140	5543.623060094691	58.82107920063094
1145	worth township-88760			Worth	Worth Township	88760	5391.406836684835	
1146	resort township-68060			Resort	Resort Township	68060	9255.626425198821	
1147	presque isle township-66340			Presque Isle	Presque Isle Township	66340	335.3409754856373	
1148	dallas township-19620	47792391.720516	2491.417380390499	Dallas	Dallas Township	19620	2382.839342393672	4.358083027413458
1149	coldwater township-17060			Coldwater	Coldwater Township	17060	1274.7282721492413	
1150	pleasant view township-64960			Pleasant View	Pleasant View Township	64960	386.6015940517626	
1151	ogemaw township-60300			Ogemaw	Ogemaw Township	60300	955.9893528976162	
1152	marilla township-51580			Marilla	Marilla Township	51580	769.6143085309668	
1153	kinross township-43480			Kinross	Kinross Township	43480	1516.962667141914	
1154	keene township-42520			Keene	Keene Township	42520	6355.825441226654	
1155	saline township-71160			Saline	Saline Township	71160	43170.12470257281	
1156	pittsford township-64620			Pittsford	Pittsford Township	64620	3401.3627265606056	
1157	bear lake township-06440			Bear Lake	Bear Lake Township	06440	629.4574749868997	
1158	union township-81340			Union	Union Township	81340	17915.81210377661	
1159	jasper township-41560			Jasper	Jasper Township	41560	1317.0417816672177	
1160	commerce township-17640	335097602.12865597	17468.637998966835	Commerce	Commerce Township	17640	90555.41142262322	418.3885053201001
1161	oscoda township-61340			Oscoda	Oscoda Township	61340	4395.311267214171	
1162	acme township-00200			Acme	Acme Township	00200	3270.3654087762734	
1163	brockway township-10820			Brockway	Brockway Township	10820	3090.283001386386	
1164	chippewa township-15600			Chippewa	Chippewa Township	15600	941.2683931943074	
1165	carmel township-13380			Carmel	Carmel Township	13380	9198.416417734916	
1166	chase township-14880			Chase	Chase Township	14880	2630.292003680945	
1167	masonville township-52220			Masonville	Masonville Township	52220	565.2951853085078	
1168	rapid river township-67180			Rapid River	Rapid River Township	67180	1257.9410490068008	
1169	union township-81280	84507049.950892	4405.35251394	Union	Union Township	81280	1914.989997618347	56.53037999663631
1170	newton township-57620			Newton	Newton Township	57620	4725.995634858624	
1171	denver township-21680			Denver	Denver Township	21680	2159.3002489824007	
1172	egelston township-25080			Egelston	Egelston Township	25080	2261.776503795474	
1173	new haven township-57400			New Haven	New Haven Township	57400	2170.5288244745857	
1174	ironwood township-41080			Ironwood	Ironwood Township	41080	499.1460434754403	
1175	mussey township-56380	109547772.089556	5710.725359028554	Mussey	Mussey Township	56380	3011.8618122276275	47.25955771159738
1176	almont township-01680	119689173.591872	6239.3966193442875	Almont	Almont Township	01680	6634.736114183298	6.336181508534357
1177	baroda township-05520	41178553.929271996	2146.638016332949	Baroda	Baroda Township	05520	13242.563043877599	516.8978161720789
1178	bay township-06000			Bay	Bay Township	06000	4092.297344670573	
1179	au sable township-04320			Au Sable	Au Sable Township	04320	132.2325106195831	
1180	sagola township-70600			Sagola	Sagola Township	70600	528.7813713019356	
1181	caledonia township-12520			Caledonia	Caledonia Township	12520	1973.9092684996183	
1182	solon township-74500			Solon	Solon Township	74500	1469.6136278033102	
1183	garden township-31400	10906646.723674402	568.5634937051466	Garden	Garden Township	31400	533.5549479713214	6.157367843947497
1184	forest township-29400			Forest	Forest Township	29400	1636.5682741745318	
1185	east bay township-23800			East Bay	East Bay Township	23800	7470.97776424694	
1186	allegan township-01280			Allegan	Allegan Township	01280	3474.4211454912993	
1187	clarence township-15960			Clarence	Clarence Township	15960	1907.9299268507364	
1188	mills township-54340			Mills	Mills Township	54340	1362.036054572864	
1189	larkin township-46160			Larkin	Larkin Township	46160	1481.6156079175644	
1190	porter township-65760			Porter	Porter Township	65760	5662.98944369527	
1191	curtis township-19320			Curtis	Curtis Township	19320	504.2271954341299	
1192	port sheldon township-65940			Port Sheldon	Port Sheldon Township	65940	4827.378210900362	
1193	filer township-28040			Filer	Filer Township	28040	7752.825938693178	
1194	menominee township-53040			Menominee	Menominee Township	53040	2816.326595551761	
1195	flint township-29020			Flint	Flint Township	29020	88099.55780594355	
1196	easton township-24220			Easton	Easton Township	24220	1532.504137421531	
1197	watersmeet township-84380			Watersmeet	Watersmeet Township	84380	594.971242416783	
1198	leslie township-47200			Leslie	Leslie Township	47200	5606.873508225934	
1199	marion township-51680	31188017.572200403	1625.831356038807	Marion	Marion Township	51680	888.3781229150247	45.35853182955711
1200	baraga township-05340	85441750.792456	4454.0784688107315	Baraga	Baraga Township	05340	8796.129006195206	97.48482357886772
1201	briley township-10660			Briley	Briley Township	10660	809.9886707931744	
1202	winfield township-87880			Winfield	Winfield Township	87880	1502.7602264443487	
1203	gourley township-33160			Gourley	Gourley Township	33160	747.579006832721	
1204	thetford township-79460			Thetford	Thetford Township	79460	4641.833438646516	
1205	sebewaing township-72200	133884097.84056799	6979.378020428809	Sebewaing	Sebewaing Township	72200	1324.7510870458636	81.0190666966557
1206	riley township-68600			Riley	Riley Township	68600	6059.72605100467	
1207	eagle township-23580	3544559.2502512	184.77787371559504	Eagle	Eagle Township	23580	3313.0304205706807	1692.9800543489343
1208	faithorn township-27300			Faithorn	Faithorn Township	27300	482.6339184332986	
1209	belknap township-06920			Belknap	Belknap Township	06920	808.6245132411702	
1210	kinderhook township-43260			Kinderhook	Kinderhook Township	43260	1327.5800347299335	
1211	hudson township-39700			Hudson	Hudson Township	39700	371.45734249419434	
1212	milton township-54440			Milton	Milton Township	54440	2381.1733614668888	
1213	houghton township-39380			Houghton	Houghton Township	39380	70.45091249802333	
1214	woodstock township-88640	20522512.61881	1069.8385828185653	Woodstock	Woodstock Township	88640	5891.5279978572635	450.69316927565063
1215	manlius township-50840			Manlius	Manlius Township	50840	10891.411616658728	
1216	chocolay township-15660			Chocolay	Chocolay Township	15660	1440.8800223281667	
1217	bingham township-08400			Bingham	Bingham Township	08400	4106.071835371991	
1218	buchanan township-11420			Buchanan	Buchanan Township	11420	14204.800409294001	
1219	seville township-72580			Seville	Seville Township	72580	9868.424550307724	
1220	zeeland township-89280			Zeeland	Zeeland Township	89280	29833.725288155125	
1221	fremont township-30680			Fremont	Fremont Township	30680	3528.667862633283	
1222	henderson township-37640			Henderson	Henderson Township	37640	895.3012072321304	
1223	spring lake township-75840	246853813.813604	12868.489314103175	Spring Lake	Spring Lake Township	75840	27682.980645189436	115.12222584550287
1224	richmond township-68400			Richmond	Richmond Township	68400	7470.909537874879	
1225	danby township-19720			Danby	Danby Township	19720	3526.966639594312	
1226	vernon township-82040	39226113.987996005	2044.8573221942315	Vernon	Vernon Township	82040	12915.00294127742	531.5845512105947
1227	middle branch township-53660			Middle Branch	Middle Branch Township	53660	684.5444045905894	
1228	boyne valley township-09860	23498400.671708	1224.971627016138	Boyne Valley	Boyne Valley Township	09860	676.9263143877117	44.73942910525929
1229	horton township-39320			Horton	Horton Township	39320	1199.8457789775393	
1230	st charles township-70660	145804887.27234542	7600.808773507367	St Charles	St Charles Township	70660	3101.171838539481	59.19944928296814
1231	woodbridge township-88300			Woodbridge	Woodbridge Township	88300	1458.3840126593223	
1232	golden township-32780			Golden	Golden Township	32780	4950.092177306161	
1233	frenchtown township-30820			Frenchtown	Frenchtown Township	30820	39187.22630228103	
1234	leoni township-46980			Leoni	Leoni Township	46980	7572.818245014788	
1235	goodwell township-33000			Goodwell	Goodwell Township	33000	1920.026778492611	
1236	meyer township-53460			Meyer	Meyer Township	53460	544.4093830920871	
1237	lafayette township-44080			Lafayette	Lafayette Township	44080	1289.4702257428685	
1238	torch lake township-80120			Torch Lake	Torch Lake Township	80120	1352.2726566604279	
1239	deerfield township-21160			Deerfield	Deerfield Township	21160	3532.3222574543556	
1240	long lake township-49240			Long Lake	Long Lake Township	49240	19219.61781971263	
1241	doyle township-22960			Doyle	Doyle Township	22960	327.79861499663144	
1242	maple grove township-51060			Maple Grove	Maple Grove Township	51060	4050.5285323468574	
1243	bear creek township-06380			Bear Creek	Bear Creek Township	06380	5140.041730955129	
1244	grant township-34260			Grant	Grant Township	34260	1133.1977500610826	
1245	ensign township-26140			Ensign	Ensign Township	26140	271.6954233234934	
1246	monitor township-54980			Monitor	Monitor Township	54980	43715.92558473148	
1247	elkland township-25300	145787650.05216	7599.9101972191	Elkland	Elkland Township	25300	3519.6772866181445	53.68790952416731
1248	clinton township-16540			Clinton	Clinton Township	16540	235.71761942420972	
1249	charlevoix township-14800			Charlevoix	Charlevoix Township	14800	1765.429409777507	
