	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)	region	state	city	NAME	LABEL	FIPSCODE
994	tuscola township-80940			3144.634132106401		michigan			Tuscola	Tuscola Township	80940.0
995	tecumseh township-79140			4344.660447079185		michigan			Tecumseh	Tecumseh Township	79140.0
996	pentwater township-63560	81837418.93008	4266.18464882507	1709.775352930446	59.92261250573561	michigan			Pentwater	Pentwater Township	63560.0
997	rush township-70260			5530.962539085124		michigan			Rush	Rush Township	70260.0
998	plymouth township-65080			71810.40400987607		michigan			Plymouth	Plymouth Township	65080.0
999	humboldt township-39940			617.45777436974		michigan			Humboldt	Humboldt Township	39940.0
1000	mentor township-53120			629.8402879173466		michigan			Mentor	Mentor Township	53120.0
1001	baltimore township-05020			4871.0555060447405		michigan			Baltimore	Baltimore Township	5020.0
1002	georgetown township-31880			92213.04492378264		michigan			Georgetown	Georgetown Township	31880.0
1003	rose lake township-69760			710.6981848184026		michigan			Rose Lake	Rose Lake Township	69760.0
1004	lakefield township-44560			1685.8105315434304		michigan			Lakefield	Lakefield Township	44560.0
1005	novesta township-59420			2451.829634516508		michigan			Novesta	Novesta Township	59420.0
1006	ashland township-03700			4231.927224099587		michigan			Ashland	Ashland Township	3700.0
1007	elk rapids township-25340	155079962.929548	8084.318467517337	802.236606572108	90.07663280713788	michigan			Elk Rapids	Elk Rapids Township	25340.0
1008	nunda township-59500			640.4811154927461		michigan			Nunda	Nunda Township	59500.0
1009	foster township-29860			789.8200547399144		michigan			Foster	Foster Township	29860.0
1010	roscommon township-69560			11177.999388474518		michigan			Roscommon	Roscommon Township	69560.0
1011	echo township-24640			3172.595911448711		michigan			Echo	Echo Township	24640.0
1012	rollin township-69340	29373408.6262	1531.2357916838057	3070.3321394790078	100.51334720322544	michigan			Rollin	Rollin Township	69340.0
1013	escanaba township-26380			6183.926271461726		michigan			Escanaba	Escanaba Township	26380.0
1014	texas township-79300			144111.68461736612		michigan			Texas	Texas Township	79300.0
1015	martin township-52000	18924246.184636	986.5209536050746	4585.292112304114	364.79419373181446	michigan			Martin	Martin Township	52000.0
1016	clayton township-16240			778.9779861085685		michigan			Clayton	Clayton Township	16240.0
1017	salem township-71130			51561.92762825612		michigan			Salem	Salem Township	71130.0
1018	north plains township-58720	10168851.8516468	530.1022470263476	7675.951112372746	1348.0133135506646	michigan			North Plains	North Plains Township	58720.0
1019	hope township-39160			833.3222458559169		michigan			Hope	Hope Township	39160.0
1020	addison township-00400	16493172.5479116	859.7890849226317	8160.888979224406	849.1733638324528	michigan			Addison	Addison Township	400.0
1021	dafter township-19540			13031.980456988897		michigan			Dafter	Dafter Township	19540.0
1022	springvale township-75900			1993.314870504712		michigan			Springvale	Springvale Township	75900.0
1023	hope township-39120			5766.07687576278		michigan			Hope	Hope Township	39120.0
1024	clyde township-16760			12695.755086627947		michigan			Clyde	Clyde Township	16760.0
1025	slagle township-74220			598.7990201599729		michigan			Slagle	Slagle Township	74220.0
1026	clay township-16180			27997.470031573703		michigan			Clay	Clay Township	16180.0
1027	wells township-85240			11641.778449005333		michigan			Wells	Wells Township	85240.0
1028	dayton township-19960			1160.375711737322		michigan			Dayton	Dayton Township	19960.0
1029	kimball township-43160			39493.47804756377		michigan			Kimball	Kimball Township	43160.0
1030	mottville township-55780			4248.205999561784		michigan			Mottville	Mottville Township	55780.0
1031	powell township-66120			303.2185179525399		michigan			Powell	Powell Township	66120.0
1032	pleasant plains township-64880			1391.845417481325		michigan			Pleasant Plains	Pleasant Plains Township	64880.0
1033	boon township-09580	9693522.79153116	505.3233431225193	637.5303655688691	26.16285676205054	michigan			Boon	Boon Township	9580.0
1034	albee township-00920			19126.764135332007		michigan			Albee	Albee Township	920.0
1035	homer township-38940	134240718.06706	6997.9686328358375	2578.167559797332	63.158343584164335	michigan			Homer	Homer Township	38940.0
1036	ingallston township-40600			411.55406096211937		michigan			Ingallston	Ingallston Township	40600.0
1037	hadley township-35840			8292.64496418045		michigan			Hadley	Hadley Township	35840.0
1038	columbia township-17420	17114925.4051208	892.2010613689473	1005.317995790343	12.67841289583706	michigan			Columbia	Columbia Township	17420.0
1039	scipio township-71980			1650.5799788557715		michigan			Scipio	Scipio Township	71980.0
1040	huron township-40040			108049.1440082604		michigan			Huron	Huron Township	40040.0
1041	assyria township-03860			1975.7286828721144		michigan			Assyria	Assyria Township	3860.0
1042	coldwater township-17040			5224.792177720492		michigan			Coldwater	Coldwater Township	17040.0
1043	white pigeon township-86940	83784277.098544	4367.674365147099	3633.336043820803	16.813028168631895	michigan			White Pigeon	White Pigeon Township	86940.0
1044	dundee township-23400	461614352.024888	24063.956171057413	12831.916096862657	46.67578345951252	michigan			Dundee	Dundee Township	23400.0
1045	sturgis township-76980			7461.049876777156		michigan			Sturgis	Sturgis Township	76980.0
1046	rockland township-69140			375.0520156833764		michigan			Rockland	Rockland Township	69140.0
1047	denver township-21700	30670072.0089832	1598.830853828294	405.6534605057076	74.62811906998182	michigan			Denver	Denver Township	21700.0
1048	lincoln township-47620			3608.210838727044		michigan			Lincoln	Lincoln Township	47620.0
1049	seneca township-72440			6170.728437654164		michigan			Seneca	Seneca Township	72440.0
1050	south haven township-75000			6190.046546074458		michigan			South Haven	South Haven Township	75000.0
1051	helena township-37500			1107.5103832881466		michigan			Helena	Helena Township	37500.0
1052	rome township-69360			6305.517789926931		michigan			Rome	Rome Township	69360.0
1053	orleans township-61160			1571.3914825469856		michigan			Orleans	Orleans Township	61160.0
1054	moffatt township-54800			4372.453152015496		michigan			Moffatt	Moffatt Township	54800.0
1055	warren township-84020			2957.613411163656		michigan			Warren	Warren Township	84020.0
1056	hartland township-37040			23414.327927040456		michigan			Hartland	Hartland Township	37040.0
1057	loud township-49480			296.6611540395893		michigan			Loud	Loud Township	49480.0
1058	colon township-17370	81270501.86063199	4236.631261994746	2466.0412262539658	41.79240359254508	michigan			Colon	Colon Township	17370.0
1059	ewing township-26840			174.86735880105192		michigan			Ewing	Ewing Township	26840.0
1060	logan township-49160			897.892966203713		michigan			Logan	Logan Township	49160.0
1061	yates township-89040			511.17988486556		michigan			Yates	Yates Township	89040.0
1062	mecosta township-52780	9777216.6796804	509.6863055117392	14020.157168416476	2650.74237169073	michigan			Mecosta	Mecosta Township	52780.0
1063	meade township-52600			655.1425317763624		michigan			Meade	Meade Township	52600.0
1064	merrill township-53160			543.8498659141468		michigan			Merrill	Merrill Township	53160.0
1065	ishpeming township-41240			6284.841246843345		michigan			Ishpeming	Ishpeming Township	41240.0
1066	almer township-01620			1112.0968737411786		michigan			Almer	Almer Township	1620.0
1067	climax township-16460	27083188.8191864	1411.846633144187	14155.825819420108	902.6461435046268	michigan			Climax	Climax Township	16460.0
1068	bedford township-06720			3740.859303232197		michigan			Bedford	Bedford Township	6720.0
1069	cato township-14000			2459.818599611316		michigan			Cato	Cato Township	14000.0
1070	burns township-11880	17361804.887737203	905.0708887977404	6081.022788089797	571.8835909270689	michigan			Burns	Burns Township	11880.0
1071	day township-19920	8679936.480022399	452.4850887035676	1525.1554442004349	237.0620341479575	michigan			Day	Day Township	19920.0
1072	rudyard township-70220			7785.570471316642		michigan			Rudyard	Rudyard Township	70220.0
1073	burlington township-11840	23044008.057436	1201.2841400341383	2259.7979569736726	88.11519120775645	michigan			Burlington	Burlington Township	11840.0
1074	cooper township-17980			11365.953712762896		michigan			Cooper	Cooper Township	17980.0
1075	forest township-29420	34060268.620838	1775.5618032042848	3036.8081447537133	71.0336491398558	michigan			Forest	Forest Township	29420.0
1076	pennfield township-63440			4504.956903160435		michigan			Pennfield	Pennfield Township	63440.0
1077	mancelona township-50640	75035865.865324	3911.61968755934	2975.497816410488	23.931822260894343	michigan			Mancelona	Mancelona Township	50640.0
1078	franklin township-30280			629.2400433983605		michigan			Franklin	Franklin Township	30280.0
1079	ida township-40260			9906.438235601016		michigan			Ida	Ida Township	40260.0
1080	little traverse township-48080			1553.47305687394		michigan			Little Traverse	Little Traverse Township	48080.0
1081	london township-49180			11421.911433628302		michigan			London	London Township	49180.0
1082	leroy township-47060			19296.566675660764		michigan			Leroy	Leroy Township	47060.0
1083	argyle township-03460			398.40118437402674		michigan			Argyle	Argyle Township	3460.0
1084	haynes township-37380			169.01582305557048		michigan			Haynes	Haynes Township	37380.0
1085	summit township-77200			53368.27061149308		michigan			Summit	Summit Township	77200.0
1086	crystal township-19100			321.1900935590993		michigan			Crystal	Crystal Township	19100.0
1087	republic township-68000			848.3453004351068		michigan			Republic	Republic Township	68000.0
1088	dover township-22840			182.32589985617457		michigan			Dover	Dover Township	22840.0
1089	jordan township-41960			1009.0267200348908		michigan			Jordan	Jordan Township	41960.0
1090	olive township-60440			6481.359215854618		michigan			Olive	Olive Township	60440.0
1091	jerome township-41760	37695934.754420005	1965.0890787479148	2912.3455779526084	48.20425238983324	michigan			Jerome	Jerome Township	41760.0
1092	homer township-38980			31416.33468541401		michigan			Homer	Homer Township	38980.0
1093	norman township-57900			889.3208163370072		michigan			Norman	Norman Township	57900.0
1094	douglass township-22760			1520.3802700508088		michigan			Douglass	Douglass Township	22760.0
1095	au train township-04460			5647.097659025256		michigan			Au Train	Au Train Township	4460.0
1096	minden township-54540	10592669.490874398	552.1958605592823	472.6129673019435	14.41207711639392	michigan			Minden	Minden Township	54540.0
1097	ypsilanti township-89160			81961.37277053192		michigan			Ypsilanti	Ypsilanti Township	89160.0
1098	case township-13740	9871081.826492	514.5794956150279	590.635715482632	14.780266317588374	michigan			Case	Case Township	13740.0
1099	lasalle township-46260			27072.62698020858		michigan			Lasalle	Lasalle Township	46260.0
1100	summit township-77220			619.2296300768305		michigan			Summit	Summit Township	77220.0
1101	montcalm township-55140			1719.5466622893396		michigan			Montcalm	Montcalm Township	55140.0
1102	berlin township-07700			18358.59022480913		michigan			Berlin	Berlin Township	7700.0
1103	orange township-60940			1961.817505088372		michigan			Orange	Orange Township	60940.0
1104	oakfield township-59580			5935.280550356766		michigan			Oakfield	Oakfield Township	59580.0
1105	matchwood township-52320			74.53308265333327		michigan			Matchwood	Matchwood Township	52320.0
1106	sylvan township-77800			12893.338819428547		michigan			Sylvan	Sylvan Township	77800.0
1107	manistique township-50780			231.00239381995647		michigan			Manistique	Manistique Township	50780.0
1108	otisco township-61580			11974.647753008		michigan			Otisco	Otisco Township	61580.0
1109	china township-15540			19308.85309386916		michigan			China	China Township	15540.0
1110	fulton township-31080	17032908.8853624	887.925540193942	3348.0396148150253	277.0631053234195	michigan			Fulton	Fulton Township	31080.0
1111	akron township-00720	20129955.036056	1049.3745560295993	4342.745189214394	313.8412890098604	michigan			Akron	Akron Township	720.0
1112	byron township-12240			154928.08975903402		michigan			Byron	Byron Township	12240.0
1113	sugar island township-77020			9934.473683067312		michigan			Sugar Island	Sugar Island Township	77020.0
1114	suttons bay township-77620	42049281.311416	2192.029034764116	699.5188240657418	68.08806758615691	michigan			Suttons Bay	Suttons Bay Township	77620.0
1115	waterloo township-84300			5393.4021107232265		michigan			Waterloo	Waterloo Township	84300.0
1116	otto township-61780			733.4589528272676		michigan			Otto	Otto Township	61780.0
1117	lapeer township-46060			3710.190853818338		michigan			Lapeer	Lapeer Township	46060.0
1118	cannon township-13080			5945.859418230766		michigan			Cannon	Cannon Township	13080.0
1119	mt haley township-55940			9993.625133612988		michigan			Mt Haley	Mt Haley Township	55940.0
1120	grant township-34280	14980210.0388856	780.9183493271063	969.9168124498564	24.20207737282705	michigan			Grant	Grant Township	34280.0
1121	wawatam township-84840			5206.3169895408655		michigan			Wawatam	Wawatam Township	84840.0
1122	meade township-52640			270.4446627235479		michigan			Meade	Meade Township	52640.0
1123	forsyth township-29720			10383.20116216815		michigan			Forsyth	Forsyth Township	29720.0
1124	constantine township-17860	135659043.241728	7071.905924191281	13404.98832192981	89.55269577433977	michigan			Constantine	Constantine Township	17860.0
1125	ash township-03680	112427699.953324	5860.85599856678	54158.09989261818	824.0646742704829	michigan			Ash	Ash Township	3680.0
1126	ferry township-27940			644.4842183010592		michigan			Ferry	Ferry Township	27940.0
1127	leavitt township-46560	11817871.161552798	616.0656236517473	486.2399572061618	21.07335021812124	michigan			Leavitt	Leavitt Township	46560.0
1128	clam union township-15900			506.3304460910499		michigan			Clam Union	Clam Union Township	15900.0
1129	croton township-18980			1711.342452403444		michigan			Croton	Croton Township	18980.0
1130	silver creek township-73940			2175.3046733593364		michigan			Silver Creek	Silver Creek Township	73940.0
1131	algansee township-01120			2774.227013554345		michigan			Algansee	Algansee Township	1120.0
1132	south branch township-74760			827.1244947249852		michigan			South Branch	South Branch Township	74760.0
1133	dover township-22820	12006880.9243644	625.9187025871162	8818.612858599547	1308.907070862315	michigan			Dover	Dover Township	22820.0
1134	grant township-34200			333.8394757792547		michigan			Grant	Grant Township	34200.0
1135	riga township-68580			11802.124626546944		michigan			Riga	Riga Township	68580.0
1136	wells township-85260			565.6751937171714		michigan			Wells	Wells Township	85260.0
1137	negaunee township-56880			19048.46673267057		michigan			Negaunee	Negaunee Township	56880.0
1138	blackman township-08760			5443.09141937675		michigan			Blackman	Blackman Township	8760.0
1139	sebewa township-72120			9972.977170047046		michigan			Sebewa	Sebewa Township	72120.0
1140	crockery township-18800			2397.8466713101216		michigan			Crockery	Crockery Township	18800.0
1141	mcmillan township-50440	105059229.81912	5476.737650470725	1251.7913850561165	77.1434845897991	michigan			McMillan	McMillan Township	50440.0
1142	allouez township-01520	9536981.759726958	497.1628591345663	345.38637037503474	30.528525204745925	michigan			Allouez	Allouez Township	1520.0
1143	watervliet township-84520			2347.582966880415		michigan			Watervliet	Watervliet Township	84520.0
1144	colfax township-17140	258244456.159968	13462.283499619132	5543.623060094691	58.82107920063094	michigan			Colfax	Colfax Township	17140.0
1145	worth township-88760			5391.406836684835		michigan			Worth	Worth Township	88760.0
1146	resort township-68060			9255.62642519882		michigan			Resort	Resort Township	68060.0
1147	presque isle township-66340			335.3409754856373		michigan			Presque Isle	Presque Isle Township	66340.0
1148	dallas township-19620	47792391.720516	2491.417380390499	2382.839342393672	4.358083027413458	michigan			Dallas	Dallas Township	19620.0
1149	coldwater township-17060			1274.728272149241		michigan			Coldwater	Coldwater Township	17060.0
1150	pleasant view township-64960			386.6015940517626		michigan			Pleasant View	Pleasant View Township	64960.0
1151	ogemaw township-60300			955.9893528976162		michigan			Ogemaw	Ogemaw Township	60300.0
1152	marilla township-51580			769.6143085309668		michigan			Marilla	Marilla Township	51580.0
1153	kinross township-43480			1516.962667141914		michigan			Kinross	Kinross Township	43480.0
1154	keene township-42520			6355.825441226654		michigan			Keene	Keene Township	42520.0
1155	saline township-71160			43170.12470257281		michigan			Saline	Saline Township	71160.0
1156	pittsford township-64620			3401.3627265606056		michigan			Pittsford	Pittsford Township	64620.0
1157	bear lake township-06440			629.4574749868997		michigan			Bear Lake	Bear Lake Township	6440.0
1158	union township-81340			17915.81210377661		michigan			Union	Union Township	81340.0
1159	jasper township-41560			1317.0417816672175		michigan			Jasper	Jasper Township	41560.0
1160	commerce township-17640	335097602.128656	17468.637998966835	90555.41142262322	418.3885053201001	michigan			Commerce	Commerce Township	17640.0
1161	oscoda township-61340			4395.311267214171		michigan			Oscoda	Oscoda Township	61340.0
1162	acme township-00200			3270.3654087762734		michigan			Acme	Acme Township	200.0
1163	brockway township-10820			3090.283001386386		michigan			Brockway	Brockway Township	10820.0
1164	chippewa township-15600			941.2683931943074		michigan			Chippewa	Chippewa Township	15600.0
1165	carmel township-13380			9198.416417734916		michigan			Carmel	Carmel Township	13380.0
1166	chase township-14880			2630.292003680945		michigan			Chase	Chase Township	14880.0
1167	masonville township-52220			565.2951853085078		michigan			Masonville	Masonville Township	52220.0
1168	rapid river township-67180			1257.9410490068008		michigan			Rapid River	Rapid River Township	67180.0
1169	union township-81280	84507049.950892	4405.35251394	1914.989997618347	56.53037999663631	michigan			Union	Union Township	81280.0
1170	newton township-57620			4725.995634858624		michigan			Newton	Newton Township	57620.0
1171	denver township-21680			2159.3002489824007		michigan			Denver	Denver Township	21680.0
1172	egelston township-25080			2261.776503795474		michigan			Egelston	Egelston Township	25080.0
1173	new haven township-57400			2170.5288244745857		michigan			New Haven	New Haven Township	57400.0
1174	ironwood township-41080			499.1460434754403		michigan			Ironwood	Ironwood Township	41080.0
1175	mussey township-56380	109547772.089556	5710.725359028554	3011.8618122276275	47.25955771159738	michigan			Mussey	Mussey Township	56380.0
1176	almont township-01680	119689173.591872	6239.396619344288	6634.736114183298	6.336181508534357	michigan			Almont	Almont Township	1680.0
1177	baroda township-05520	41178553.929272	2146.638016332949	13242.5630438776	516.8978161720789	michigan			Baroda	Baroda Township	5520.0
1178	bay township-06000			4092.297344670573		michigan			Bay	Bay Township	6000.0
1179	au sable township-04320			132.2325106195831		michigan			Au Sable	Au Sable Township	4320.0
1180	sagola township-70600			528.7813713019356		michigan			Sagola	Sagola Township	70600.0
1181	caledonia township-12520			1973.9092684996183		michigan			Caledonia	Caledonia Township	12520.0
1182	solon township-74500			1469.6136278033102		michigan			Solon	Solon Township	74500.0
1183	garden township-31400	10906646.723674402	568.5634937051466	533.5549479713214	6.157367843947497	michigan			Garden	Garden Township	31400.0
1184	forest township-29400			1636.5682741745318		michigan			Forest	Forest Township	29400.0
1185	east bay township-23800			7470.97776424694		michigan			East Bay	East Bay Township	23800.0
1186	allegan township-01280			3474.4211454912997		michigan			Allegan	Allegan Township	1280.0
1187	clarence township-15960			1907.9299268507364		michigan			Clarence	Clarence Township	15960.0
1188	mills township-54340			1362.036054572864		michigan			Mills	Mills Township	54340.0
1189	larkin township-46160			1481.6156079175644		michigan			Larkin	Larkin Township	46160.0
1190	porter township-65760			5662.98944369527		michigan			Porter	Porter Township	65760.0
1191	curtis township-19320			504.2271954341299		michigan			Curtis	Curtis Township	19320.0
1192	port sheldon township-65940			4827.378210900362		michigan			Port Sheldon	Port Sheldon Township	65940.0
1193	filer township-28040			7752.825938693178		michigan			Filer	Filer Township	28040.0
1194	menominee township-53040			2816.326595551761		michigan			Menominee	Menominee Township	53040.0
1195	flint township-29020			88099.55780594355		michigan			Flint	Flint Township	29020.0
1196	easton township-24220			1532.504137421531		michigan			Easton	Easton Township	24220.0
1197	watersmeet township-84380			594.971242416783		michigan			Watersmeet	Watersmeet Township	84380.0
1198	leslie township-47200			5606.873508225934		michigan			Leslie	Leslie Township	47200.0
1199	marion township-51680	31188017.572200403	1625.831356038807	888.3781229150247	45.35853182955711	michigan			Marion	Marion Township	51680.0
1200	baraga township-05340	85441750.792456	4454.078468810732	8796.129006195206	97.48482357886772	michigan			Baraga	Baraga Township	5340.0
1201	briley township-10660			809.9886707931744		michigan			Briley	Briley Township	10660.0
1202	winfield township-87880			1502.7602264443487		michigan			Winfield	Winfield Township	87880.0
1203	gourley township-33160			747.579006832721		michigan			Gourley	Gourley Township	33160.0
1204	thetford township-79460			4641.833438646516		michigan			Thetford	Thetford Township	79460.0
1205	sebewaing township-72200	133884097.840568	6979.378020428809	1324.7510870458636	81.0190666966557	michigan			Sebewaing	Sebewaing Township	72200.0
1206	riley township-68600			6059.72605100467		michigan			Riley	Riley Township	68600.0
1207	eagle township-23580	3544559.2502512	184.77787371559504	3313.0304205706807	1692.9800543489343	michigan			Eagle	Eagle Township	23580.0
1208	faithorn township-27300			482.6339184332986		michigan			Faithorn	Faithorn Township	27300.0
1209	belknap township-06920			808.6245132411702		michigan			Belknap	Belknap Township	6920.0
1210	kinderhook township-43260			1327.5800347299337		michigan			Kinderhook	Kinderhook Township	43260.0
1211	hudson township-39700			371.4573424941944		michigan			Hudson	Hudson Township	39700.0
1212	milton township-54440			2381.1733614668888		michigan			Milton	Milton Township	54440.0
1213	houghton township-39380			70.45091249802333		michigan			Houghton	Houghton Township	39380.0
1214	woodstock township-88640	20522512.61881	1069.838582818565	5891.527997857264	450.6931692756506	michigan			Woodstock	Woodstock Township	88640.0
1215	manlius township-50840			10891.411616658728		michigan			Manlius	Manlius Township	50840.0
1216	chocolay township-15660			1440.880022328167		michigan			Chocolay	Chocolay Township	15660.0
1217	bingham township-08400			4106.071835371991		michigan			Bingham	Bingham Township	8400.0
1218	buchanan township-11420			14204.800409294		michigan			Buchanan	Buchanan Township	11420.0
1219	seville township-72580			9868.424550307724		michigan			Seville	Seville Township	72580.0
1220	zeeland township-89280			29833.725288155125		michigan			Zeeland	Zeeland Township	89280.0
1221	fremont township-30680			3528.667862633283		michigan			Fremont	Fremont Township	30680.0
1222	henderson township-37640			895.3012072321304		michigan			Henderson	Henderson Township	37640.0
1223	spring lake township-75840	246853813.813604	12868.489314103175	27682.98064518944	115.12222584550288	michigan			Spring Lake	Spring Lake Township	75840.0
1224	richmond township-68400			7470.909537874879		michigan			Richmond	Richmond Township	68400.0
1225	danby township-19720			3526.966639594312		michigan			Danby	Danby Township	19720.0
1226	vernon township-82040	39226113.987996005	2044.8573221942315	12915.00294127742	531.5845512105947	michigan			Vernon	Vernon Township	82040.0
1227	middle branch township-53660			684.5444045905894		michigan			Middle Branch	Middle Branch Township	53660.0
1228	boyne valley township-09860	23498400.671708	1224.971627016138	676.9263143877117	44.73942910525929	michigan			Boyne Valley	Boyne Valley Township	9860.0
1229	horton township-39320			1199.845778977539		michigan			Horton	Horton Township	39320.0
1230	st charles township-70660	145804887.27234542	7600.808773507367	3101.171838539481	59.19944928296814	michigan			St Charles	St Charles Township	70660.0
1231	woodbridge township-88300			1458.3840126593225		michigan			Woodbridge	Woodbridge Township	88300.0
1232	golden township-32780			4950.092177306161		michigan			Golden	Golden Township	32780.0
1233	frenchtown township-30820			39187.22630228103		michigan			Frenchtown	Frenchtown Township	30820.0
1234	leoni township-46980			7572.818245014788		michigan			Leoni	Leoni Township	46980.0
1235	goodwell township-33000			1920.026778492611		michigan			Goodwell	Goodwell Township	33000.0
1236	meyer township-53460			544.4093830920871		michigan			Meyer	Meyer Township	53460.0
1237	lafayette township-44080			1289.4702257428685		michigan			Lafayette	Lafayette Township	44080.0
1238	torch lake township-80120			1352.272656660428		michigan			Torch Lake	Torch Lake Township	80120.0
1239	deerfield township-21160			3532.322257454356		michigan			Deerfield	Deerfield Township	21160.0
1240	long lake township-49240			19219.61781971263		michigan			Long Lake	Long Lake Township	49240.0
1241	doyle township-22960			327.79861499663144		michigan			Doyle	Doyle Township	22960.0
1242	maple grove township-51060			4050.5285323468574		michigan			Maple Grove	Maple Grove Township	51060.0
1243	bear creek township-06380			5140.041730955129		michigan			Bear Creek	Bear Creek Township	6380.0
1244	grant township-34260			1133.1977500610826		michigan			Grant	Grant Township	34260.0
1245	ensign township-26140			271.6954233234934		michigan			Ensign	Ensign Township	26140.0
1246	monitor township-54980			43715.92558473148		michigan			Monitor	Monitor Township	54980.0
1247	elkland township-25300	145787650.05216	7599.9101972191	3519.6772866181445	53.68790952416731	michigan			Elkland	Elkland Township	25300.0
1248	clinton township-16540			235.7176194242097		michigan			Clinton	Clinton Township	16540.0
1249	charlevoix township-14800			1765.429409777507		michigan			Charlevoix	Charlevoix Township	14800.0
1250	hamlin township-36200			7471.4112690752445		michigan			Hamlin	Hamlin Township	36200.0
1251	holland township-38660			26321.40194267631		michigan			Holland	Holland Township	38660.0
1252	hartwick township-37060			845.8923495401552		michigan			Hartwick	Hartwick Township	37060.0
1253	chippewa township-15580			1632.8140430003605		michigan			Chippewa	Chippewa Township	15580.0
1254	cedar creek township-14100			2371.8125008316574		michigan			Cedar Creek	Cedar Creek Township	14100.0
1255	casco township-13720			6088.842039034704		michigan			Casco	Casco Township	13720.0
1256	bridgewater township-10560			4794.621405666724		michigan			Bridgewater	Bridgewater Township	10560.0
1257	richland township-68300			2006.8586841708727		michigan			Richland	Richland Township	68300.0
1258	washington township-84120			16775.706072233646		michigan			Washington	Washington Township	84120.0
1259	juniata township-42140			4957.927123438783		michigan			Juniata	Juniata Township	42140.0
1260	weare township-85040			1215.2276672039843		michigan			Weare	Weare Township	85040.0
1261	nottawa township-59400	79515564.070428	4145.146354991412	2629.537740650201	36.563452398156656	michigan			Nottawa	Nottawa Township	59400.0
1262	hatton township-37160			1718.768951321896		michigan			Hatton	Hatton Township	37160.0
1263	peninsula township-63340			3570.558092619591		michigan			Peninsula	Peninsula Township	63340.0
1264	leroy township-47080	75151706.42631201	3917.658456003645	4181.8779943540485	6.744322949988107	michigan			Leroy	Leroy Township	47080.0
1265	thornapple township-79620	267281997.38954404	13933.41052391693	9523.008800676163	31.6534255247144	michigan			Thornapple	Thornapple Township	79620.0
1266	covert township-18560			12366.533293410992		michigan			Covert	Covert Township	18560.0
1267	sheridan township-73040			2193.7731491799805		michigan			Sheridan	Sheridan Township	73040.0
1268	columbia township-17440	10386205.6741544	541.4329017936687	2162.9560314657915	299.4873647870884	michigan			Columbia	Columbia Township	17440.0
1269	north allis township-57940			170.28944609070615		michigan			North Allis	North Allis Township	57940.0
1270	new buffalo township-57230	32557936.9279744	1697.2452520553054	3278.7227047301285	93.17907655123553	michigan			New Buffalo	New Buffalo Township	57230.0
1271	new buffalo township-57230	39735704.8297592	2071.422292775347	3278.7227047301285	58.283644825373	michigan			New Buffalo	New Buffalo Township	57230.0
1272	laketown township-45180			59553.80595832304		michigan			Laketown	Laketown Township	45180.0
1273	bois blanc township-09500			27.25100938255787		michigan			Bois Blanc	Bois Blanc Township	9500.0
1274	irving township-41120	24228850.3391864	1263.0499681817869	1856.379701323563	46.97595091949522	michigan			Irving	Irving Township	41120.0
1275	williams township-87380			9722.752100234342		michigan			Williams	Williams Township	87380.0
1276	wakefield township-82800			69.48689156042838		michigan			Wakefield	Wakefield Township	82800.0
1277	baldwin township-04900			532.9024331622744		michigan			Baldwin	Baldwin Township	4900.0
1278	north star township-58880			507.6698946296914		michigan			North Star	North Star Township	58880.0
1279	victor township-82320			3611.026722291608		michigan			Victor	Victor Township	82320.0
1280	westphalia township-86140	35383576.418604	1844.5458387018264	1463.71922975093	20.64609081327676	michigan			Westphalia	Westphalia Township	86140.0
1281	dover township-22800			514.5299395634518		michigan			Dover	Dover Township	22800.0
1282	frankenmuth township-30220			5048.489256857293		michigan			Frankenmuth	Frankenmuth Township	30220.0
1283	monroe township-55040			21130.572397586137		michigan			Monroe	Monroe Township	55040.0
1284	gladwin township-32340			1103.5819580856228		michigan			Gladwin	Gladwin Township	32340.0
1285	hematite township-37580			70.91887293729766		michigan			Hematite	Hematite Township	37580.0
1286	caldwell township-12440			864.7729576957572		michigan			Caldwell	Caldwell Township	12440.0
1287	camden township-12780	15329918.127738	799.148631998982	1902.005421627995	138.00396390222664	michigan			Camden	Camden Township	12780.0
1288	camden township-12780	9729955.33224064	507.2225714697046	1902.005421627995	274.98438133713813	michigan			Camden	Camden Township	12780.0
1289	grant township-34400	18618340.8296216	970.574107448174	1673.115523155414	72.3841085720241	michigan			Grant	Grant Township	34400.0
1290	burt township-11980			736.7606039882492		michigan			Burt	Burt Township	11980.0
1291	brampton township-09980			814.7926276975713		michigan			Brampton	Brampton Township	9980.0
1292	moscow township-55640			3956.127605994079		michigan			Moscow	Moscow Township	55640.0
1293	cherry valley township-15100			445.89108525910217		michigan			Cherry Valley	Cherry Valley Township	15100.0
1294	evart township-26660			2376.2141347625216		michigan			Evart	Evart Township	26660.0
1295	oxford township-62040	194601043.164908	10144.552380186651	14509.042548766422	43.02299406629378	michigan			Oxford	Oxford Township	62040.0
1296	webster township-85100			30235.549514071216		michigan			Webster	Webster Township	85100.0
1297	lexington township-47300	118019593.540108	6152.36141124583	922.1089110606224	85.0121140579435	michigan			Lexington	Lexington Township	47300.0
1298	somerset township-74560			6986.689211739122		michigan			Somerset	Somerset Township	74560.0
1299	au sable township-04300			4548.268064949687		michigan			Au Sable	Au Sable Township	4300.0
