	NAME	LABEL	FIPSCODE	municipality	edgar_emission_2015(tons_CO2)
1130	Crockery	Crockery Township	18800	Crockery Township-18800	2397.8466713101216
1131	McMillan	McMillan Township	50440	McMillan Township-50440	1251.7913850561165
1132	Allouez	Allouez Township	01520	Allouez Township-01520	345.38637037503474
1133	Watervliet	Watervliet Township	84520	Watervliet Township-84520	2347.582966880415
1134	Colfax	Colfax Township	17140	Colfax Township-17140	5543.623060094691
1135	Worth	Worth Township	88760	Worth Township-88760	5391.406836684835
1136	Resort	Resort Township	68060	Resort Township-68060	9255.626425198821
1137	Presque Isle	Presque Isle Township	66340	Presque Isle Township-66340	335.3409754856373
1138	Dallas	Dallas Township	19620	Dallas Township-19620	2382.839342393672
1139	Coldwater	Coldwater Township	17060	Coldwater Township-17060	1274.7282721492413
1140	Pleasant View	Pleasant View Township	64960	Pleasant View Township-64960	386.6015940517626
1141	Ogemaw	Ogemaw Township	60300	Ogemaw Township-60300	955.9893528976162
1142	Marilla	Marilla Township	51580	Marilla Township-51580	769.6143085309668
1143	Kinross	Kinross Township	43480	Kinross Township-43480	1516.962667141914
1144	Keene	Keene Township	42520	Keene Township-42520	6355.825441226654
1145	Saline	Saline Township	71160	Saline Township-71160	43170.12470257281
1146	Pittsford	Pittsford Township	64620	Pittsford Township-64620	3401.3627265606056
1147	Bear Lake	Bear Lake Township	06440	Bear Lake Township-06440	629.4574749868997
1148	Union	Union Township	81340	Union Township-81340	17915.81210377661
1149	Jasper	Jasper Township	41560	Jasper Township-41560	1317.0417816672177
1150	Commerce	Commerce Township	17640	Commerce Township-17640	90555.41142262322
1151	Oscoda	Oscoda Township	61340	Oscoda Township-61340	4395.311267214171
1152	Acme	Acme Township	00200	Acme Township-00200	3270.3654087762734
1153	Brockway	Brockway Township	10820	Brockway Township-10820	3090.283001386386
1154	Chippewa	Chippewa Township	15600	Chippewa Township-15600	941.2683931943074
1155	Carmel	Carmel Township	13380	Carmel Township-13380	9198.416417734916
1156	Chase	Chase Township	14880	Chase Township-14880	2630.292003680945
1157	Masonville	Masonville Township	52220	Masonville Township-52220	565.2951853085078
1158	Rapid River	Rapid River Township	67180	Rapid River Township-67180	1257.9410490068008
1159	Union	Union Township	81280	Union Township-81280	1914.989997618347
1160	Newton	Newton Township	57620	Newton Township-57620	4725.995634858624
1161	Denver	Denver Township	21680	Denver Township-21680	2159.3002489824007
1162	Egelston	Egelston Township	25080	Egelston Township-25080	2261.776503795474
1163	New Haven	New Haven Township	57400	New Haven Township-57400	2170.5288244745857
1164	Ironwood	Ironwood Township	41080	Ironwood Township-41080	499.1460434754403
1165	Mussey	Mussey Township	56380	Mussey Township-56380	3011.8618122276275
1166	Almont	Almont Township	01680	Almont Township-01680	6634.736114183298
1167	Baroda	Baroda Township	05520	Baroda Township-05520	13242.563043877599
1168	Bay	Bay Township	06000	Bay Township-06000	4092.297344670573
1169	Au Sable	Au Sable Township	04320	Au Sable Township-04320	132.2325106195831
1170	Sagola	Sagola Township	70600	Sagola Township-70600	528.7813713019356
1171	Caledonia	Caledonia Township	12520	Caledonia Township-12520	1973.9092684996183
1172	Solon	Solon Township	74500	Solon Township-74500	1469.6136278033102
1173	Garden	Garden Township	31400	Garden Township-31400	533.5549479713214
1174	Forest	Forest Township	29400	Forest Township-29400	1636.5682741745318
1175	East Bay	East Bay Township	23800	East Bay Township-23800	7470.97776424694
1176	Allegan	Allegan Township	01280	Allegan Township-01280	3474.4211454912993
1177	Clarence	Clarence Township	15960	Clarence Township-15960	1907.9299268507364
1178	Mills	Mills Township	54340	Mills Township-54340	1362.036054572864
1179	Larkin	Larkin Township	46160	Larkin Township-46160	1481.6156079175644
1180	Porter	Porter Township	65760	Porter Township-65760	5662.98944369527
1181	Curtis	Curtis Township	19320	Curtis Township-19320	504.2271954341299
1182	Port Sheldon	Port Sheldon Township	65940	Port Sheldon Township-65940	4827.378210900362
1183	Filer	Filer Township	28040	Filer Township-28040	7752.825938693178
1184	Menominee	Menominee Township	53040	Menominee Township-53040	2816.326595551761
1185	Flint	Flint Township	29020	Flint Township-29020	88099.55780594355
1186	Easton	Easton Township	24220	Easton Township-24220	1532.504137421531
1187	Watersmeet	Watersmeet Township	84380	Watersmeet Township-84380	594.971242416783
1188	Leslie	Leslie Township	47200	Leslie Township-47200	5606.873508225934
1189	Marion	Marion Township	51680	Marion Township-51680	888.3781229150247
1190	Baraga	Baraga Township	05340	Baraga Township-05340	8796.129006195206
1191	Briley	Briley Township	10660	Briley Township-10660	809.9886707931744
1192	Winfield	Winfield Township	87880	Winfield Township-87880	1502.7602264443487
1193	Gourley	Gourley Township	33160	Gourley Township-33160	747.579006832721
1194	Thetford	Thetford Township	79460	Thetford Township-79460	4641.833438646516
1195	Sebewaing	Sebewaing Township	72200	Sebewaing Township-72200	1324.7510870458636
1196	Riley	Riley Township	68600	Riley Township-68600	6059.72605100467
1197	Eagle	Eagle Township	23580	Eagle Township-23580	3313.0304205706807
1198	Faithorn	Faithorn Township	27300	Faithorn Township-27300	482.6339184332986
1199	Belknap	Belknap Township	06920	Belknap Township-06920	808.6245132411702
1200	Kinderhook	Kinderhook Township	43260	Kinderhook Township-43260	1327.5800347299335
1201	Hudson	Hudson Township	39700	Hudson Township-39700	371.45734249419434
1202	Milton	Milton Township	54440	Milton Township-54440	2381.1733614668888
1203	Houghton	Houghton Township	39380	Houghton Township-39380	70.45091249802333
1204	Woodstock	Woodstock Township	88640	Woodstock Township-88640	5891.5279978572635
1205	Manlius	Manlius Township	50840	Manlius Township-50840	10891.411616658728
1206	Chocolay	Chocolay Township	15660	Chocolay Township-15660	1440.8800223281667
1207	Bingham	Bingham Township	08400	Bingham Township-08400	4106.071835371991
1208	Buchanan	Buchanan Township	11420	Buchanan Township-11420	14204.800409294001
1209	Seville	Seville Township	72580	Seville Township-72580	9868.424550307724
1210	Zeeland	Zeeland Township	89280	Zeeland Township-89280	29833.725288155125
1211	Fremont	Fremont Township	30680	Fremont Township-30680	3528.667862633283
1212	Henderson	Henderson Township	37640	Henderson Township-37640	895.3012072321304
1213	Spring Lake	Spring Lake Township	75840	Spring Lake Township-75840	27682.980645189436
1214	Richmond	Richmond Township	68400	Richmond Township-68400	7470.909537874879
1215	Danby	Danby Township	19720	Danby Township-19720	3526.966639594312
1216	Vernon	Vernon Township	82040	Vernon Township-82040	12915.00294127742
1217	Middle Branch	Middle Branch Township	53660	Middle Branch Township-53660	684.5444045905894
1218	Boyne Valley	Boyne Valley Township	09860	Boyne Valley Township-09860	676.9263143877117
1219	Horton	Horton Township	39320	Horton Township-39320	1199.8457789775393
1220	St Charles	St Charles Township	70660	St Charles Township-70660	3101.171838539481
1221	Woodbridge	Woodbridge Township	88300	Woodbridge Township-88300	1458.3840126593223
1222	Golden	Golden Township	32780	Golden Township-32780	4950.092177306161
1223	Frenchtown	Frenchtown Township	30820	Frenchtown Township-30820	39187.22630228103
1224	Leoni	Leoni Township	46980	Leoni Township-46980	7572.818245014788
1225	Goodwell	Goodwell Township	33000	Goodwell Township-33000	1920.026778492611
1226	Meyer	Meyer Township	53460	Meyer Township-53460	544.4093830920871
1227	Lafayette	Lafayette Township	44080	Lafayette Township-44080	1289.4702257428685
1228	Torch Lake	Torch Lake Township	80120	Torch Lake Township-80120	1352.2726566604279
1229	Deerfield	Deerfield Township	21160	Deerfield Township-21160	3532.3222574543556
1230	Long Lake	Long Lake Township	49240	Long Lake Township-49240	19219.61781971263
1231	Doyle	Doyle Township	22960	Doyle Township-22960	327.79861499663144
1232	Maple Grove	Maple Grove Township	51060	Maple Grove Township-51060	4050.5285323468574
1233	Bear Creek	Bear Creek Township	06380	Bear Creek Township-06380	5140.041730955129
1234	Grant	Grant Township	34260	Grant Township-34260	1133.1977500610826
1235	Ensign	Ensign Township	26140	Ensign Township-26140	271.6954233234934
1236	Monitor	Monitor Township	54980	Monitor Township-54980	43715.92558473148
1237	Elkland	Elkland Township	25300	Elkland Township-25300	3519.6772866181445
1238	Clinton	Clinton Township	16540	Clinton Township-16540	235.71761942420972
1239	Charlevoix	Charlevoix Township	14800	Charlevoix Township-14800	1765.429409777507
1240	Hamlin	Hamlin Township	36200	Hamlin Township-36200	7471.4112690752445
1241	Holland	Holland Township	38660	Holland Township-38660	26321.40194267631
1242	Hartwick	Hartwick Township	37060	Hartwick Township-37060	845.8923495401552
1243	Chippewa	Chippewa Township	15580	Chippewa Township-15580	1632.8140430003605
1244	Cedar Creek	Cedar Creek Township	14100	Cedar Creek Township-14100	2371.8125008316574
1245	Casco	Casco Township	13720	Casco Township-13720	6088.842039034704
1246	Bridgewater	Bridgewater Township	10560	Bridgewater Township-10560	4794.621405666724
1247	Richland	Richland Township	68300	Richland Township-68300	2006.8586841708727
1248	Washington	Washington Township	84120	Washington Township-84120	16775.706072233646
1249	Juniata	Juniata Township	42140	Juniata Township-42140	4957.927123438783
1250	Weare	Weare Township	85040	Weare Township-85040	1215.2276672039845
1251	Nottawa	Nottawa Township	59400	Nottawa Township-59400	2629.537740650201
1252	Hatton	Hatton Township	37160	Hatton Township-37160	1718.768951321896
1253	Peninsula	Peninsula Township	63340	Peninsula Township-63340	3570.558092619591
1254	Leroy	Leroy Township	47080	Leroy Township-47080	4181.8779943540485
1255	Thornapple	Thornapple Township	79620	Thornapple Township-79620	9523.008800676165
1256	Covert	Covert Township	18560	Covert Township-18560	12366.533293410992
1257	Sheridan	Sheridan Township	73040	Sheridan Township-73040	2193.7731491799805
1258	Columbia	Columbia Township	17440	Columbia Township-17440	2162.9560314657915
1259	North Allis	North Allis Township	57940	North Allis Township-57940	170.28944609070615
1260	New Buffalo	New Buffalo Township	57230	New Buffalo Township-57230	3278.7227047301285
1261	Laketown	Laketown Township	45180	Laketown Township-45180	59553.805958323035
1262	Bois Blanc	Bois Blanc Township	09500	Bois Blanc Township-09500	27.25100938255787
1263	Irving	Irving Township	41120	Irving Township-41120	1856.379701323563
1264	Williams	Williams Township	87380	Williams Township-87380	9722.752100234342
1265	Wakefield	Wakefield Township	82800	Wakefield Township-82800	69.48689156042838
1266	Baldwin	Baldwin Township	04900	Baldwin Township-04900	532.9024331622744
1267	North Star	North Star Township	58880	North Star Township-58880	507.66989462969144
1268	Victor	Victor Township	82320	Victor Township-82320	3611.026722291608
1269	Westphalia	Westphalia Township	86140	Westphalia Township-86140	1463.71922975093
1270	Dover	Dover Township	22800	Dover Township-22800	514.5299395634518
1271	Frankenmuth	Frankenmuth Township	30220	Frankenmuth Township-30220	5048.489256857293
1272	Monroe	Monroe Township	55040	Monroe Township-55040	21130.572397586137
1273	Gladwin	Gladwin Township	32340	Gladwin Township-32340	1103.5819580856228
1274	Hematite	Hematite Township	37580	Hematite Township-37580	70.91887293729766
1275	Caldwell	Caldwell Township	12440	Caldwell Township-12440	864.7729576957572
1276	Camden	Camden Township	12780	Camden Township-12780	1902.005421627995
1277	Grant	Grant Township	34400	Grant Township-34400	1673.115523155414
1278	Burt	Burt Township	11980	Burt Township-11980	736.7606039882492
1279	Brampton	Brampton Township	09980	Brampton Township-09980	814.7926276975713
1280	Moscow	Moscow Township	55640	Moscow Township-55640	3956.1276059940787
1281	Cherry Valley	Cherry Valley Township	15100	Cherry Valley Township-15100	445.89108525910217
1282	Evart	Evart Township	26660	Evart Township-26660	2376.2141347625216
1283	Oxford	Oxford Township	62040	Oxford Township-62040	14509.042548766422
1284	Webster	Webster Township	85100	Webster Township-85100	30235.549514071216
1285	Lexington	Lexington Township	47300	Lexington Township-47300	922.1089110606223
1286	Somerset	Somerset Township	74560	Somerset Township-74560	6986.689211739122
1287	Au Sable	Au Sable Township	04300	Au Sable Township-04300	4548.268064949687
1288	Watertown	Watertown Township	84400	Watertown Township-84400	12667.40445909432
1289	Arthur	Arthur Township	03620	Arthur Township-03620	1433.5958682579503
1290	Gilmore	Gilmore Township	32180	Gilmore Township-32180	427.54367699596594
1291	Sheridan	Sheridan Township	73120	Sheridan Township-73120	8373.627842066095
1292	Putnam	Putnam Township	66540	Putnam Township-66540	23362.66527542351
1293	West Branch	West Branch Township	85560	West Branch Township-85560	260.507570902657
1294	Fairgrove	Fairgrove Township	27100	Fairgrove Township-27100	836.5723219088563
1295	Owosso	Owosso Township	61960	Owosso Township-61960	8648.51922698111
1296	Lovells	Lovells Township	49520	Lovells Township-49520	1471.6544645627034
1297	Muskegon	Muskegon Township	56340	Muskegon Township-56340	12005.211602417632
1298	Paris	Paris Township	62360	Paris Township-62360	459.25750243293504
1299	Pleasanton	Pleasanton Township	64860	Pleasanton Township-64860	620.175428368063
1300	Fabius	Fabius Township	26920	Fabius Township-26920	10863.899356390893
1301	Hamilton	Hamilton Township	36140	Hamilton Township-36140	897.8566572439352
1302	White Water	White Water Township	87040	White Water Township-87040	1770.9607982530479
1303	Forest	Forest Township	29440	Forest Township-29440	449.7697502264552
1304	Bohemia	Bohemia Township	09460	Bohemia Township-09460	179.772299816736
1305	Leelanau	Leelanau Township	46700	Leelanau Township-46700	911.1463953023963
1306	Howell	Howell Township	39560	Howell Township-39560	15960.737660183355
1307	Wise	Wise Township	88040	Wise Township-88040	1638.4805250601787
1308	Marion	Marion Township	51620	Marion Township-51620	4061.8180687664185
1309	Centerville	Centerville Township	14340	Centerville Township-14340	1757.2737962441029
1310	Waucedah	Waucedah Township	84700	Waucedah Township-84700	386.7862069862282
1311	Homestead	Homestead Township	39000	Homestead Township-39000	955.8622102859688
1312	Columbus	Columbus Township	17480	Columbus Township-17480	712.5085884137553
1313	Munising	Munising Township	56220	Munising Township-56220	1803.3278974437167
1314	Rives	Rives Township	68920	Rives Township-68920	3482.3501839599353
1315	Aetna	Aetna Township	00520	Aetna Township-00520	338.9562470252073
1316	Fairfield	Fairfield Township	27040	Fairfield Township-27040	799.4803286264091
1317	Dryden	Dryden Township	23160	Dryden Township-23160	7040.898679016236
1318	Vassar	Vassar Township	81860	Vassar Township-81860	5333.054173449593
1319	Allis	Allis Township	01480	Allis Township-01480	595.381494870494
1320	Windsor	Windsor Township	87840	Windsor Township-87840	81063.59211524863
1321	Milan	Milan Township	53900	Milan Township-53900	16740.47850133232
1322	Grant	Grant Township	34420	Grant Township-34420	2670.1707773141625
1323	Big Prairie	Big Prairie Township	08280	Big Prairie Township-08280	801.3175926510262
1324	Joyfield	Joyfield Township	42000	Joyfield Township-42000	860.1027240069947
1325	Norway	Norway Township	59240	Norway Township-59240	344.4324317121502
1326	Imlay	Imlay Township	40300	Imlay Township-40300	6559.683185661057
1327	Breen	Breen Township	10200	Breen Township-10200	154.1276711972382
1328	Macon	Macon Township	50520	Macon Township-50520	9614.938086821878
1329	Wilcox	Wilcox Township	87200	Wilcox Township-87200	491.28223992717597
1330	Exeter	Exeter Township	26880	Exeter Township-26880	16689.94394233053
1331	Lake	Lake Township	44380	Lake Township-44380	3722.6981368931997
1332	Pioneer	Pioneer Township	64460	Pioneer Township-64460	314.7597027600732
1333	Marcellus	Marcellus Township	51480	Marcellus Township-51480	2573.617033450866
1334	Delaware	Delaware Township	21380	Delaware Township-21380	458.22661041698194
1335	Grayling	Grayling Township	34660	Grayling Township-34660	5280.494409872891
1336	Clarendon	Clarendon Township	16020	Clarendon Township-16020	4199.934630616578
1337	Sharon	Sharon Township	72760	Sharon Township-72760	2194.395168371465
1338	North Branch	North Branch Township	58090	North Branch Township-58090	1126.8256993081104
1339	Brady	Brady Township	09940	Brady Township-09940	4261.022769726297
1340	Bushnell	Bushnell Township	12120	Bushnell Township-12120	2622.3874365891243
1341	Leonidas	Leonidas Township	47020	Leonidas Township-47020	1908.3205524935204
1342	Burleigh	Burleigh Township	11740	Burleigh Township-11740	689.1527863381723
1343	Friendship	Friendship Township	30860	Friendship Township-30860	692.1959411893831
1344	Bethany	Bethany Township	08020	Bethany Township-08020	4394.93574046444
1345	Garfield	Garfield Township	31560	Garfield Township-31560	1252.1415339123864
1346	Melrose	Melrose Township	52880	Melrose Township-52880	1882.526690600291
1347	Leland	Leland Township	46820	Leland Township-46820	1387.8645555451928
1348	Coloma	Coloma Township	17340	Coloma Township-17340	2005.1763602267472
1349	Spring Arbor	Spring Arbor Township	75640	Spring Arbor Township-75640	65732.52417522157
1350	Aurelius	Aurelius Township	04240	Aurelius Township-04240	39796.38931669752
1351	Grim	Grim Township	35340	Grim Township-35340	657.1611911389361
1352	Odessa	Odessa Township	60200	Odessa Township-60200	2168.454170383866
1353	Ray	Ray Township	67420	Ray Township-67420	7171.6900770278
1354	Bangor	Bangor Township	05160	Bangor Township-05160	4461.682702156737
1355	White River	White River Township	86980	White River Township-86980	5580.6097564963775
1356	Rutland	Rutland Township	70420	Rutland Township-70420	6810.690911955673
1357	Lake	Lake Township	44260	Lake Township-44260	28591.222766152376
1358	Jonesfield	Jonesfield Township	41900	Jonesfield Township-41900	2712.5279319595647
1359	Whitehall	Whitehall Township	86800	Whitehall Township-86800	266.0066786253798
1360	Nahma	Nahma Township	56500	Nahma Township-56500	381.5632210837159
1361	Maple Valley	Maple Valley Township	51380	Maple Valley Township-51380	2281.494488400722
1362	Dexter	Dexter Township	22180	Dexter Township-22180	22156.870985372676
1363	Geneva	Geneva Township	31820	Geneva Township-31820	3527.1735376469246
1364	Star	Star Township	76260	Star Township-76260	831.6412340751239
1365	Corwith	Corwith Township	18320	Corwith Township-18320	1193.495892909156
1366	Portland	Portland Township	65880	Portland Township-65880	2881.293236074072
1367	Garfield	Garfield Township	31600	Garfield Township-31600	734.5496764407591
1368	Reno	Reno Township	67960	Reno Township-67960	721.8362357166646
1369	Broomfield	Broomfield Township	11140	Broomfield Township-11140	2789.955762373531
1370	Ganges	Ganges Township	31360	Ganges Township-31360	4120.773697546468
1371	Richmond	Richmond Township	68420	Richmond Township-68420	7420.364579939799
1372	Fairbanks	Fairbanks Township	26960	Fairbanks Township-26960	483.9630285184652
1373	Wexford	Wexford Township	86500	Wexford Township-86500	1347.1203305740278
1374	Duplain	Duplain Township	23460	Duplain Township-23460	2078.2591909258535
1375	Cleveland	Cleveland Township	16400	Cleveland Township-16400	829.328588405294
1376	Livingston	Livingston Township	48140	Livingston Township-48140	2647.603646696927
1377	Port Huron	Port Huron Township	65840	Port Huron Township-65840	17253.156722780954
1378	Garfield	Garfield Township	31640	Garfield Township-31640	3932.1570540260745
1379	Locke	Locke Township	49040	Locke Township-49040	2297.539766717107
1380	Boston	Boston Township	09680	Boston Township-09680	7298.8252609283145
1381	Riverton	Riverton Township	68860	Riverton Township-68860	2282.1273960438693
1382	Wellington	Wellington Township	85180	Wellington Township-85180	702.6729746515161
1383	Lincoln	Lincoln Township	47700	Lincoln Township-47700	523.342771695962
1384	Handy	Handy Township	36340	Handy Township-36340	9429.48798173896
1385	Soo	Soo Township	74620	Soo Township-74620	32084.389181686645
1386	Portage	Portage Township	65540	Portage Township-65540	11501.805139785138
1387	Superior	Superior Township	77560	Superior Township-77560	59265.481947287764
1388	Caledonia	Caledonia Township	12460	Caledonia Township-12460	1151.0595325246586
1389	Thompson	Thompson Township	79580	Thompson Township-79580	7744.068605627227
1390	Bangor	Bangor Township	05120	Bangor Township-05120	11088.223239679592
1391	Lagrange	Lagrange Township	44140	Lagrange Township-44140	3020.261871202263
1392	Fremont	Fremont Township	30740	Fremont Township-30740	5339.741082188883
1393	Jefferson	Jefferson Township	41620	Jefferson Township-41620	1392.5804866416818
1394	Backus	Backus Township	04720	Backus Township-04720	2355.250732281427
1395	Fillmore	Fillmore Township	28120	Fillmore Township-28120	16994.788254159714
1396	Lamotte	Lamotte Township	45460	Lamotte Township-45460	659.5301371996567
1397	Blue Lake	Blue Lake Township	09320	Blue Lake Township-09320	277.21753062735706
1398	Ellsworth	Ellsworth Township	25440	Ellsworth Township-25440	666.5447055318381
1399	Sunfield	Sunfield Township	77440	Sunfield Township-77440	3774.6887515417056
1400	Wilmot	Wilmot Township	87640	Wilmot Township-87640	905.9078454317635
1401	Chesterfield	Chesterfield Township	15340	Chesterfield Township-15340	22416.259124634846
1402	Empire	Empire Township	26000	Empire Township-26000	1230.2138337879378
1403	Banks	Banks Township	05240	Banks Township-05240	3176.8158873129723
1404	Blair	Blair Township	08880	Blair Township-08880	21984.20135349265
1405	Raisin	Raisin Township	66840	Raisin Township-66840	8342.035344355269
1406	Wright	Wright Township	88780	Wright Township-88780	4077.7493710969375
1407	Sherman	Sherman Township	73200	Sherman Township-73200	1278.8081377408369
1408	Sigel	Sigel Township	73880	Sigel Township-73880	438.1123838540607
1409	Glen Arbor	Glen Arbor Township	32380	Glen Arbor Township-32380	360.28323453549365
1410	Conway	Conway Township	17920	Conway Township-17920	2417.509487865634
1411	Matteson	Matteson Township	52400	Matteson Township-52400	2384.695407746737
1412	Superior	Superior Township	77540	Superior Township-77540	3745.8273357351613
1413	Hay	Hay Township	37300	Hay Township-37300	213.156646386682
1414	Birch Run	Birch Run Township	08560	Birch Run Township-08560	7362.378528986609
1415	Rose	Rose Township	69600	Rose Township-69600	448.3810845329723
1416	Elba	Elba Township	25160	Elba Township-25160	21308.275867583667
1417	Hersey	Hersey Township	37840	Hersey Township-37840	1242.0615562064831
1418	Norwich	Norwich Township	59300	Norwich Township-59300	1712.419065578813
1419	Burdell	Burdell Township	11680	Burdell Township-11680	4009.2198292595776
1420	Sanborn	Sanborn Township	71240	Sanborn Township-71240	838.8463875809962
1421	Lyon	Lyon Township	49820	Lyon Township-49820	59544.67357484459
1422	Fruitport	Fruitport Township	31020	Fruitport Township-31020	18752.69877008097
1423	Meridian	Meridian Township	53140	Meridian Township-53140	22482.46682983971
1424	Brighton	Brighton Township	10640	Brighton Township-10640	27659.844845071268
1425	Tyrone	Tyrone Township	81140	Tyrone Township-81140	3467.298932896895
1426	Daggett	Daggett Township	19580	Daggett Township-19580	278.2526817724357
1427	Edenville	Edenville Township	24830	Edenville Township-24830	3090.482009702415
1428	Emmett	Emmett Township	25935	Emmett Township-25935	10904.993140454048
1429	Turin	Turin Township	80780	Turin Township-80780	247.97678165570244
1430	Limestone	Limestone Township	47540	Limestone Township-47540	580.7341537146929
1431	Waverly	Waverly Township	84820	Waverly Township-84820	3947.513504184586
1432	Ogden	Ogden Township	60260	Ogden Township-60260	4779.402612336256
1433	Delta	Delta Township	21520	Delta Township-21520	82487.05309206544
1434	Genesee	Genesee Township	31800	Genesee Township-31800	7031.755607950872
1435	Hart	Hart Township	36940	Hart Township-36940	2508.1414786431305
1436	Alcona	Alcona Township	01040	Alcona Township-01040	711.5273300874951
1437	Maple Valley	Maple Valley Township	51340	Maple Valley Township-51340	1492.5176317374476
1438	Sweetwater	Sweetwater Township	77740	Sweetwater Township-77740	595.4046218328039
1439	Colfax	Colfax Township	17180	Colfax Township-17180	406.76240758030974
1440	Marion	Marion Township	51640	Marion Township-51640	24256.064366029685
1441	Elmer	Elmer Township	25500	Elmer Township-25500	846.1268129937978
1442	Grass Lake	Grass Lake Township	34500	Grass Lake Township-34500	4053.353255497732
1443	Reynolds	Reynolds Township	68120	Reynolds Township-68120	3561.903320862116
1444	Ingersoll	Ingersoll Township	40620	Ingersoll Township-40620	18056.679194051623
1445	Highland	Highland Township	38080	Highland Township-38080	22620.696699252843
1446	Prairie Ronde	Prairie Ronde Township	66200	Prairie Ronde Township-66200	28087.27178084635
1447	Hayes	Hayes Township	37340	Hayes Township-37340	1799.9256940440903
1448	Hastings	Hastings Township	37140	Hastings Township-37140	5430.548316874326
1449	Pierson	Pierson Township	64040	Pierson Township-64040	4595.507852594732
1450	Saginaw	Saginaw Township	70540	Saginaw Township-70540	46361.969700523085
1451	Raber	Raber Township	66760	Raber Township-66760	1121.2870769194576
1452	Wilber	Wilber Township	87180	Wilber Township-87180	4961.870726409097
1453	Brevort	Brevort Township	10360	Brevort Township-10360	220.97582711643872
1454	North Shade	North Shade Township	58800	North Shade Township-58800	2133.447240411579
1455	Berlin	Berlin Township	07760	Berlin Township-07760	2730.3672621072546
1456	Brandon	Brandon Township	10040	Brandon Township-10040	11821.705327867017
1457	Fremont	Fremont Township	30760	Fremont Township-30760	4692.084870928669
1458	Bagley	Bagley Township	04780	Bagley Township-04780	6239.0358676095
1459	Krakow	Krakow Township	43900	Krakow Township-43900	717.7737257176275
1460	Vermontville	Vermontville Township	81980	Vermontville Township-81980	1670.5573605239108
1461	Bertrand	Bertrand Township	07920	Bertrand Township-07920	23425.631234565044
1462	Burlington	Burlington Township	11820	Burlington Township-11820	1535.6763556022288
1463	Shiawassee	Shiawassee Township	73520	Shiawassee Township-73520	8565.552123714895
1464	Bennington	Bennington Township	07280	Bennington Township-07280	22859.718324475674
1465	Jefferson	Jefferson Township	41600	Jefferson Township-41600	4189.373530083534
1466	Mason	Mason Township	52140	Mason Township-52140	967.6299901932505
1467	Calvin	Calvin Township	12620	Calvin Township-12620	1406.3796965410836
1468	Lyons	Lyons Township	49920	Lyons Township-49920	1421.6534093201649
1469	Crystal	Crystal Township	19080	Crystal Township-19080	1457.184575310822
1470	Sumner	Sumner Township	77300	Sumner Township-77300	4498.541196237913
1471	Cohoctah	Cohoctah Township	16920	Cohoctah Township-16920	5547.525406543824
1472	Bellevue	Bellevue Township	07080	Bellevue Township-07080	2880.080773166388
1473	Hazelton	Hazelton Township	37440	Hazelton Township-37440	6454.7693488955965
1474	Casco	Casco Township	13700	Casco Township-13700	6150.776707034733
1475	Au Gres	Au Gres Township	04140	Au Gres Township-04140	1384.0057004046378
1476	Springville	Springville Township	75940	Springville Township-75940	1109.3923899624092
1477	Frederic	Frederic Township	30480	Frederic Township-30480	1368.3066040320316
1478	Mayfield	Mayfield Township	52480	Mayfield Township-52480	7119.734410144004
1479	Independence	Independence Township	40400	Independence Township-40400	41442.35123405549
1480	Felch	Felch Township	27660	Felch Township-27660	220.1998862514061
1481	Higgins	Higgins Township	38020	Higgins Township-38020	1414.0274590607535
1482	Long Rapids	Long Rapids Township	49360	Long Rapids Township-49360	705.1357765619771
1483	Bunker Hill	Bunker Hill Township	11640	Bunker Hill Township-11640	1303.8745664817166
1484	Blissfield	Blissfield Township	09020	Blissfield Township-09020	1842.1855401168282
1485	Van Buren	Van Buren Township	81660	Van Buren Township-81660	116312.25039805926
1486	Leighton	Leighton Township	46760	Leighton Township-46760	14471.654282007965
1487	Argentine	Argentine Township	03420	Argentine Township-03420	22383.990252066837
1488	Elm River	Elm River Township	25660	Elm River Township-25660	210.27909034911394
1489	Bentley	Bentley Township	07360	Bentley Township-07360	732.3392424425226
1490	Middlebury	Middlebury Township	53680	Middlebury Township-53680	2209.4888334694415
1491	Big Creek	Big Creek Township	08220	Big Creek Township-08220	3094.003090843494
1492	Lincoln	Lincoln Township	47640	Lincoln Township-47640	353.9857355524258
1493	Richfield	Richfield Township	68180	Richfield Township-68180	3981.770213498994
1494	Goodar	Goodar Township	32860	Goodar Township-32860	419.2774204316337
1495	Pine River	Pine River Township	64360	Pine River Township-64360	6452.6151535082145
1496	Newberg	Newberg Township	57120	Newberg Township-57120	1966.6773626165516
1497	Kalamo	Kalamo Township	42220	Kalamo Township-42220	1724.7990235163793
1498	Chester	Chester Township	15300	Chester Township-15300	5201.720245623699
1499	Burr Oak	Burr Oak Township	11940	Burr Oak Township-11940	2912.5839011844814
1500	Grant	Grant Township	34240	Grant Township-34240	7769.946871100207
1501	Sheridan	Sheridan Township	73080	Sheridan Township-73080	1196.6330623892559
1502	Grant	Grant Township	34380	Grant Township-34380	2833.7359288560383
1503	Germfask	Germfask Township	31940	Germfask Township-31940	331.962353079357
1504	Sheridan	Sheridan Township	73060	Sheridan Township-73060	243.7980982007473
1505	Sherman	Sherman Township	73220	Sherman Township-73220	68.88206188431232
1506	Springdale	Springdale Township	75680	Springdale Township-75680	702.7823726451327
1507	Hamburg	Hamburg Township	36100	Hamburg Township-36100	38254.18177499525
