	municipality	state_x	city_x	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	state_y	city_y	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
54	bachíniva, chihuahua	Chihuahua	Bachíniva	2550644.0		2550644.0	212206.0743031385	330.0	464346.7629387187	3348	3678	676552.8372418572	Chihuahua	Bachíniva	4.797506273340288	6116.820498508867	955656720.7910594	6.4006461372924535e-06																																																			None					14593.820115325729				
55	buenaventura, chihuahua	Chihuahua	Buenaventura	5953351.0	2364.0	5950987.0	851848.8516495065	1254.0	1314101.8094146508	9955	11209	2165950.6610641573	Chihuahua	Buenaventura	2.2531711494176987	24027.81713739034	7938164298.328297	3.0268732460539237e-06																																																			None				132773.24912031324	46318.67721002394	78628.3181290495			
56	camargo, chihuahua	Chihuahua	Camargo	6179656.0	17634.0	6162022.0	79491.78187915082	136.0	187568.40279490774	1486	1622	267060.1846740586	Chihuahua	Camargo	2.7271705758325675	49533.59916884692	13799963297.559492	3.5894007904794126e-06	348.0	Camargo Municipality	2016.0	8581809.0		52956.0	URB				100000000.0	41000000.0									19000000.0	5100000.0					690000.0				930000.0					120000000.0	23000000.0														POINT (-104.78012 27.82905)	141000000.0	168720000.0	9858.3096	137784.92108832145	5770.693889793231	81596.23026850396	1297.652606571835	41.46365732119804	727.6898736118408
57	casasgrandes, chihuahua	Chihuahua	CasasGrandes	2648072.0	107.0	2647965.0	118303.56608619724	188.0	282149.28784827096	2550	2738	400452.85393446824	Chihuahua	CasasGrandes	2.5920816940412665	13152.222515565387	3765922525.7889137	3.492430453759842e-06																																																			None				59060.22546908808	8655.156871602776	34975.46552279396			
58	chihuahua, chihuahua	Chihuahua	Chihuahua	71215976.0	3783527.0	67432449.0	33908562.9260123	35420.0	16094603.254825005	123220	158640	50003166.18083731	Chihuahua	Chihuahua	77.96198737467809	871770.9428236504	8411740993.820289	0.00010363739723608937	363.0	Chihuahua Municipality	2016.0	8581816.0		920464.0	URB				1800000000.0	1100000000.0									320000000.0	140000000.0					18000000.0				16000000.0					2000000000.0	610000000.0														POINT (-106.19876 28.82669)	2900000000.0	3104000000.0	181366.72	1579510.0283811819	1036058.6957821061	935385.8388073358	770.8929777090207	471.25072107060555	415.74282139928204
59	coyamedelsotol, chihuahua	Chihuahua	CoyamedelSotol	796232.0	2375.0	793857.0	34231.194373616825	71.0	96307.81813281881	709	780	130539.01250643564	Chihuahua	CoyamedelSotol	0.12343894772977279	1930.9554593368357	11691211991.982815	1.6516298401405927e-07																																																			None				17752.97500112808	2831.5123577501486	10513.311795668049			
60	cuauhtémoc, chihuahua	Chihuahua	Cuauhtémoc	30856836.0	232715.0	30624121.0	9583618.451220268	12786.0	6306543.121567846	43086	55872	15890161.572788114	Chihuahua	Cuauhtémoc	37.29115832311691	174746.36790212584	3621152185.50612	4.8257117886831355e-05	211.0	Cuauhtémoc	2016.0	8581829.0		177692.0	URB				320000000.0	190000000.0									59000000.0	23000000.0					3100000.0				2900000.0					370000000.0	100000000.0														POINT (-106.89647 28.57033)	510000000.0	558000000.0	32603.940000000002	687662.7789420339	332024.992590408	407233.8976894724	2009.140119083871	918.3584946801153	1149.0327785214681
61	cusihuiriachi, chihuahua	Chihuahua	Cusihuiriachi	2705603.0	6175.0	2699428.0	217224.70072892908	381.0	290649.06789298187	2003	2384	507873.76862191095	Chihuahua	Cusihuiriachi	2.807768085865563	5974.930486721918	1615201473.7063863	3.6991858811342624e-06																																																			None				60329.18283106932	10820.019571072016	35726.94207255925			
62	delicias, chihuahua	Chihuahua	Delicias	13319448.0	367141.0	12952307.0	6871775.270246362	7104.0	2680284.8635704624	20205	27309	9552060.133816825	Chihuahua	Delicias	206.57251666927388	147699.34941853082	534996382.93408114	0.0002760754168252562	71.0	Delicias	2016.0	8581818.0		154232.0	URB				300000000.0	160000000.0									55000000.0	19000000.0					2700000.0				2700000.0					340000000.0	88000000.0														POINT (-105.44913 28.16948)	460000000.0	507400000.0	29647.382	296209.06799200637	196996.84022687146	175415.01006486616	899.1069970090659	564.4662258099937	491.6711636287688
63	dr.belisariodomínguez, chihuahua	Chihuahua	Dr.BelisarioDomínguez	1275314.0		1275314.0	65462.53014473444	138.0	136380.11203697394	895	1033	201842.6421817084	Chihuahua	Dr.BelisarioDomínguez	2.340860818611405	3197.615878223179	1037691571.3684044	3.08147041611457e-06																																																			None					4348.890475803738				
64	galeana, chihuahua	Chihuahua	Galeana	1451116.0		1451116.0	157192.3710644543	290.0	251019.09469291405	1761	2051	408211.46575736837	Chihuahua	Galeana	3.8741135926519807	9061.551693212983	1736421496.5636165	5.218520797597716e-06																																																			None					8737.398706627662				
65	gómezfarías, chihuahua	Chihuahua	GómezFarías	2605982.0		2605982.0	30137.462113348414	61.0	104054.43070764918	787	848	134191.8928209976	Chihuahua	GómezFarías	9.687245835728522	9648.496852385608	856624379.8647238	1.1263392776550764e-05																																																			None					2922.541575451054				
66	granmorelos, chihuahua	Chihuahua	GranMorelos	1095726.0		1095726.0	132058.90620850254	251.0	263648.63955050806	1857	2108	395707.54575901054	Chihuahua	GranMorelos	5.049466284805038	3261.9552199840546	486850309.6500203	6.700119431635898e-06																																																			None					8517.204489753673				
67	guadalupe, chihuahua	Chihuahua	Guadalupe	1214085.0	714.0	1213371.0	19413.503012850604	34.0	92933.29470985176	979	1013	112346.79772270237	Chihuahua	Guadalupe	0.5176119714438787	4211.290999667397	6013110930.290014	7.003514567565587e-07																																																			None				27076.311585988202	2460.3650577055787	16034.591721222212			
68	guerrero, chihuahua	Chihuahua	Guerrero	9337371.0	11920.0	9325451.0	1062885.4848020184	1468.0	1267667.389847337	9230	10698	2330552.874649355	Chihuahua	Guerrero	5.459946139679786	41440.99120016958	5751238147.969264	7.205577326823477e-06	383.0	Guerrero Municipality	2016.0	8581828.0		43459.0	URB				87000000.0	14000000.0									16000000.0	1700000.0					230000.0				790000.0					100000000.0	7500000.0														POINT (-107.50377 28.42888)	101000000.0	126220000.0	7375.0346	208225.40675632525	49497.091459092815	123311.0858810958	2723.3820998795754	571.1438541467021	1572.0068795486843
69	hidalgodelparral, chihuahua	Chihuahua	HidalgodelParral	7762280.0	43244.0	7719036.0	1916967.5748064986	2631.0	3293875.855489559	35595	38226	5210843.430296058	Chihuahua	HidalgodelParral	43.14464680738788	109069.66712907655	1930608245.6208775	5.6494976324935406e-05	558.0	Hidalgo del Parral	2016.0	8583642.0		117316.0	URB				220000000.0	130000000.0									41000000.0	16000000.0					2200000.0				2000000.0					250000000.0	74000000.0														POINT (-105.70722 27.07964)	350000000.0	385200000.0	22507.236	173022.70237992003	111742.61878644137	102464.04434938863	668.7425607476637	396.4741951719054	355.2493444747663
70	ignaciozaragoza, chihuahua	Chihuahua	IgnacioZaragoza	1865199.0	3799.0	1861400.0	165395.44971049787	284.0	467719.9245130956	3584	3868	633115.3742235934	Chihuahua	IgnacioZaragoza	1.8614731025999147	7144.333767778473	2870287473.17246	2.489065584738107e-06																																																			None				41591.03328331236	13734.322143905354	24630.20991037758			
71	janos, chihuahua	Chihuahua	Janos	4112060.0	4678.0	4107382.0	432881.09831160743	686.0	626555.8601711285	4495	5181	1059436.958482736	Chihuahua	Janos	1.425568678304361	14342.646472420176	7433854564.715846	1.9293687208378165e-06																																																			None				91701.167689008	22618.114746439584	54305.43150543053			
72	juárez, chihuahua	Chihuahua	Juárez	93454798.0	9392936.0	84061862.0	21552171.007962465	22926.0	17379511.49559325	158686	181612	38931682.503555715	Chihuahua	Juárez	274.698419615767	1327617.462003002	3556216569.1853766	0.0003733230066770426																																																			None				2062409.6881149344	817979.6781341492	1221359.017301664			
73	julimes, chihuahua	Chihuahua	Julimes	1300891.0	11193.0	1289698.0	174308.04267220624	258.0	286063.8345041573	2237	2495	460371.87717636355	Chihuahua	Julimes	0.9710582603178584	5309.746567418049	4134458517.905415	1.2842664993306197e-06																																																			None				28987.896002489644	9860.779968283598	17166.632012674367			
74	lacruz, chihuahua	Chihuahua	LaCruz	880866.0		880866.0	124837.2426805343	233.0	216634.22634335447	1592	1825	341471.46902388876	Chihuahua	LaCruz	3.3217835144096406	4630.566219087039	1056301642.4489988	4.383753686448154e-06																																																			None					7324.428101248754				
75	madera, chihuahua	Chihuahua	Madera	4031022.0	6415.0	4024607.0	194929.60883294535	355.0	589559.2260392056	4771	5126	784488.8348721509	Chihuahua	Madera	2.3151639921888045	26960.08468903863	8769469339.789125	3.0743119845022374e-06																																																			None				89889.70543714368	17041.47626583538	53232.68355987648			
76	manuelbenavides, chihuahua	Chihuahua	ManuelBenavides	569170.0	986.0	568184.0	44474.099258817136	81.0	158530.02967110963	1247	1328	203004.12892992675	Chihuahua	ManuelBenavides	0.23446015503984177	1568.0695169064618	5041499640.930873	3.11032357153343e-07																																																			None				12692.009281374001	4423.800451740582	7516.2078964296825			
77	matachí, chihuahua	Chihuahua	Matachí	855603.0		855603.0	93333.60051260231	164.0	150392.61203289052	1126	1290	243726.21254549283	Chihuahua	Matachí	3.132035381586485	3031.810249375718	729593624.2175944	4.155477993145825e-06																																																			None					5217.952931604808				
78	meoqui, chihuahua	Chihuahua	Meoqui	5287586.0	37034.0	5250552.0	1834212.6678996133	2248.0	1349871.606552549	9913	12161	3184084.2744521624	Chihuahua	Meoqui	79.31266485950576	45287.531634777784	430841569.85486853	0.0001051141180504777	520.0	Meoqui	2016.0	8581833.0		48107.0	URB				90000000.0	21000000.0									17000000.0	2600000.0					360000.0				820000.0					100000000.0	12000000.0														POINT (-105.52765 28.33926)	111000000.0	132780000.0	7758.3354	117843.61051763066	66732.62849722244	69786.98614854088	1418.929054261184	760.1410619244748	799.5097859334734
79	namiquipa, chihuahua	Chihuahua	Namiquipa	9829589.0	29193.0	9800396.0	1242608.9764239488	1925.0	1973875.0196439729	13935	15860	3216483.9960679216	Chihuahua	Namiquipa	3.9016585716558545	25356.8790571914	4876562014.70615	5.199745021333302e-06																																																			None				219163.11240092077	68836.55936938869	129788.39516382526			
80	nuevocasasgrandes, chihuahua	Chihuahua	NuevoCasasGrandes	8095095.0	159107.0	7935988.0	1978395.633104187	2847.0	2552470.8085151687	19172	22019	4530866.441619355	Chihuahua	NuevoCasasGrandes	18.14369541100526	63775.08936968349	2609903095.0688553	2.4435807402267154e-05	554.0	Nuevo Casas Grandes	2016.0	8581838.0		66400.0	URB				130000000.0	65000000.0									24000000.0	8000000.0					1100000.0				1200000.0					150000000.0	36000000.0														POINT (-107.84862 30.48953)	195000000.0	220300000.0	12872.129	180175.0171601322	96433.53098515575	106699.64516223028	1299.7297351520654	649.1653555146607	728.919949157053
81	ojinaga, chihuahua	Chihuahua	Ojinaga	6592155.0	21523.0	6570632.0	935732.7119430875	1385.0	1390348.4604848262	10628	12013	2326081.1724279136	Chihuahua	Ojinaga	3.543307070478643	32159.05497166416	6806055542.762066	4.725065020349984e-06																																																			None				146975.88786019382	49694.24247634859	87039.12079080677			
82	praxedisg.guerrero, chihuahua	Chihuahua	PraxedisG.Guerrero	1371029.0		1371029.0	48741.3160351108	81.0	127081.87219428435	1044	1125	175823.18822939516	Chihuahua	PraxedisG.Guerrero	5.321403414271251	2666.023110549897	370570982.22031265	7.19436555602966e-06																																																			None					3807.6151718002493				
83	rivapalacio, chihuahua	Chihuahua	RivaPalacio	4618838.0		4618838.0	846274.5552790411	1556.0	870965.8078647318	5357	6913	1717240.3631437728	Chihuahua	RivaPalacio	2.7046551412695816	8146.4212855039805	2270983201.429885	3.5871781351683835e-06																																																			None					36324.01761066566				
84	rosales, chihuahua	Chihuahua	Rosales	2554440.0	24475.0	2529965.0	525987.7213312	878.0	764633.3514125524	5780	6658	1290621.0727437523	Chihuahua	Rosales	6.995120602514233	17760.611209783638	1933544192.8508415	9.185521218212848e-06																																																			None				56915.0364560436	27556.868732456598	33705.08458926902			
85	santaisabel, chihuahua	Chihuahua	SantaIsabel	1618308.0		1618308.0	81964.40344988593	138.0	174711.7799103328	1241	1379	256676.18336021874	Chihuahua	SantaIsabel	4.526199703499422	4005.6867375969887	671942939.6643413	5.961349544944943e-06																																																			None					5533.324215765455				
86	satevó, chihuahua	Chihuahua	Satevó	1356062.0		1356062.0	39791.715701154564	79.0	117211.95411651455	851	930	157003.6698176691	Chihuahua	Satevó	0.7296426484996807	3429.3204479484993	3570990959.021563	9.603273957568683e-07																																																			None					3408.7758070129116				
87	saucillo, chihuahua	Chihuahua	Saucillo	4241641.0	31106.0	4210535.0	858592.2088233646	1191.0	772146.8960659589	5668	6859	1630739.1048893235	Chihuahua	Saucillo	8.94234049482258	35849.84304374373	3052251464.92205	1.1745376636147926e-05	307.0	Saucillo	2016.0	8581851.0		36610.0	URB				67000000.0	13000000.0									12000000.0	1600000.0					220000.0				610000.0					76000000.0	7200000.0														POINT (-105.31508 28.05878)	80000000.0	97630000.0	5704.5209	94529.53269198324	34366.002851463054	55980.389260192474	1557.098542525863	502.434515604335	881.3337568838159
88	temósachic, chihuahua	Chihuahua	Temósachic	1379623.0		1379623.0	95994.67972522079	166.0	293422.61754842347	2270	2436	389417.29727364425	Chihuahua	Temósachic	1.049097274478681	5968.314394509216	4289993243.2581124	1.3912176677407707e-06																																																			None					8461.116850374226				
89	abasolo, coahuila	Coahuila	Abasolo	352228.0		352228.0	17095.21356112658	33.0	45361.48129178479	324	357	62456.69485291137	Coahuila	Abasolo	0.9127897741143816	890.8828195356364	747314436.4181838	1.192112417639841e-06																																																			None					1353.069081009079				
90	acuña, coahuila	Coahuila	Acuña	10892281.0	486354.0	10405927.0	2764227.5419067577	3004.0	3747754.031310948	38019	41023	6511981.573217706	Coahuila	Acuña	9.48530199275066	145201.0029050271	11493799937.69717	1.2632985060823906e-05	470.0	Acuña	2016.0	8583597.0		147985.0	URB				280000000.0	130000000.0									51000000.0	16000000.0					2200000.0				2500000.0					320000000.0	72000000.0														POINT (-101.40505 29.34755)	410000000.0	463700000.0	27093.991	241797.13474501047	138783.92520676437	143192.26319599518	792.4382337951262	412.231384467369	428.50192205347366
91	allende, coahuila	Coahuila	Allende	2259887.0	6859.0	2253028.0	500276.7645043324	837.0	882975.6829920445	6491	7328	1383252.447496377	Coahuila	Allende	74.59029992151375	25136.931073550135	251994227.89898014	9.975201131839841e-05																																																			None				50386.693389031076	29682.876221981853	29838.9998249842			
92	arteaga, coahuila	Coahuila	Arteaga	4819502.0	538693.0	4280809.0	1608673.5730291163	1412.0	2310584.058034442	25403	26815	3919257.631063558	Coahuila	Arteaga	13.180399785876231	27823.823947984725	1642405935.81786	1.6940893442478607e-05																																																			None				106232.53524165649	83655.94860008609	62910.907370108966			
93	candela, coahuila	Coahuila	Candela	532345.0		532345.0	47522.47093663656	78.0	103324.79039452589	763	841	150847.26133116244	Coahuila	Candela	0.6966098224852986	1923.3397198819093	2126822193.6097612	9.043255828629049e-07																																																			None					3253.417954045421				
