	municipality	NAME_x	LABEL_x	FIPSCODE_x	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	NAME_y	LABEL_y	FIPSCODE_y	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
1020	hope township-39160	Hope	Hope Township	39160	451004.0		451004.0	30379.067503547936	59	167356.86557098344	1137	1196	197735.93307453138	Hope	Hope Township	39160	13.03416758099782	1264.3142553567886	60482495.59202964	2.090380436490123e-05																																																			None					7379.748892289648				
1021	addison township-00400	Addison	Addison Township	00400	1481574.0	13846.0	1467728.0	305568.31041529705	632	559780.7812931051	3229	3861	865349.0917084021	Addison	Addison Township	00400	41.977644677097736	6212.6914122104645	94827545.30276003	6.551568315276889e-05	8.0	Leonard	2015.0	4999097.0		414.0	RUR				4680000.0	1404000.0		2448000.0							12368800.08	1427169.24		2378615.4		117711.1653328	89562.843188		111313.8193908																						POINT (-83.14271 42.86531)	8532000.0	16493172.547911601	859.7890849226317	54114.277567783676	33248.644113259965	32046.47517564149	6193.90143661258	3767.069807736842	3627.2484307619698
1022	dafter township-19540	Dafter	Dafter Township	19540	384590.0	1580.0	383010.0	60661.0215991993	95	162531.44780122285	1216	1311	223192.46940042215	Dafter	Dafter Township	19540	5.5900263870816405	1145.9554093517363	124088052.83485183	9.235018063156189e-06																																																			None				14035.9776590124	8475.36783273414	8312.105969667142			
1023	springvale township-75900	Springvale	Springvale Township	75900	434845.0	4720.0	430125.0	27315.933923396773	61	222808.02930093964	1551	1612	250123.96322433642	Springvale	Springvale Township	75900	11.020315181244536	2104.8801996177062	121865766.70964342	1.7272120435862682e-05																																																			None				15886.2727862046	9273.605562750712	9407.850743990362			
1024	hope township-39120	Hope	Hope Township	39120	858957.0	1031.0	857926.0	60871.450363027325	119	328260.7772995924	2311	2430	389132.22766261967	Hope	Hope Township	39120	22.75614165342771	3254.1282564401627	93617043.00357811	3.475999830838267e-05																																																			None				31334.66597601288	14528.895824834406	18556.389190994825			
1025	clyde township-16760	Clyde	Clyde Township	16760	1426034.0	8217.0	1417817.0	127650.69790627119	272	529323.6735938115	3042	3314	656974.3715000827	Clyde	Clyde Township	16760	35.5890947650343	5302.77511999011	93204386.96044801	5.68940507300411e-05																																																			None				52057.48360076315	24666.551969301334	30828.441788371936			
1026	slagle township-74220	Slagle	Slagle Township	74220	136752.0	379.0	136373.0	11818.435189994309	21	85287.89596739072	647	668	97106.33115738504	Slagle	Slagle Township	74220	3.4234764561750293	527.2153742509545	92703973.23265474	5.687084985320179e-06																																																			None				4989.88523292012	3607.015675250324	2955.0100349352947			
1027	clay township-16180	Clay	Clay Township	16180	2099512.0	11583.0	2087929.0	161175.1456924924	236	692206.7016084965	4671	4907	853381.847300989	Clay	Clay Township	16180	52.40460482689419	7336.644675765187	101643469.52850421	7.21801873725665e-05																																																			None				76640.01045724763	32015.208020404338	45386.21419278204			
1028	wells township-85240	Wells	Wells Township	85240	1759778.0	122205.0	1637573.0	304353.00316956016	322	510346.9599096102	3250	3572	814699.9630791703	Wells	Wells Township	85240	27.12797867547382	4476.11648145318	103674750.04153639	4.3174605963938787e-05																																																			None				64859.35633788781	31394.59681115584	38409.71082329716			
1029	dayton township-19960	Dayton	Dayton Township	19960	828430.0	23427.0	805003.0	191446.80485402187	261	219667.05345798357	1400	1661	411113.85831200547	Dayton	Dayton Township	19960	16.767666650425856	2632.5236641168594	88328338.10927473	2.9803840086519605e-05																																																			None				30344.856884114757	16051.324529621961	17970.22424677276			
1030	kimball township-43160	Kimball	Kimball Township	43160	2326909.0	117230.0	2209679.0	264282.26282807253	363	840195.4829956742	5297	5660	1104477.7458237468	Kimball	Kimball Township	43160	57.865013720173586	8795.482085466385	97053543.36144525	9.062504861579748e-05																																																			None				85517.02311911459	41742.578728421126	50643.18109113965			
1031	mottville township-55780	Mottville	Mottville Township	55780	643027.0	63234.0	579793.0	172952.08397236685	163	139231.61812261053	911	1074	312183.7020949774	Mottville	Mottville Township	55780	19.100045303382526	1566.203714877367	51668141.077047564	3.0312755253606725e-05																																																			None				23802.30953820252	12340.939450322923	14095.727708523531			
1032	powell township-66120	Powell	Powell Township	66120	292605.0	2797.0	289808.0	32113.32802607473	57	134086.2559295194	1047	1104	166199.58395559413	Powell	Powell Township	66120	1.1176928549942593	782.3849984959816	419407457.22529817	1.865453236506709e-06																																																			None				10687.700391975359	6239.086864791602	6329.256172127807			
1033	pleasant plains township-64880	Pleasant Plains	Pleasant Plains Township	64880	477728.0	24610.0	453118.0	53462.58612430196	62	80678.96022529514	629	691	134141.5463495971	Pleasant Plains	Pleasant Plains Township	64880	10.630797872060377	1488.3117020884529	91311274.89104974	1.6299320142712583e-05																																																			None				17560.135465189196	5187.658516829066	10399.11222248504			
1034	boon township-09580	Boon	Boon Township	09580	205839.0	310.0	205529.0	29544.398590095247	48	94433.5370757806	700	748	123977.93566587583	Boon	Boon Township	09580	4.54826139587147	750.4631303187925	93262525.78954968	8.046781104902093e-06	487.0	Harrietta	2015.0	4995371.0		145.0	RUR				2988000.0	82800.0		6840000.0							6945556.968	50426.64648		2473760.016		62693.9902316	7548.86821156		153536.302608																						POINT (-85.69784 44.31001)	9910800.0	9693522.791531159	505.32334312251925	7509.333605318999	4684.946308959508	4447.0273610699105	1386.0452633984708	827.1185217785614	780.0360049845742
1035	albee township-00920	Albee	Albee Township	00920	685961.0	206.0	685755.0	71264.70006319207	139	212140.14462730032	1365	1504	283404.8446904924	Albee	Albee Township	00920	13.964072120121934	2150.467106498778	93678204.73105852	2.2955895799589352e-05																																																			None				25020.381720115078	10730.035454194707	14817.070054652148			
1036	homer township-38940	Homer	Homer Township	38940	815571.0	13082.0	802489.0	180143.55107246194	228	252833.09777442185	1745	1973	432976.6488468838	Homer	Homer Township	38940	20.47573330615248	2866.602662861347	93759719.57538995	3.0573925304420094e-05	369.0	Homer	2015.0	4996369.0		1631.0	RUR				19080000.0	6120000.0		64800000.0							44717969.52	5898966.192		80872923.6		409430.140288	422224.832172		1919203.7826																						POINT (-84.80886 42.14588)	90000000.0	134240718.06706	6997.9686328358375	29818.74970782396	16786.345890465975	17658.663576973348	326.1057925854162	139.87455176208076	152.33985036908345
1037	ingallston township-40600	Ingallston	Ingallston Township	40600	409781.0	1040.0	408741.0	51164.57313394437	102	161815.2738412626	1156	1258	212979.84697520695	Ingallston	Ingallston Township	40600	2.499762149968822	759.9276935905218	185321146.8249023	4.100598914966392e-06																																																			None				14951.795519115	8050.46613956012	8854.453306419902			
1038	hadley township-35840	Hadley	Hadley Township	35840	1228884.0	870.0	1228014.0	133950.98578760412	288	513259.3946532494	2982	3270	647210.3804408535	Hadley	Hadley Township	35840	28.358552231010815	3998.555864572525	93338813.94976884	4.283915442427183e-05																																																			None				44826.2268630228	24345.20050944135	26546.0915482821			
1039	columbia township-17420	Columbia	Columbia Township	17420	428576.0	2280.0	426296.0	76104.60709330573	139	152812.38835548147	954	1093	228916.9954487872	Columbia	Columbia Township	17420	8.537307770999327	1246.4469345659018	93213043.8936864	1.3372022653691362e-05	309.0	Unionville	2015.0	5012957.0		492.0	RUR				5760000.0	2700000.0		43200.0							14271692.4	2473760.016		34252.06176		140741.610724	179125.686376		15353.6302608																						POINT (-83.46607 43.65363)	8503200.0	17114925.4051208	892.2010613689473	15644.154689467197	8769.398076782203	9264.468407102473	1653.4337681086831	882.8948267923927	938.383477473962
1040	scipio township-71980	Scipio	Scipio Township	71980	544713.0	11712.0	533001.0	112358.72622639638	118	197580.15234652744	1335	1453	309938.87857292383	Scipio	Scipio Township	71980	15.439739837646485	1929.9674797058105	76334896.13405964	2.5282899138506643e-05																																																			None				19932.10970843196	11924.629501250882	11803.795369333406			
1041	huron township-40040	Huron	Huron Township	40040	3434767.0	485586.0	2949181.0	583159.3685819859	766	1302941.098143662	8399	9165	1886100.4667256481	Huron	Huron Township	40040	99.72544635716197	15357.718739002943	92872450.40852664	0.00016536355691539875																																																			None				127957.30662064427	72010.90327297861	75776.31698074553			
1042	assyria township-03860	Assyria	Assyria Township	03860	651358.0	1132.0	650226.0	68597.17047025569	135	249850.84619110398	1662	1797	318448.01666135964	Assyria	Assyria Township	03860	13.703981759700369	1932.261428117752	94137833.67546263	2.052587522652333e-05																																																			None				23763.407844112557	11993.451791952315	14072.690125283454			
1043	coldwater township-17040	Coldwater	Coldwater Township	17040	1171713.0	85982.0	1085731.0	181772.73730861014	289	330327.45862805337	2053	2342	512100.19593666354	Coldwater	Coldwater Township	17040	33.46224174453217	3446.6108996868134	70021659.61858502	4.922206812093355e-05																																																			None				43210.77322543956	19681.232839210446	25589.419904105303			
1044	white pigeon township-86940	White Pigeon	White Pigeon Township	86940	1281605.0	103334.0	1178271.0	243991.8035078913	305	368778.86796336883	2395	2700	612770.6714712601	White Pigeon	White Pigeon Township	86940	31.9597493854436	3515.572432398796	71371332.8470172	4.9257486054440714e-05	50.0	White Pigeon	2015.0	5014852.0		1511.0	RUR				17280000.0	8640000.0		14400000.0	612000.0						40912184.88	9038738.52		32349169.44	171260.3088	371046.064636	562966.442896		550171.751012	255893.83768																					POINT (-85.64332 41.79811)	40320000.0	83784277.098544	4367.674365147099	47314.665618802916	23696.421538413408	28019.744979455085	983.2919687502713	442.54093957884464	541.5255038939106
1045	dundee township-23400	Dundee	Dundee Township	23400	1742322.0	270743.0	1471579.0	508803.86371107545	386	599356.978694619	3799	4185	1108160.8424056945	Dundee	Dundee Township	23400	34.45143951557169	6924.7393426299095	125968526.45438083	5.4971980204417856e-05	447.0	Dundee	2015.0	4991330.0		4002.0	URB				46800000.0	61200000.0		118800000.0							114173539.2	72309908.16		266404924.8		1049164.734488	3198672.971		4478142.1594																						POINT (-83.65966 41.95727)	226800000.0	461614352.02488804	24063.956171057413	65042.50697770643	43226.50528060912	38518.17263219774	170.2901655710934	79.63174871719221	60.06583605120148
1046	sturgis township-76980	Sturgis	Sturgis Township	76980	559529.0	15837.0	543692.0	92177.94794564293	124	184718.61711448221	1159	1283	276896.56506012514	Sturgis	Sturgis Township	76980	32.46708152075888	2305.1627879738808	45531371.15386127	5.062801162267199e-05																																																			None				20495.26494068976	10608.083997392787	12137.295897876476			
1047	rockland township-69140	Rockland	Rockland Township	69140	84854.0		84854.0	4341.707249658899	11	40874.94189547975	330	341	45216.649145138654	Rockland	Rockland Township	69140	0.5138964442036619	209.66974923509403	243924459.82095367	8.59568365505438e-07																																																			None					1673.1625687918295				
1048	denver township-21700	Denver	Denver Township	21700	447052.0	4573.0	442479.0	83278.2144788236	94	194776.79756325754	1365	1459	278055.01204208116	Denver	Denver Township	21700	14.51685214916865	2177.5278223752975	92633067.19240849	2.350702495743066e-05	43.0	Hesperia	2015.0	4995865.0		935.0	RUR				10440000.0	3528000.0		468000.0							25689046.32	3520350.792		951446.16		243099.145796	217509.762028		48619.8291592																						POINT (-86.03951 43.5689)	14436000.0	30670072.0089832	1598.830853828294	16330.69072446084	10601.215913414162	9671.035047025709	921.4145345868255	563.0605037443614	504.88168738231803
1049	lincoln township-47620	Lincoln	Lincoln Township	47620	383625.0	23105.0	360520.0	16711.655355446186	34	154182.59202381797	1253	1287	170894.24737926415	Lincoln	Lincoln Township	47620	12.031172686147613	1852.8005936667323	93052369.3241364	1.991137471430449e-05																																																			None				14119.5842221824	6325.309922081729	8361.617776376417			
1050	seneca township-72440	Seneca	Seneca Township	72440	447680.0	31525.0	416155.0	83302.03933615415	134	126252.41318567352	862	996	209554.45252182768	Seneca	Seneca Township	72440	7.661491721687895	1264.1461340785027	103975781.28316364	1.2158082569591622e-05																																																			None				16502.352543261	8102.9076104910455	9772.693176119164			
1051	south haven township-75000	South Haven	South Haven Township	75000	1013156.0	166001.0	847155.0	172493.6675120733	215	343364.2198920213	2268	2483	515857.8874040946	South Haven	South Haven Township	75000	63.04456158840295	4160.941064834595	45413554.89454066	9.162332864047157e-05																																																			None				37869.33017182068	19767.074039193714	22426.217327752205			
1052	helena township-37500	Helena	Helena Township	37500	433155.0		433155.0	54885.158522255224	107	177012.65097059592	1257	1364	231897.80949285114	Helena	Helena Township	37500	13.42750187290002	1114.4826554507017	59740569.218543746	1.8655373894642457e-05																																																			None					8761.001290056818				
1053	rome township-69360	Rome	Rome Township	69360	602644.0	7148.0	595496.0	138496.44845628168	206	225143.46539338343	1407	1613	363639.91384966514	Rome	Rome Township	69360	12.148516485290806	1664.3467584848404	93023355.61419415	1.7891708458546326e-05																																																			None				22019.85289112544	14027.54451701543	13040.156882124484			
1054	orleans township-61160	Orleans	Orleans Township	61160	789440.0	8584.0	780856.0	102931.90967021462	126	263533.7633439295	1881	2007	366465.6730141441	Orleans	Orleans Township	61160	17.408985041720527	2437.2579058408737	93946291.72834527	2.5943098561978785e-05																																																			None				28840.840655065917	13934.317286679036	17079.545835930036			
1055	moffatt township-54800	Moffatt	Moffatt Township	54800	350912.0	3876.0	347036.0	34216.49538518725	68	176584.3134706751	1294	1362	210800.80885586236	Moffatt	Moffatt Township	54800	8.28060434647482	1068.1979606952518	83124579.74919437	1.2850566750752261e-05																																																			None				12820.30302588048	7877.447686600361	7592.183451926419			
1056	warren township-84020	Warren	Warren Township	84020	724272.0	19984.0	704288.0	124030.37636239314	145	242100.79824988588	1664	1809	366131.174612279	Warren	Warren Township	84020	14.73564020595195	2372.438073158264	90482538.26151453	2.621984438921678e-05																																																			None				26526.870418763516	14038.566136470943	15709.212661991753			
1057	hartland township-37040	Hartland	Hartland Township	37040	2557017.0	165498.0	2391519.0	513564.96503846376	751	1032325.1355025793	5484	6235	1545890.100541043	Hartland	Hartland Township	37040	103.63944348812103	15545.916523218155	96590027.97642112	0.00016094742748198722																																																			None				94176.22200579684	59218.20326047162	55771.15867183288			
1058	loud township-49480	Loud	Loud Township	49480	133446.0		133446.0	6510.629931302346	15	69149.15642101542	580	595	75659.78635231777	Loud	Loud Township	49480	1.834782178128759	275.21732671931386	92880574.97828068	2.9631311690702935e-06																																																			None					2795.494477765802				
1059	colon township-17370	Colon	Colon Township	17370	1161126.0	19002.0	1142124.0	142785.92941482738	219	382189.6795472532	2760	2979	524975.6089620806	Colon	Colon Township	17370	22.501173073904855	3150.1642303466797	94367505.33221887	3.338187461093298e-05	179.0	Colon	2015.0	4989347.0		1153.0	RUR				19080000.0	4320000.0		12960000.0							46620861.84	3900929.256		29494830.96		435019.524056	307072.605216		511787.67536																						POINT (-85.32498 41.95838)	36360000.0	81270501.86063199	4236.631261994746	42454.946876902555	19935.660821606732	25141.819540501692	902.0920927849021	370.5545417757307	493.43893734721894
1060	ewing township-26840	Ewing	Ewing Township	26840	71879.0		71879.0	5386.9682994246605	12	37194.025151173875	331	343	42580.99345059854	Ewing	Ewing Township	26840	0.7061795799668099	151.82860969286412	126647776.53554934	1.1988257026387405e-06																																																			None					1582.8006976417453				
1061	logan township-49160	Logan	Logan Township	49160	317063.0	946.0	316117.0	46746.57204099872	83	113466.97115370144	853	936	160213.54319470015	Logan	Logan Township	49160	3.610605075103896	505.48471051454544	93223881.74340618	5.4222662804995125e-06																																																			None				11569.547517797879	6101.52184523696	6851.486040039903			
1062	yates township-89040	Yates	Yates Township	89040	195898.0		195898.0	14346.550415610838	25	84654.30694345736	701	726	99000.85735906819	Yates	Yates Township	89040	4.671974920022435	654.0764888031408	92196214.30181006	7.094396377946503e-06																																																			None					3690.0687184258554				
1063	mecosta township-52780	Mecosta	Mecosta Township	52780	633860.0	14981.0	618879.0	135879.19215659506	132	224183.9424680027	1595	1727	360063.1346245978	Mecosta	Mecosta Township	52780	18.43368317910603	2580.7156450748444	93130249.97149406	2.771082055363072e-05	130.0	Stanwood	2015.0	5011050.0		213.0	RUR				2520000.0	1224000.0		900000.0							6279544.656	1332024.624		1998036.936		58855.5826664	69091.3361736		39663.5448404																						POINT (-85.44921 43.57864)	4644000.0	9777216.6796804	509.6863055117392	23201.63546978628	13882.642197606949	13740.008525207435	4452.140251539856	2623.762056676879	2595.7774569619023
1064	meade township-52600	Meade	Meade Township	52600	406320.0	14313.0	392007.0	88405.35632590624	117	106036.81431213989	661	778	194442.1706380461	Meade	Meade Township	52600	5.648288948593601	875.4847870320082	92340709.92997806	9.481027248933739e-06																																																			None				14898.81939124644	7579.88000387875	8823.08084349614			
1065	merrill township-53160	Merrill	Merrill Township	53160	163558.0	482.0	163076.0	9308.522000994191	21	32989.99962498501	251	272	42298.5216259792	Merrill	Merrill Township	53160	4.51655879950683	632.3182319309562	92884927.65823607	6.807543999576866e-06																																																			None				5968.15635355056	1594.1423184960204	3534.3421925726416			
1066	ishpeming township-41240	Ishpeming	Ishpeming Township	41240	784891.0	34194.0	750697.0	75589.94508331864	92	296927.0686095316	2017	2109	372517.01369285025	Ishpeming	Ishpeming Township	41240	7.375768206111106	3038.8165009177756	237262336.61636898	1.2807833490366648e-05																																																			None				28816.273403138515	14004.120564878393	17064.997109338627			
1067	almer township-01620	Almer	Almer Township	01620	829811.0	47250.0	782561.0	97130.20333438824	154	216398.32806806895	1307	1461	313528.53140245716	Almer	Almer Township	01620	13.226519641030086	1891.3923086673021	87824608.5248242	2.153601752899004e-05																																																			None				30526.713140203796	11971.5048707019	18077.919521628686			
1068	climax township-16460	Climax	Climax Township	16460	843527.0	11938.0	831589.0	118341.24227547705	159	256037.58139809928	1607	1766	374378.82367357635	Climax	Climax Township	16460	15.915930006328045	2371.4735709428787	93805369.81066687	2.528078697125089e-05	428.0	Climax	2015.0	4989127.0		784.0	RUR				9000000.0	2520000.0		792000.0							22834707.84	2093181.552		1712603.088		217509.762028	179125.686376		46060.8907824																						POINT (-85.33499 42.23838)	12312000.0	27083188.8191864	1411.846633144187	30832.08250872204	14307.984787275887	18258.75926166519	2083.812447111121	913.4234449680953	1193.2537311792053
1069	bedford township-06720	Bedford	Bedford Township	06720	2109520.0	89662.0	2019858.0	212161.01346951554	273	785023.3388643704	5368	5641	997184.3523338859	Bedford	Bedford Township	06720	73.25771014316608	8644.409796893597	76906411.23904672	0.00011240167962101811																																																			None				77435.97766604857	37541.56355687739	45857.58597383396			
1070	cato township-14000	Cato	Cato Township	14000	892342.0	77811.0	814531.0	169591.9906426281	202	262233.91575227067	1738	1940	431825.9063948988	Cato	Cato Township	14000	18.8655270610253	2829.8290591537952	93317758.35235488	3.03246574833994e-05																																																			None				32976.09936186228	16686.137148600796	19528.44604209484			
1071	burns township-11880	Burns	Burns Township	11880	838918.0	5540.0	833378.0	123515.86722139778	203	349396.86299624835	2201	2404	472912.73021764617	Burns	Burns Township	11880	22.67296571127126	3219.561131000519	93062252.86543998	3.459577897448633e-05	476.0	Byron	2015.0	4987586.0		555.0	RUR				5760000.0	1620000.0		2844000.0							14271692.4	1427169.24		1236880.008		140741.610724	118990.6345212		166330.994492																						POINT (-83.9444 42.82281)	10224000.0	17361804.887737203	905.0708887977404	30628.664597559593	17930.39952594623	18138.29517467479	3284.117749963815	1881.1044358927784	1904.0745315285708
1072	day township-19920	Day	Day Township	19920	486684.0	5843.0	480841.0	120368.07788096443	140	139174.55732275164	928	1068	259542.63520371608	Day	Day Township	19920	8.67923517250701	1319.2437462210655	91613295.55422658	1.4400134153455876e-05	341.0	McBride	2015.0	5001238.0		206.0	RUR				2556000.0	1512000.0		320400.0	13320.0						6374689.272	1427169.24		704070.1584	3615.495408	60135.0518548	97239.6583184		16633.0994492	5373.77059128																					POINT (-85.0428 43.3542)	4388400.0	8679936.480022399	452.4850887035676	17783.20912213404	10130.719559337409	10531.21644212778	3830.120476032789	2138.906830800396	2227.417345906618
1073	rudyard township-70220	Rudyard	Rudyard Township	70220	477759.0	6776.0	470983.0	103538.10441042483	149	180787.54110276475	1427	1576	284325.6455131896	Rudyard	Rudyard Township	70220	3.4949912227207927	1370.0365593065508	233589435.8080279	5.865147773345775e-06																																																			None				17462.83465733508	10941.747189673151	10341.490684073833			
1074	burlington township-11840	Burlington	Burlington Township	11840	583142.0	8816.0	574326.0	113882.81533821883	166	176677.74569921973	1112	1278	290560.5610374386	Burlington	Burlington Township	11840	9.56957693121263	1339.7407703697681	92279201.8819275	1.4518339377100213e-05	200.0	Clifford	2015.0	4989125.0		324.0	RUR				3600000.0	396000.0		6120000.0							9038738.52	313977.2328		13320246.24		84444.9664344	30707.2605216		255893.83768																						POINT (-83.17911 43.31475)	10116000.0	23044008.057435997	1201.2841400341385	21317.757285361677	11226.250710476568	12624.375864391184	1674.5807652763865	834.520846180283	950.9067291966762
1075	cooper township-17980	Cooper	Cooper Township	17980	2284750.0	92899.0	2191851.0	276058.4641316434	348	773981.6852027493	4562	4910	1050040.1493343927	Cooper	Cooper Township	17980	62.75767270001498	9664.681595802307	94951358.55672134	0.00010178560625890246																																																			None				83845.05580998611	39822.05783263668	49653.04205067377			
1076	forest township-29420	Forest	Forest Township	29420	1251192.0	14605.0	1236587.0	138840.06367930112	244	490058.5045062083	2987	3231	628898.5681855094	Forest	Forest Township	29420	30.72672473859487	4885.5492334365845	93684248.48041962	5.214909990400023e-05	281.0	Otisville	2015.0	5004656.0		827.0	RUR				12600000.0	3420000.0		1872000.0							28543384.8	3139772.328		1807747.704		255893.83768	243099.145796		70370.805362																						POINT (-83.5244 43.16614)	17892000.0	34060268.620838	1775.5618032042848	45715.68050318099	23704.293095900564	27072.82599398378	2474.7163754412686	1235.030583172176	1424.747037536319
1077	pennfield township-63440	Pennfield	Pennfield Township	63440	1360545.0	27889.0	1332656.0	222305.86208310229	329	709908.8383239772	4642	4971	932214.7004070794	Pennfield	Pennfield Township	63440	64.7123899335985	9965.70804977417	90926594.73036276	0.00010960168561603859																																																			None				49777.46122388832	35227.90014757414	29478.21253678666			
1078	mancelona township-50640	Mancelona	Mancelona Township	50640	1128325.0	37798.0	1090527.0	180777.73584395507	191	443725.9397348458	3265	3456	624503.6755788008	Mancelona	Mancelona Township	50640	14.655676058847027	4440.669845830649	184918430.1700543	2.4014209085308208e-05	504.0	Mancelona	2015.0	5000615.0		1363.0	RUR				16200000.0	7920000.0		46800000.0	1260000.0						40912184.88	8277581.592		23786154.0	342520.6176	383840.75652	486198.291592		1189906.345212	511787.67536																					POINT (-85.06088 44.90223)	70920000.0	75035865.865324	3911.61968755934	41362.328018667235	23775.464225693315	24494.770652654734	957.4220226525988	507.81635549359976	526.2053218148689
1079	franklin township-30280	Franklin	Franklin Township	30280	226847.0	422.0	226425.0	12026.36818415602	23	113352.72054635358	883	906	125379.0887305096	Franklin	Franklin Township	30280	4.764567160087505	667.0394024122506	91898622.0522248	7.258426595702172e-06																																																			None				8276.18234670396	4639.363407718087	4901.155185718084			
1080	ida township-40260	Ida	Ida Township	40260	1294420.0	34716.0	1259704.0	180999.22244572017	320	502582.11160662584	2988	3308	683581.3340523461	Ida	Ida Township	40260	29.493915137222835	4129.148119211197	95710915.43012251	4.3141872592639054e-05																																																			None				47403.34623112608	25931.44241133546	28072.26163807286			
1081	little traverse township-48080	Little Traverse	Little Traverse Township	48080	865408.0	40603.0	824805.0	257842.44385795805	360	270445.40465531114	1641	2001	528287.8485132692	Little Traverse	Little Traverse Township	48080	31.012302709061924	2543.008822143078	47478272.97250765	5.356152747206307e-05																																																			None				31788.365446202035	20691.502295536324	18825.070017240843			
1082	london township-49180	London	London Township	49180	697526.0	23995.0	673531.0	92517.49167055494	200	313356.3323184009	1956	2156	405873.8239889559	London	London Township	49180	20.87419805575347	2943.2619258612394	92983977.19873345	3.165343120966577e-05																																																			None				25573.4941602114	15314.181183304903	15144.62324167719			
1083	leroy township-47060	Leroy	Leroy Township	47060	1146478.0	1220.0	1145258.0	121255.48821516565	220	420151.2808872848	2502	2722	541406.7691024505	Leroy	Leroy Township	47060	30.454964414819493	4690.064519882202	94444742.22666875	4.965935010575792e-05																																																			None				41822.541858006	20416.12575110371	24767.30928831115			
1084	argyle township-03460	Argyle	Argyle Township	03460	370666.0	95.0	370571.0	81565.26447057369	127	109569.918361235	757	884	191135.1828318087	Argyle	Argyle Township	03460	4.8677552812536	691.2212499380112	94123004.64706498	7.343807738925229e-06																																																			None				13519.9275826914	7421.510697956821	8006.5011144698465			
1085	haynes township-37380	Haynes	Haynes Township	37380	316467.0	122.0	316345.0	28003.562542519565	67	151902.98160873784	1066	1133	179906.54415125743	Haynes	Haynes Township	37380	3.70611407686221	563.3293396830559	90704881.08950676	6.210573597766669e-06																																																			None				11543.26152913596	6716.341510491189	6835.919477554315			
1086	summit township-77200	Summit	Summit Township	77200	3976277.0	207724.0	3768553.0	783134.9540218606	973	1532795.8321011516	9456	10429	2315930.786123012	Summit	Summit Township	77200	175.30127255535126	21912.659069418907	77781309.60619302	0.00028172139528586954																																																			None				146174.3420500537	88791.95148389135	86564.44536204179			
1087	crystal township-19100	Crystal	Crystal Township	19100	230656.0		230656.0	32780.80538642506	49	85333.20937544235	645	694	118114.01476186742	Crystal	Crystal Township	19100	5.558418690958725	778.1786167342216	93250644.37397552	8.345021334258967e-06																																																			None					4488.932655983346				
1088	republic township-68000	Republic	Republic Township	68000	491220.0	9129.0	482091.0	25930.885812466462	43	168751.91352324263	1407	1450	194682.7993357091	Republic	Republic Township	68000	2.04890623627882	1065.4312428649864	309666874.70192	3.4405722080882957e-06																																																			None				17966.788373144518	7243.840183534587	10639.932074576183			
1089	dover township-22840	Dover	Dover Township	22840	271669.0		271669.0	43585.56955966252	70	96525.58063296921	658	728	140111.15019263173	Dover	Dover Township	22840	3.7637886532095517	579.6234525942709	91434083.6226956	6.339249321796647e-06																																																			None					5350.87514984057				
1090	jordan township-41960	Jordan	Jordan Township	41960	246375.0	377.0	245998.0	25415.254236696743	44	116058.25803439834	884	928	141473.5122710951	Jordan	Jordan Township	41960	6.546882839898268	982.0324259847403	91237282.51183602	1.0763499294900013e-05																																																			None				8988.18410731176	5300.2772477611725	5322.802628350023			
1091	olive township-60440	Olive	Olive Township	60440	851360.0	382.0	850978.0	68585.56483127741	136	320706.05217342556	1898	2034	389291.617004703	Olive	Olive Township	60440	17.37642331634249	2432.6992642879486	92779974.7109217	2.6220089753932435e-05																																																			None				31053.996463754156	14577.28591075254	18390.17670583521			
1092	jerome township-41760	Jerome	Jerome Township	41760	984574.0	14238.0	970336.0	115382.79747684026	184	392695.0151655471	2523	2707	508077.81264238735	Jerome	Jerome Township	41760	32.84308750097241	4598.032250136137	92407522.0956114	4.9758203075488656e-05	480.0	Sanford	2015.0	5008936.0		846.0	RUR				12960000.0	4320000.0		432000.0							32349169.44	4281507.72		361549.5408		307072.605216	243099.145796		153536.302608																						POINT (-84.38055 43.67281)	17712000.0	37695934.754420005	1965.0890787479148	35989.223067008636	19168.096294759267	21312.817900282513	1731.4296006336615	875.4314194739966	984.5726094952543
