	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)	region	state	city	NAME	LABEL	FIPSCODE
40	metapa, chiapas			30924.14359616114	742.1794463078674		mexico	Chiapas	Metapa			
41	palenque, chiapas	305500000.0	17850.365	515110.591270205	12362.654190484918	30.742849289160656	mexico	Chiapas	Palenque			
42	saltodeagua, chiapas	119790000.0	6999.3297	306276.30018696026	7350.6312044870465	5.019073533384864	mexico	Chiapas	SaltodeAgua			
43	sancristóbaldelascasas, chiapas	570600000.0	33340.158	401144.9385922245	9627.478526213388	71.1234766007606	mexico	Chiapas	SanCristóbaldelasCasas			
44	suchiate, chiapas	103340000.0	6038.1562	67829.83829286162	1627.9161190286788	73.0395162843141	mexico	Chiapas	Suchiate			
45	tapachula, chiapas	1099100000.0	64220.413	815062.7377998107	19561.505707195454	69.54004997259133	mexico	Chiapas	Tapachula			
46	tuxtlachico, chiapas	96880000.0	5660.6984	232864.5279146605	5588.748669951851	1.271039807528854	mexico	Chiapas	TuxtlaChico			
47	tuxtlagutiérrez, chiapas	1993900000.0	116503.577	1145001.848920077	27480.04437408185	76.41270329915977	mexico	Chiapas	TuxtlaGutiérrez			
48	uniónjuárez, chiapas			38947.42236516987	934.7381367640768		mexico	Chiapas	UniónJuárez			
49	zinacantán, chiapas	75750000.0	4426.0725	197775.6480035747	4746.615552085793	7.242155479509036	mexico	Chiapas	Zinacantán			
50	ahumada, chihuahua			33384.073794732874	801.217771073589		mexico	Chihuahua	Ahumada			
51	aldama, chihuahua			73525.30354341176	1764.6072850418825		mexico	Chihuahua	Aldama			
52	aquilesserdán, chihuahua			71869.82399974794	1724.8757759939506		mexico	Chihuahua	AquilesSerdán			
53	ascensión, chihuahua			70601.29012647422	1694.4309630353814		mexico	Chihuahua	Ascensión			
54	bachíniva, chihuahua			31009.34227303893	744.2242145529344		mexico	Chihuahua	Bachíniva			
55	buenaventura, chihuahua			91973.3386944332	2207.3601286663966		mexico	Chihuahua	Buenaventura			
56	camargo, chihuahua	168720000.0	9858.3096	125524.27443980938	3012.582586555425	69.44118506325441	mexico	Chihuahua	Camargo			
57	casasgrandes, chihuahua			98918.2112627594	2374.037070306226		mexico	Chihuahua	CasasGrandes			
58	chihuahua, chihuahua	3104000000.0	181366.72	1819713.1762253544	43673.1162294085	75.91999445686149	mexico	Chihuahua	Chihuahua			
59	coyamedelsotol, chihuahua			11163.105873601762	267.9145409664423		mexico	Chihuahua	CoyamedelSotol			
60	cuauhtémoc, chihuahua	558000000.0	32603.94	422522.2813558749	10140.534752540996	68.89782415088177	mexico	Chihuahua	Cuauhtémoc			
61	cusihuiriachi, chihuahua			92152.50402167518	2211.660096520204		mexico	Chihuahua	Cusihuiriachi			
62	delicias, chihuahua	507400000.0	29647.382	364871.3069279289	8756.911366270293	70.46312093840093	mexico	Chihuahua	Delicias			
63	dr.belisariodomínguez, chihuahua			17877.677705644026	429.0642649354566		mexico	Chihuahua	Dr.BelisarioDomínguez			
64	galeana, chihuahua			28429.95773612816	682.3189856670758		mexico	Chihuahua	Galeana			
65	gómezfarías, chihuahua			31361.39560125921	752.673494430221		mexico	Chihuahua	GómezFarías			
66	granmorelos, chihuahua			15107.772303087697	362.5865352741047		mexico	Chihuahua	GranMorelos			
67	guadalupe, chihuahua			72377.84368140272	1737.0682483536652		mexico	Chihuahua	Guadalupe			
68	guerrero, chihuahua	126220000.0	7375.0346	178265.2597755024	4278.366234612058	41.98852660824048	mexico	Chihuahua	Guerrero			
69	hidalgodelparral, chihuahua	385200000.0	22507.236	224435.84641415175	5386.460313939642	76.06787295454829	mexico	Chihuahua	HidalgodelParral			
70	ignaciozaragoza, chihuahua			42384.63271636358	1017.231185192726		mexico	Chihuahua	IgnacioZaragoza			
71	janos, chihuahua			86462.22825649413	2075.093478155859		mexico	Chihuahua	Janos			
72	juárez, chihuahua			5354721.982751141	128513.3275860274		mexico	Chihuahua	Juárez			
73	julimes, chihuahua			24907.58305675227	597.7819933620544		mexico	Chihuahua	Julimes			
74	lacruz, chihuahua			30653.16654239488	735.675997017477		mexico	Chihuahua	LaCruz			
75	madera, chihuahua			103843.84842267082	2492.2523621441		mexico	Chihuahua	Madera			
76	manuelbenavides, chihuahua			8992.084779338877	215.81003470413305		mexico	Chihuahua	ManuelBenavides			
77	matachí, chihuahua			16629.44595756114	399.1067029814674		mexico	Chihuahua	Matachí			
78	meoqui, chihuahua	132780000.0	7758.3354	146269.33828361187	3510.464118806685	54.75235423816963	mexico	Chihuahua	Meoqui			
79	namiquipa, chihuahua			144280.0707499916	3462.721697999799		mexico	Chihuahua	Namiquipa			
80	nuevocasasgrandes, chihuahua	220300000.0	12872.129	93533.26098148127	2244.7982635555504	82.56078490546862	mexico	Chihuahua	NuevoCasasGrandes			
81	ojinaga, chihuahua			124403.50924536015	2985.684221888644		mexico	Chihuahua	Ojinaga			
82	praxedisg.guerrero, chihuahua			15483.50291218252	371.6040698923805		mexico	Chihuahua	PraxedisG.Guerrero			
83	rivapalacio, chihuahua			43932.144689483466	1054.3714725476034		mexico	Chihuahua	RivaPalacio			
84	rosales, chihuahua			90241.97747394066	2165.807459374576		mexico	Chihuahua	Rosales			
85	santaisabel, chihuahua			24284.58297415009	582.8299913796021		mexico	Chihuahua	SantaIsabel			
86	satevó, chihuahua			21100.867420045364	506.4208180810887		mexico	Chihuahua	Satevó			
87	saucillo, chihuahua	97630000.0	5704.5209	112663.20554683378	2703.9169331240105	52.60045531388955	mexico	Chihuahua	Saucillo			
88	temósachic, chihuahua			36662.174930191184	879.8921983245883		mexico	Chihuahua	Temósachic			
89	abasolo, coahuila			6924.302062904024	166.18324950969657		mexico	Coahuila	Abasolo			
90	acuña, coahuila	463700000.0	27093.991	386399.69269057305	9273.592624573752	65.77251160755996	mexico	Coahuila	Acuña			
91	allende, coahuila			31357.539202871536	752.580940868917		mexico	Coahuila	Allende			
92	arteaga, coahuila			182606.1893206208	4382.548543694898		mexico	Coahuila	Arteaga			
93	candela, coahuila			15210.418544599665	365.0500450703919		mexico	Coahuila	Candela			
94	castaños, coahuila			120934.35904501704	2902.424617080409		mexico	Coahuila	Castaños			
95	cuatrociénegas, coahuila			39813.70948192502	955.5290275662004		mexico	Coahuila	CuatroCiénegas			
96	escobedo, coahuila			16031.56444786119	384.7575467486685		mexico	Coahuila	Escobedo			
97	frontera, coahuila	232210000.0	13568.0303	292628.8592875987	7023.092622902369	48.23793529630923	mexico	Coahuila	Frontera			
98	generalcepeda, coahuila			70305.53002428726	1687.3327205828944		mexico	Coahuila	GeneralCepeda			
99	guerrero, coahuila			9023.097294392224	216.55433506541337		mexico	Coahuila	Guerrero			
100	hidalgo, coahuila			4871.049493986289	116.90518785567096		mexico	Coahuila	Hidalgo			
101	jiménez, coahuila			54929.9901738842	1318.3197641732208		mexico	Coahuila	Jiménez			
102	juárez, coahuila			11065.410452152226	265.5698508516534		mexico	Coahuila	Juárez			
103	lamadrid, coahuila			10221.337551041384	245.31210122499323		mexico	Coahuila	Lamadrid			
104	matamoros, coahuila	301170000.0	17597.3631	432255.9941416202	10374.143859398886	41.047168257846046	mexico	Coahuila	Matamoros			
105	monclova, coahuila	795800000.0	46498.594000000005	302736.5876841643	7265.678104419943	84.37441333297102	mexico	Coahuila	Monclova			
106	morelos, coahuila			33554.6019323533	805.3104463764791		mexico	Coahuila	Morelos			
107	múzquiz, coahuila	217560000.0	12712.0308	154887.07320764576	3717.289756983498	70.75770334836274	mexico	Coahuila	Múzquiz			
108	nadadores, coahuila			30001.83475071908	720.044034017258		mexico	Coahuila	Nadadores			
109	nava, coahuila			207465.0231851109	4979.160556442663		mexico	Coahuila	Nava			
110	ocampo, coahuila			65969.02720391052	1583.2566528938523		mexico	Coahuila	Ocampo			
111	piedrasnegras, coahuila	534900000.0	31254.207	546815.0346682392	13123.56083203774	58.0102581644841	mexico	Coahuila	PiedrasNegras			
112	progreso, coahuila			26850.87433190132	644.4209839656316		mexico	Coahuila	Progreso			
113	ramosarizpe, coahuila	293700000.0	17160.891	252869.24146537183	6068.861795168925	64.63550875552484	mexico	Coahuila	RamosArizpe			
114	sabinas, coahuila	219100000.0	12802.013	185477.23671970784	4451.453681272988	65.22848647886089	mexico	Coahuila	Sabinas			
115	sacramento, coahuila			10828.027704060138	259.8726648974433		mexico	Coahuila	Sacramento			
116	saltillo, coahuila	2488000000.0	145373.84	1598270.8383883303	38358.50012131993	73.61389083392174	mexico	Coahuila	Saltillo			
117	sanbuenaventura, coahuila			50448.76504139817	1210.770360993556		mexico	Coahuila	SanBuenaventura			
118	sanjuandesabinas, coahuila	138020000.0	8064.5086	83755.28193571	2010.12676645704	75.07440482539705	mexico	Coahuila	SanJuandeSabinas			
119	sierramojada, coahuila			42770.23039056501	1026.4855293735604		mexico	Coahuila	SierraMojada			
120	torreón, coahuila	2480000000.0	144906.4	1223844.094403851	29372.258265692428	79.73018564694698	mexico	Coahuila	Torreón			
121	villaunión, coahuila			27522.643297397917	660.54343913755		mexico	Coahuila	VillaUnión			
122	zaragoza, coahuila			36365.90431824324	872.7817036378376		mexico	Coahuila	Zaragoza			
123	armería, colima			86537.30342838026	2076.895282281126		mexico	Colima	Armería			
124	colima, colima	645300000.0	37704.879	324679.5939122161	7792.310253893185	79.33341662787676	mexico	Colima	Colima			
125	comala, colima			95510.1760729414	2292.244225750594		mexico	Colima	Comala			
126	coquimatlán, colima			121164.229551	2907.9415092240006		mexico	Colima	Coquimatlán			
127	cuauhtémoc, colima			113433.38817258534	2722.401316142048		mexico	Colima	Cuauhtémoc			
128	manzanillo, colima	617900000.0	36103.897	407012.7255935628	9768.30541424551	72.94390294143176	mexico	Colima	Manzanillo			
129	tecomán, colima	364800000.0	21315.264	316850.5244178037	7604.412586027289	64.32409851443882	mexico	Colima	Tecomán			
130	villadeálvarez, colima	425200000.0	24844.436	248608.4936205017	5966.603846892041	75.98414451069833	mexico	Colima	VilladeÁlvarez			
131	álvaroobregón, distritofederal	3234000000.0	188962.62	1552907.0981408332	37269.77035538	80.27664394398215	mexico	DistritoFederal	ÁlvaroObregón			
132	azcapotzalco, distritofederal	3032000000.0	177159.76	813660.3930157116	19527.84943237708	88.97726581229446	mexico	DistritoFederal	Azcapotzalco			
133	benitojuárez, distritofederal	2905200000.0	169750.836	695665.6655058783	16695.97597214108	90.16442194597435	mexico	DistritoFederal	BenitoJuárez			
134	coyoacán, distritofederal	2387000000.0	139472.41	1402064.2875080542	33649.5429001933	75.87369222329112	mexico	DistritoFederal	Coyoacán			
135	cuajimalpademorelos, distritofederal	916200000.0	53533.566	534694.2247570733	12832.66139416976	76.02875662314415	mexico	DistritoFederal	CuajimalpadeMorelos			
136	cuauhtémoc, distritofederal	39530000000.0	2309737.9	914664.4506624456	21951.946815898693	99.0495914356387	mexico	DistritoFederal	Cuauhtémoc			
137	cuauhtémoc, distritofederal	4354000000.0	254404.22	914664.4506624456	21951.946815898693	91.37123322250758	mexico	DistritoFederal	Cuauhtémoc			
138	gustavoa.madero, distritofederal	4061000000.0	237284.23	1883821.2190788607	45211.70925789265	80.9461803433407	mexico	DistritoFederal	GustavoA.Madero			
139	iztacalco, distritofederal	1338500000.0	78208.55500000001	611973.6916534076	14687.368599681784	81.22025320672172	mexico	DistritoFederal	Iztacalco			
140	iztapalapa, distritofederal	5830000000.0	340646.9	3172726.3271955573	76145.43185269338	77.64681497095867	mexico	DistritoFederal	Iztapalapa			
141	lamagdalenacontreras, distritofederal	762300000.0	44541.189	476737.5358808455	11441.70086114029	74.31208928630016	mexico	DistritoFederal	LaMagdalenaContreras			
142	miguelhidalgo, distritofederal	3535900000.0	206602.637	1040588.7205263982	24974.129292633555	87.91199877442341	mexico	DistritoFederal	MiguelHidalgo			
143	milpaalta, distritofederal	384600000.0	22472.178	481798.0795247448	11563.153908593877	48.54457850683688	mexico	DistritoFederal	MilpaAlta			
144	tláhuac, distritofederal	1101500000.0	64360.645	1151128.2248437444	27627.077396249868	57.074579665493	mexico	DistritoFederal	Tláhuac			
145	tlalpan, distritofederal	2469000000.0	144263.67	1309533.098828605	31428.794371886517	78.21433880623825	mexico	DistritoFederal	Tlalpan			
146	venustianocarranza, distritofederal	1727300000.0	100926.139	825388.6745950165	19809.3281902804	80.3724502031328	mexico	DistritoFederal	VenustianoCarranza			
147	xochimilco, distritofederal	1276000000.0	74556.68000000001	1059431.5152154348	25426.356365170435	65.89660864033856	mexico	DistritoFederal	Xochimilco			
148	durango, durango	1835900000.0	107271.637	1520731.626391827	36497.55903340384	65.97650594872171	mexico	Durango	Durango			
149	gómezpalacio, durango	1107000000.0	64682.01	819577.471645682	19669.85931949637	69.58990711714684	mexico	Durango	GómezPalacio			
150	lerdo, durango	399400000.0	23336.942	684860.5357077853	16436.652856986846	29.56809483870317	mexico	Durango	Lerdo			
151	nuevoideal, durango			114598.31978314117	2750.359674795388		mexico	Durango	NuevoIdeal			
152	abasolo, guanajuato	222070000.0	12975.5501	409185.2360794563	9820.445665906953	24.3157662663801	mexico	Guanajuato	Abasolo			
153	acámbaro, guanajuato	339300000.0	19825.299	403042.8864141799	9673.029273940318	51.208658825572726	mexico	Guanajuato	Acámbaro			
154	apaseoelalto, guanajuato	178120000.0	10407.5516	249566.3863112772	5989.593271470653	42.44954527565684	mexico	Guanajuato	ApaseoelAlto			
155	apaseoelgrande, guanajuato	235630000.0	13767.8609	438357.98124111874	10520.59154978685	23.585866924419243	mexico	Guanajuato	ApaseoelGrande			
156	atarjea, guanajuato			32816.61281638667	787.59870759328		mexico	Guanajuato	Atarjea			
157	celaya, guanajuato	1631000000.0	95299.33	1055105.6400644763	25322.535361547438	73.42842246472516	mexico	Guanajuato	Celaya			
