	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	NAME	LABEL	FIPSCODE	graced_emissions_2019(kgC/hr)	graced_emissions_2019(metric tonnes/year)	absolute_percent_error_graced (percent error)
1044	white pigeon township-86940	83784277.098544	4367.674365147099	White Pigeon	White Pigeon Township	86940	27182.24247566079	652.373819415859	85.06358842541853
1045	dundee township-23400	461614352.02488804	24063.956171057413	Dundee	Dundee Township	23400	151224.21603528562	3629.381184846855	84.91777013285936
1046	sturgis township-76980			Sturgis	Sturgis Township	76980	50135.66603033218	1203.2559847279722	
1047	rockland township-69140			Rockland	Rockland Township	69140	3145.7133156762197	75.49711957622928	
1048	denver township-21700	30670072.0089832	1598.830853828294	Denver	Denver Township	21700	14055.630307913802	337.33512738993124	78.90113725400003
1049	lincoln township-47620			Lincoln	Lincoln Township	47620	16395.691729085866	393.4966014980607	
1050	seneca township-72440			Seneca	Seneca Township	72440	29334.78872722547	704.0349294534112	
1051	south haven township-75000			South Haven	South Haven Township	75000	76619.42484362947	1838.8661962471074	
1052	helena township-37500			Helena	Helena Township	37500	13893.090110853183	333.4341626604764	
1053	rome township-69360			Rome	Rome Township	69360	22128.67932600554	531.0883038241329	
1054	orleans township-61160			Orleans	Orleans Township	61160	20708.899226770132	497.0135814424832	
1055	moffatt township-54800			Moffatt	Moffatt Township	54800	29264.605246270483	702.3505259104916	
1056	warren township-84020			Warren	Warren Township	84020	44515.36753424318	1068.3688208218364	
1057	hartland township-37040			Hartland	Hartland Township	37040	315469.7502211961	7571.274005308706	
1058	loud township-49480			Loud	Loud Township	49480	4249.0950763480205	101.97828183235248	
1059	colon township-17370	81270501.86063199	4236.631261994746	Colon	Colon Township	17370	51721.99919218589	1241.3279806124615	70.70011752620634
1060	ewing township-26840			Ewing	Ewing Township	26840	1537.833887650968	36.908013303623235	
1061	logan township-49160			Logan	Logan Township	49160	8255.516208565801	198.13238900557923	
1062	yates township-89040			Yates	Yates Township	89040	5762.7238465260425	138.30537231662504	
1063	mecosta township-52780	9777216.6796804	509.6863055117392	Mecosta	Mecosta Township	52780	61039.48771309595	1464.9477051143026	187.42143731789193
1064	meade township-52600			Meade	Meade Township	52600	48544.60441457516	1165.0705059498039	
1065	merrill township-53160			Merrill	Merrill Township	53160	7794.446404321857	187.06671370372456	
1066	ishpeming township-41240			Ishpeming	Ishpeming Township	41240	102189.05640508633	2452.537353722072	
1067	almer township-01620			Almer	Almer Township	01620	17472.9974939093	419.35193985382324	
1068	climax township-16460	27083188.8191864	1411.846633144187	Climax	Climax Township	16460	32210.91929694493	773.0620631266784	45.24461474933247
1069	bedford township-06720			Bedford	Bedford Township	06720	392824.00015979214	9427.776003835012	
1070	cato township-14000			Cato	Cato Township	14000	34276.0636463216	822.6255275117185	
1071	burns township-11880	17361804.887737203	905.0708887977404	Burns	Burns Township	11880	35934.22059931695	862.4212943836068	4.712293251502942
1072	day township-19920	8679936.480022399	452.4850887035676	Day	Day Township	19920	18254.81926122838	438.1156622694811	3.175668501089594
1073	rudyard township-70220			Rudyard	Rudyard Township	70220	20056.891006089376	481.365384146145	
1074	burlington township-11840	23044008.057435997	1201.2841400341385	Burlington	Burlington Township	11840	22947.407860559084	550.737788653418	54.1542445871493
1075	cooper township-17980			Cooper	Cooper Township	17980	438536.8453137742	10524.88428753058	
1076	forest township-29420	34060268.620838	1775.5618032042848	Forest	Forest Township	29420	49586.365574213756	1190.07277378113	32.97486059716684
1077	pennfield township-63440			Pennfield	Pennfield Township	63440	392726.92521890125	9425.446205253631	
1078	mancelona township-50640	75035865.865324	3911.61968755934	Mancelona	Mancelona Township	50640	37849.888174345746	908.3973161842979	76.77695203668705
1079	franklin township-30280			Franklin	Franklin Township	30280	8415.155180880081	201.96372434112197	
1080	ida township-40260			Ida	Ida Township	40260	59012.7428029847	1416.3058272716328	
1081	little traverse township-48080			Little Traverse	Little Traverse Township	48080	30728.026679226445	737.4726403014347	
1082	london township-49180			London	London Township	49180	118395.7210742395	2841.4973057817483	
1083	leroy township-47060			Leroy	Leroy Township	47060	185416.42222410673	4449.994133378562	
1084	argyle township-03460			Argyle	Argyle Township	03460	6457.029396066972	154.96870550560732	
1085	haynes township-37380			Haynes	Haynes Township	37380	6272.296235326552	150.53510964783723	
1086	summit township-77200			Summit	Summit Township	77200	473643.1752504817	11367.43620601156	
1087	crystal township-19100			Crystal	Crystal Township	19100	8801.331338226322	211.23195211743175	
1088	republic township-68000			Republic	Republic Township	68000	5990.089920684331	143.76215809642395	
1089	dover township-22840			Dover	Dover Township	22840	21487.293967731264	515.6950552255503	
1090	jordan township-41960			Jordan	Jordan Township	41960	8685.836215177216	208.46006916425318	
1091	olive township-60440			Olive	Olive Township	60440	203475.96381767857	4883.423131624285	
1092	jerome township-41760	37695934.754420005	1965.0890787479148	Jerome	Jerome Township	41760	41203.27362257844	988.8785669418825	49.677672242117346
1093	homer township-38980			Homer	Homer Township	38980	55509.38295976157	1332.2251910342777	
1094	norman township-57900			Norman	Norman Township	57900	13046.756877952106	313.12216507085054	
1095	douglass township-22760			Douglass	Douglass Township	22760	16088.388552861119	386.12132526866685	
1096	au train township-04460			Au Train	Au Train Township	04460	23109.724451629612	554.6333868391106	
1097	minden township-54540	10592669.490874398	552.1958605592823	Minden	Minden Township	54540	4548.8583414115765	109.17260019387784	80.22937004936904
1098	ypsilanti township-89160			Ypsilanti	Ypsilanti Township	89160	858345.8696339184	20600.30087121404	
1099	case township-13740	9871081.826491999	514.5794956150279	Case	Case Township	13740	6873.373836319058	164.96097207165738	67.94256796522853
1100	lasalle township-46260			Lasalle	Lasalle Township	46260	122228.82623728116	2933.491829694748	
1101	summit township-77220			Summit	Summit Township	77220	9508.291347741075	228.19899234578577	
1102	montcalm township-55140			Montcalm	Montcalm Township	55140	29929.442083203638	718.3066099968872	
1103	berlin township-07700			Berlin	Berlin Township	07700	103419.63388268452	2482.0712131844284	
1104	orange township-60940			Orange	Orange Township	60940	10685.162369486867	256.44389686768477	
1105	oakfield township-59580			Oakfield	Oakfield Township	59580	54638.63940756456	1311.3273457815494	
1106	matchwood township-52320			Matchwood	Matchwood Township	52320	2481.5835332944657	59.55800479906718	
1107	sylvan township-77800			Sylvan	Sylvan Township	77800	69772.37540874335	1674.5370098098406	
1108	manistique township-50780			Manistique	Manistique Township	50780	35763.37947508731	858.3211074020955	
1109	otisco township-61580			Otisco	Otisco Township	61580	126727.32269087067	3041.455744580896	
1110	china township-15540			China	China Township	15540	122971.99136287167	2951.3277927089202	
1111	fulton township-31080	17032908.8853624	887.925540193942	Fulton	Fulton Township	31080	21341.62716182179	512.199051883723	42.31508964458352
1112	akron township-00720	20129955.036056	1049.3745560295993	Akron	Akron Township	00720	19950.337234696603	478.80809363271845	54.37205039120341
1113	byron township-12240			Byron	Byron Township	12240	1025654.170936897	24615.70010248553	
1114	sugar island township-77020			Sugar Island	Sugar Island Township	77020	135758.85732244106	3258.2125757385857	
1115	suttons bay township-77620	42049281.311416	2192.0290347641157	Suttons Bay	Suttons Bay Township	77620	20238.29858887466	485.7191661329918	77.84157242309246
1116	waterloo township-84300			Waterloo	Waterloo Township	84300	37658.57839669663	903.805881520719	
1117	otto township-61780			Otto	Otto Township	61780	11716.182088152489	281.1883701156597	
1118	lapeer township-46060			Lapeer	Lapeer Township	46060	75418.50268674748	1810.0440644819396	
1119	cannon township-13080			Cannon	Cannon Township	13080	235200.72447356995	5644.817387365679	
1120	mt haley township-55940			Mt Haley	Mt Haley Township	55940	23598.64493432308	566.3674784237539	
1121	grant township-34280	14980210.0388856	780.9183493271063	Grant	Grant Township	34280	8740.590188755203	209.77416453012486	73.13750346487812
1122	wawatam township-84840			Wawatam	Wawatam Township	84840	5344.677225179624	128.27225340431096	
1123	meade township-52640			Meade	Meade Township	52640	3866.721697322358	92.8013207357366	
1124	forsyth township-29720			Forsyth	Forsyth Township	29720	89582.57439066896	2149.981785376055	
1125	constantine township-17860	135659043.241728	7071.905924191281	Constantine	Constantine Township	17860	65431.65176312132	1570.3596423149118	77.79439292393452
1126	ash township-03680	112427699.953324	5860.85599856678	Ash	Ash Township	03680	293918.0659892848	7054.033583742835	20.35841838577566
1127	ferry township-27940			Ferry	Ferry Township	27940	10023.537100583091	240.5648904139942	
1128	leavitt township-46560	11817871.161552798	616.0656236517473	Leavitt	Leavitt Township	46560	8801.264935491297	211.23035845179115	65.71301005244912
1129	clam union township-15900			Clam Union	Clam Union Township	15900	6563.8347728605495	157.53203454865317	
1130	croton township-18980			Croton	Croton Township	18980	30706.634003235227	736.9592160776455	
1131	silver creek township-73940			Silver Creek	Silver Creek Township	73940	45527.305224337804	1092.6553253841075	
1132	algansee township-01120			Algansee	Algansee Township	01120	21855.60023302149	524.5344055925158	
1133	south branch township-74760			South Branch	South Branch Township	74760	18014.242254920293	432.3418141180871	
1134	dover township-22820	12006880.924364401	625.9187025871162	Dover	Dover Township	22820	16619.60079350688	398.87041904416515	36.274404743697545
1135	grant township-34200			Grant	Grant Township	34200	7264.50209452417	174.3480502685801	
1136	riga township-68580			Riga	Riga Township	68580	150101.48981302654	3602.435755512637	
1137	wells township-85260			Wells	Wells Township	85260	2635.647914591845	63.25554995020428	
1138	negaunee township-56880			Negaunee	Negaunee Township	56880	119154.31041898024	2859.7034500555255	
1139	blackman township-08760			Blackman	Blackman Township	08760	579362.8408915983	13904.708181398359	
1140	sebewa township-72120			Sebewa	Sebewa Township	72120	49972.44648123429	1199.3387155496232	
1141	crockery township-18800			Crockery	Crockery Township	18800	169905.27081118873	4077.7264994685297	
1142	mcmillan township-50440	105059229.81912	5476.737650470725	McMillan	McMillan Township	50440	77884.85497036717	1869.2365192888124	65.8695260101029
1143	allouez township-01520	9536981.759726958	497.1628591345663	Allouez	Allouez Township	01520	34080.77270368824	817.9385448885179	64.52124889464595
1144	watervliet township-84520			Watervliet	Watervliet Township	84520	33557.165363025124	805.371968712603	
1145	colfax township-17140	258244456.15996802	13462.283499619132	Colfax	Colfax Township	17140	50224.48766675937	1205.3877040022248	91.04618689662621
1146	worth township-88760			Worth	Worth Township	88760	77027.50182715419	1848.6600438517007	
1147	resort township-68060			Resort	Resort Township	68060	57306.69386070271	1375.360652656865	
1148	presque isle township-66340			Presque Isle	Presque Isle Township	66340	12673.911146232866	304.1738675095888	
1149	dallas township-19620	47792391.720516	2491.417380390499	Dallas	Dallas Township	19620	27965.3849981341	671.1692399552184	73.0607466561857
1150	coldwater township-17060			Coldwater	Coldwater Township	17060	13179.574428537442	316.3097862848986	
1151	pleasant view township-64960			Pleasant View	Pleasant View Township	64960	28357.67193243755	680.5841263785013	
1152	ogemaw township-60300			Ogemaw	Ogemaw Township	60300	26506.57181468275	636.1577235523861	
1153	marilla township-51580			Marilla	Marilla Township	51580	5177.403803081555	124.25769127395733	
1154	kinross township-43480			Kinross	Kinross Township	43480	95742.85858124247	2297.828605949819	
1155	keene township-42520			Keene	Keene Township	42520	100096.24722402717	2402.309933376652	
1156	saline township-71160			Saline	Saline Township	71160	105805.49240344876	2539.33181768277	
1157	pittsford township-64620			Pittsford	Pittsford Township	64620	38587.15637257951	926.0917529419083	
1158	bear lake township-06440			Bear Lake	Bear Lake Township	06440	6749.065840556615	161.97758017335875	
1159	union township-81340			Union	Union Township	81340	217166.464593878	5211.995150253071	
1160	jasper township-41560			Jasper	Jasper Township	41560	41441.9420372668	994.6066088944033	
1161	commerce township-17640	335097602.12865597	17468.637998966835	Commerce	Commerce Township	17640	1079546.6810330034	25909.12034479208	48.31791892604593
1162	oscoda township-61340			Oscoda	Oscoda Township	61340	120648.32760844876	2895.5598626027704	
1163	acme township-00200			Acme	Acme Township	00200	56228.76770237979	1349.490424857115	
1164	brockway township-10820			Brockway	Brockway Township	10820	36679.95184837673	880.3188443610416	
1165	chippewa township-15600			Chippewa	Chippewa Township	15600	12694.471361246151	304.66731266990763	
1166	carmel township-13380			Carmel	Carmel Township	13380	137027.18095855394	3288.652343005295	
1167	chase township-14880			Chase	Chase Township	14880	33915.17999410719	813.9643198585725	
1168	masonville township-52220			Masonville	Masonville Township	52220	17469.786029939165	419.27486471854	
1169	rapid river township-67180			Rapid River	Rapid River Township	67180	32882.46922785919	789.1792614686206	
1170	union township-81280	84507049.950892	4405.35251394	Union	Union Township	81280	58899.91150099433	1413.5978760238638	67.91181020018783
1171	newton township-57620			Newton	Newton Township	57620	73069.96300526924	1753.6791121264616	
1172	denver township-21680			Denver	Denver Township	21680	76573.78755032804	1837.7709012078728	
1173	egelston township-25080			Egelston	Egelston Township	25080	239099.94643261968	5738.398714382872	
1174	new haven township-57400			New Haven	New Haven Township	57400	86164.70736487686	2067.9529767570443	
1175	ironwood township-41080			Ironwood	Ironwood Township	41080	54256.515466188066	1302.1563711885135	
1176	mussey township-56380	109547772.089556	5710.725359028554	Mussey	Mussey Township	56380	53108.898340732994	1274.6135601775918	77.68035617117445
1177	almont township-01680	119689173.591872	6239.3966193442875	Almont	Almont Township	01680	114769.70922909764	2754.4730214983433	55.85353537297942
1178	baroda township-05520	41178553.929271996	2146.638016332949	Baroda	Baroda Township	05520	33998.44554880413	815.9626931712991	61.9888082218357
1179	bay township-06000			Bay	Bay Township	06000	55093.219924021054	1322.2372781765052	
1180	au sable township-04320			Au Sable	Au Sable Township	04320	3088.0251425536217	74.1126034212869	
1181	sagola township-70600			Sagola	Sagola Township	70600	12073.616434335796	289.7667944240591	
1182	caledonia township-12520			Caledonia	Caledonia Township	12520	131092.06792824852	3146.209630277964	
1183	solon township-74500			Solon	Solon Township	74500	37463.50220493182	899.1240529183638	
1184	garden township-31400	10906646.723674402	568.5634937051466	Garden	Garden Township	31400	6711.727415383682	161.08145796920837	71.66869492103828
1185	forest township-29400			Forest	Forest Township	29400	11225.069199395093	269.40166078548225	
1186	east bay township-23800			East Bay	East Bay Township	23800	184999.10482968448	4439.978515912428	
1187	allegan township-01280			Allegan	Allegan Township	01280	129122.5438912755	3098.941053390612	
1188	clarence township-15960			Clarence	Clarence Township	15960	23415.269430322667	561.9664663277441	
1189	mills township-54340			Mills	Mills Township	54340	40694.663181046155	976.6719163451078	
1190	larkin township-46160			Larkin	Larkin Township	46160	287982.371708735	6911.5769210096405	
1191	porter township-65760			Porter	Porter Township	65760	66374.77803293872	1592.9946727905292	
1192	curtis township-19320			Curtis	Curtis Township	19320	9393.608077156348	225.44659385175234	
1193	port sheldon township-65940			Port Sheldon	Port Sheldon Township	65940	229062.50225421134	5497.500054101072	
1194	filer township-28040			Filer	Filer Township	28040	104196.93152899893	2500.726356695974	
1195	menominee township-53040			Menominee	Menominee Township	53040	191495.87371628446	4595.900969190827	
1196	flint township-29020			Flint	Flint Township	29020	786694.1675093842	18880.66002022522	
1197	easton township-24220			Easton	Easton Township	24220	61727.48867999302	1481.4597283198323	
1198	watersmeet township-84380			Watersmeet	Watersmeet Township	84380	13516.417487378365	324.39401969708075	
1199	leslie township-47200			Leslie	Leslie Township	47200	73478.43088232604	1763.4823411758248	
1200	marion township-51680	31188017.572200403	1625.831356038807	Marion	Marion Township	51680	14473.92964888825	347.374311573318	78.63405018711998
1201	baraga township-05340	85441750.792456	4454.0784688107315	Baraga	Baraga Township	05340	74503.31508085072	1788.079561940417	59.85522988736554
1202	briley township-10660			Briley	Briley Township	10660	12046.44076107257	289.1145782657417	
1203	winfield township-87880			Winfield	Winfield Township	87880	29380.129058082854	705.1230973939885	
1204	gourley township-33160			Gourley	Gourley Township	33160	4748.535959556372	113.96486302935294	
1205	thetford township-79460			Thetford	Thetford Township	79460	145047.49958646018	3481.1399900750444	
1206	sebewaing township-72200	133884097.84056799	6979.378020428809	Sebewaing	Sebewaing Township	72200	44753.87941043354	1074.093105850405	84.61047527864936
1207	riley township-68600			Riley	Riley Township	68600	45315.4518714049	1087.5708449137176	
1208	eagle township-23580	3544559.2502512	184.77787371559504	Eagle	Eagle Township	23580	93890.02162321977	2253.3605189572745	1119.4969417310128
1209	faithorn township-27300			Faithorn	Faithorn Township	27300	3451.256177947698	82.83014827074474	
1210	belknap township-06920			Belknap	Belknap Township	06920	5760.388160092411	138.24931584221787	
1211	kinderhook township-43260			Kinderhook	Kinderhook Township	43260	28592.7986830359	686.2271683928616	
1212	hudson township-39700			Hudson	Hudson Township	39700	6221.219212988971	149.3092611117353	
1213	milton township-54440			Milton	Milton Township	54440	26290.573137101528	630.9737552904367	
1214	houghton township-39380			Houghton	Houghton Township	39380	549.7771997497281	13.194652793993475	
1215	woodstock township-88640	20522512.61881	1069.8385828185653	Woodstock	Woodstock Township	88640	72204.87662911516	1732.9170390987638	61.97929920729456
1216	manlius township-50840			Manlius	Manlius Township	50840	56180.91331892579	1348.341919654219	
1217	chocolay township-15660			Chocolay	Chocolay Township	15660	75710.38776511677	1817.0493063628026	
1218	bingham township-08400			Bingham	Bingham Township	08400	112474.94843403697	2699.398762416887	
1219	buchanan township-11420			Buchanan	Buchanan Township	11420	98240.20543613177	2357.7649304671622	
1220	seville township-72580			Seville	Seville Township	72580	16124.41348315305	386.98592359567317	
1221	zeeland township-89280			Zeeland	Zeeland Township	89280	134316.28852190252	3223.5909245256603	
1222	fremont township-30680			Fremont	Fremont Township	30680	22814.19077776847	547.5405786664433	
1223	henderson township-37640			Henderson	Henderson Township	37640	4729.003564342103	113.49608554421049	
1224	spring lake township-75840	246853813.813604	12868.489314103175	Spring Lake	Spring Lake Township	75840	293122.75044723635	7034.946010733673	45.33199788242627
1225	richmond township-68400			Richmond	Richmond Township	68400	139117.693849604	3338.824652390496	
1226	danby township-19720			Danby	Danby Township	19720	71387.99510759713	1713.311882582331	
1227	vernon township-82040	39226113.987996005	2044.8573221942315	Vernon	Vernon Township	82040	86083.04107891787	2065.992985894029	1.0336009006788767
1228	middle branch township-53660			Middle Branch	Middle Branch Township	53660	9707.092234302032	232.97021362324878	
1229	boyne valley township-09860	23498400.671708	1224.971627016138	Boyne Valley	Boyne Valley Township	09860	11910.44425719784	285.8506621727481	76.66471158446004
1230	horton township-39320			Horton	Horton Township	39320	23590.39704086809	566.1695289808342	
1231	st charles township-70660	145804887.27234542	7600.808773507367	St Charles	St Charles Township	70660	43903.71272311176	1053.6891053546824	86.13714491769194
1232	woodbridge township-88300			Woodbridge	Woodbridge Township	88300	13773.091376875973	330.55419304502334	
1233	golden township-32780			Golden	Golden Township	32780	26832.750919060712	643.9860220574571	
1234	frenchtown township-30820			Frenchtown	Frenchtown Township	30820	591178.555367975	14188.2853288314	
1235	leoni township-46980			Leoni	Leoni Township	46980	372430.86498720886	8938.340759693012	
1236	goodwell township-33000			Goodwell	Goodwell Township	33000	13210.47625757596	317.05143018182304	
1237	meyer township-53460			Meyer	Meyer Township	53460	11169.465108086379	268.0671625940731	
1238	lafayette township-44080			Lafayette	Lafayette Township	44080	7811.510580698661	187.47625393676788	
1239	torch lake township-80120			Torch Lake	Torch Lake Township	80120	25100.366613972106	602.4087987353306	
1240	deerfield township-21160			Deerfield	Deerfield Township	21160	46155.754999135876	1107.738119979261	
1241	long lake township-49240			Long Lake	Long Lake Township	49240	113707.43076008504	2728.978338242041	
1242	doyle township-22960			Doyle	Doyle Township	22960	6173.609655105133	148.1666317225232	
1243	maple grove township-51060			Maple Grove	Maple Grove Township	51060	42728.305749553234	1025.4793379892776	
1244	bear creek township-06380			Bear Creek	Bear Creek Township	06380	157598.8409289622	3782.3721822950924	
1245	grant township-34260			Grant	Grant Township	34260	24223.217325759055	581.3572158182172	
1246	ensign township-26140			Ensign	Ensign Township	26140	5754.6872826283525	138.11249478308048	
1247	monitor township-54980			Monitor	Monitor Township	54980	360909.9325580505	8661.838381393212	
1248	elkland township-25300	145787650.05216	7599.9101972191	Elkland	Elkland Township	25300	52075.90036561301	1249.8216087747123	83.55478451269019
1249	clinton township-16540			Clinton	Clinton Township	16540	7542.876566339447	181.02903759214672	
1250	charlevoix township-14800			Charlevoix	Charlevoix Township	14800	41937.98391613843	1006.5116139873223	
1251	hamlin township-36200			Hamlin	Hamlin Township	36200	45741.47869264275	1097.7954886234259	
1252	holland township-38660			Holland	Holland Township	38660	450514.7625356101	10812.354300854642	
1253	hartwick township-37060			Hartwick	Hartwick Township	37060	14744.619307490066	353.8708633797616	
1254	chippewa township-15580			Chippewa	Chippewa Township	15580	146036.94007633865	3504.8865618321274	
1255	cedar creek township-14100			Cedar Creek	Cedar Creek Township	14100	68348.29686634126	1640.3591247921902	
1256	casco township-13720			Casco	Casco Township	13720	90235.08706663964	2165.6420895993515	
1257	bridgewater township-10560			Bridgewater	Bridgewater Township	10560	81587.3064720407	1958.0953553289767	
1258	richland township-68300			Richland	Richland Township	68300	20613.378574757066	494.7210857941696	
1259	washington township-84120			Washington	Washington Township	84120	640738.7203696632	15377.729288871918	
1260	juniata township-42140			Juniata	Juniata Township	42140	47110.687218083076	1130.6564932339938	
1261	weare township-85040			Weare	Weare Township	85040	51457.66560281603	1234.9839744675846	
1262	nottawa township-59400	79515564.070428	4145.1463549914115	Nottawa	Nottawa Township	59400	36174.89122195642	868.1973893269542	79.05508479136068
1263	hatton township-37160			Hatton	Hatton Township	37160	10610.118432659372	254.64284238382493	
1264	peninsula township-63340			Peninsula	Peninsula Township	63340	100956.35481155978	2422.9525154774346	
1265	leroy township-47080	75151706.42631201	3917.658456003645	Leroy	Leroy Township	47080	95020.64927321702	2280.4955825572083	41.78932114251956
1266	thornapple township-79620	267281997.38954404	13933.41052391693	Thornapple	Thornapple Township	79620	103728.52279196415	2489.4845470071396	82.13298500942108
1267	covert township-18560			Covert	Covert Township	18560	76309.29946490444	1831.4231871577065	
1268	sheridan township-73040			Sheridan	Sheridan Township	73040	11427.94641754792	274.27071402115007	
1269	columbia township-17440	10386205.674154399	541.4329017936687	Columbia	Columbia Township	17440	30508.048004282573	732.1931521027817	35.232482118681546
1270	north allis township-57940			North Allis	North Allis Township	57940	6843.899195542449	164.25358069301876	
1271	new buffalo township-57230	32557936.9279744	1697.2452520553054	New Buffalo	New Buffalo Township	57230	59273.562830281655	1422.5655079267597	16.183856976233578
1272	new buffalo township-57230	39735704.8297592	2071.422292775347	New Buffalo	New Buffalo Township	57230	59273.562830281655	1422.5655079267597	31.324215593877376
1273	laketown township-45180			Laketown	Laketown Township	45180	462646.3083112305	11103.511399469531	
1274	bois blanc township-09500			Bois Blanc	Bois Blanc Township	09500	1142.6435677226104	27.42344562534265	
1275	irving township-41120	24228850.3391864	1263.0499681817869	Irving	Irving Township	41120	57201.558082704054	1372.8373939848973	8.692247224482653
1276	williams township-87380			Williams	Williams Township	87380	142678.43979494955	3424.2825550787893	
1277	wakefield township-82800			Wakefield	Wakefield Township	82800	9235.48775704398	221.65170616905553	
1278	baldwin township-04900			Baldwin	Baldwin Township	04900	9738.661465750254	233.7278751780061	
1279	north star township-58880			North Star	North Star Township	58880	8065.131032858815	193.56314478861157	
1280	victor township-82320			Victor	Victor Township	82320	57421.482701758985	1378.1155848422159	
1281	westphalia township-86140	35383576.418604	1844.5458387018266	Westphalia	Westphalia Township	86140	30549.46227619824	733.1870946287578	60.251077569058
1282	dover township-22800			Dover	Dover Township	22800	5190.702795297397	124.57686708713751	
1283	frankenmuth township-30220			Frankenmuth	Frankenmuth Township	30220	135416.7892932798	3250.0029430387153	
1284	monroe township-55040			Monroe	Monroe Township	55040	179255.38762887902	4302.1293030930965	
1285	gladwin township-32340			Gladwin	Gladwin Township	32340	19154.883333477355	459.7172000034566	
1286	hematite township-37580			Hematite	Hematite Township	37580	3597.8756040731755	86.34901449775622	
1287	caldwell township-12440			Caldwell	Caldwell Township	12440	39224.386483131886	941.3852755951654	
1288	camden township-12780	15329918.127738	799.148631998982	Camden	Camden Township	12780	19099.32098135574	458.3837035525378	42.64099502917979
1289	camden township-12780	9729955.332240641	507.2225714697046	Camden	Camden Township	12780	19099.32098135574	458.3837035525378	9.628685840153674
1290	grant township-34400	18618340.829621598	970.5741074481739	Grant	Grant Township	34400	56094.55959356054	1346.2694302454531	38.708566395311585
1291	burt township-11980			Burt	Burt Township	11980	13045.54226752578	313.0930144206187	
1292	brampton township-09980			Brampton	Brampton Township	09980	44690.74765777184	1072.5779437865242	
1293	moscow township-55640			Moscow	Moscow Township	55640	28247.680552225553	677.9443332534132	
1294	cherry valley township-15100			Cherry Valley	Cherry Valley Township	15100	6058.577800524367	145.40586721258484	
1295	evart township-26660			Evart	Evart Township	26660	12993.628444649026	311.84708267157663	
1296	oxford township-62040	194601043.164908	10144.552380186653	Oxford	Oxford Township	62040	312087.7854973363	7490.1068519360715	26.16621639644727
1297	webster township-85100			Webster	Webster Township	85100	311771.8768499954	7482.525044399889	
1298	lexington township-47300	118019593.54010801	6152.36141124583	Lexington	Lexington Township	47300	60206.98140895453	1444.9675538149088	76.5136106735591
1299	somerset township-74560			Somerset	Somerset Township	74560	56266.39659706935	1350.3935183296646	
1300	au sable township-04300			Au Sable	Au Sable Township	04300	45339.87931672619	1088.1571036014286	
1301	watertown township-84400			Watertown	Watertown Township	84400	334436.9288941081	8026.486293458594	
1302	arthur township-03620			Arthur	Arthur Township	03620	7443.555553029852	178.64533327271644	
1303	gilmore township-32180	20117743.9692728	1048.737993118191	Gilmore	Gilmore Township	32180	10629.509240570593	255.1082217736942	75.67474207593203
1304	sheridan township-73120			Sheridan	Sheridan Township	73120	80903.10224766296	1941.674453943911	
1305	putnam township-66540	83132690.624688	4333.7071622649855	Putnam	Putnam Township	66540	201801.8571433825	4843.24457144118	11.757541294273505
1306	west branch township-85560			West Branch	West Branch Township	85560	4624.475914496867	110.9874219479248	
1307	fairgrove township-27100	21443478.0849884	1117.8485125704453	Fairgrove	Fairgrove Township	27100	20650.985526253993	495.6236526300958	55.66271752775962
1308	owosso township-61960			Owosso	Owosso Township	61960	75292.0477632876	1807.0091463189024	
1309	lovells township-49520			Lovells	Lovells Township	49520	8105.614960758236	194.53475905819766	
1310	muskegon township-56340			Muskegon	Muskegon Township	56340	590715.1849950878	14177.164439882106	
1311	paris township-62360			Paris	Paris Township	62360	5046.824089197143	121.12377814073142	
1312	pleasanton township-64860			Pleasanton	Pleasanton Township	64860	13053.409718817584	313.28183325162206	
1313	fabius township-26920			Fabius	Fabius Township	26920	124120.5111921982	2978.8922686127567	
1314	hamilton township-36140			Hamilton	Hamilton Township	36140	15913.84509968085	381.93228239234037	
1315	white water township-87040			White Water	White Water Township	87040	29496.27982595628	707.9107158229507	
1316	forest township-29440			Forest	Forest Township	29440	14445.730232467296	346.69752557921515	
1317	bohemia township-09460			Bohemia	Bohemia Township	09460	1048.1367527259133	25.15528206542192	
1318	leelanau township-46700	39158766.017069206	2041.3464724698176	Leelanau	Leelanau Township	46700	23120.82329082483	554.8997589797958	72.8169731859176
1319	howell township-39560			Howell	Howell Township	39560	301166.9275111359	7228.0062602672615	
1320	wise township-88040			Wise	Wise Township	88040	19662.509110287356	471.9002186468965	
1321	marion township-51620			Marion	Marion Township	51620	24828.934288465567	595.8944229231737	
1322	centerville township-14340			Centerville	Centerville Township	14340	19335.190585017684	464.04457404042444	
1323	waucedah township-84700			Waucedah	Waucedah Township	84700	6549.361400235526	157.18467360565265	
1324	homestead township-39000	16333126.680374801	851.4458938479384	Homestead	Homestead Township	39000	18677.185777582512	448.2524586619803	47.35397024041145
1325	columbus township-17480			Columbus	Columbus Township	17480	3943.5502810434223	94.64520674504213	
1326	munising township-56220			Munising	Munising Township	56220	34559.60509895989	829.4305223750373	
1327	rives township-68920			Rives	Rives Township	68920	83362.23620405358	2000.693668897286	
1328	aetna township-00520			Aetna	Aetna Township	00520	6132.87027914781	147.18888669954742	
1329	fairfield township-27040			Fairfield	Fairfield Township	27040	42341.16118322725	1016.1878683974539	
